"isono","year","sexno","ageno","eduno","ggapedu15"
8,2020,0,0,1,NA
8,2020,0,0,2,0.45
8,2020,0,0,3,0.7
8,2020,0,0,4,0.67
8,2020,0,0,5,1.02
8,2020,0,0,6,1.04
8,2020,0,0,7,0.96
8,2025,0,0,0,NA
8,2025,0,0,1,NA
8,2025,0,0,2,0.53
8,2025,0,0,3,0.7
8,2025,0,0,4,0.64
8,2025,0,0,5,1.01
8,2025,0,0,6,1.05
8,2025,0,0,7,0.95
8,2030,0,0,0,NA
8,2030,0,0,1,NA
8,2030,0,0,2,0.65
8,2030,0,0,3,0.74
8,2030,0,0,4,0.67
8,2030,0,0,5,0.99
8,2030,0,0,6,1.05
8,2030,0,0,7,0.96
8,2035,0,0,0,NA
8,2035,0,0,1,NA
8,2035,0,0,2,0.76
8,2035,0,0,3,0.8
8,2035,0,0,4,0.76
8,2035,0,0,5,0.97
8,2035,0,0,6,1.05
8,2035,0,0,7,0.97
8,2040,0,0,0,NA
8,2040,0,0,1,NA
8,2040,0,0,2,0.85
8,2040,0,0,3,0.83
8,2040,0,0,4,0.92
8,2040,0,0,5,0.96
8,2040,0,0,6,1.05
8,2040,0,0,7,0.98
8,2045,0,0,0,NA
8,2045,0,0,1,NA
8,2045,0,0,2,0.9
8,2045,0,0,3,0.85
8,2045,0,0,4,1.12
8,2045,0,0,5,0.95
8,2045,0,0,6,1.06
8,2045,0,0,7,0.98
8,2050,0,0,0,NA
8,2050,0,0,1,NA
8,2050,0,0,2,0.92
8,2050,0,0,3,0.84
8,2050,0,0,4,1.33
8,2050,0,0,5,0.95
8,2050,0,0,6,1.06
8,2050,0,0,7,0.99
8,2055,0,0,0,NA
8,2055,0,0,1,NA
8,2055,0,0,2,0.92
8,2055,0,0,3,0.85
8,2055,0,0,4,1.47
8,2055,0,0,5,0.96
8,2055,0,0,6,1.07
8,2055,0,0,7,0.99
8,2060,0,0,0,NA
8,2060,0,0,1,NA
8,2060,0,0,2,0.92
8,2060,0,0,3,0.89
8,2060,0,0,4,1.54
8,2060,0,0,5,0.98
8,2060,0,0,6,1.07
8,2060,0,0,7,1
8,2065,0,0,0,NA
8,2065,0,0,1,NA
8,2065,0,0,2,0.92
8,2065,0,0,3,0.98
8,2065,0,0,4,1.57
8,2065,0,0,5,1.03
8,2065,0,0,6,1.08
8,2065,0,0,7,1
8,2070,0,0,0,NA
8,2070,0,0,1,NA
8,2070,0,0,2,0.93
8,2070,0,0,3,1.1
8,2070,0,0,4,1.62
8,2070,0,0,5,1.09
8,2070,0,0,6,1.09
8,2070,0,0,7,1
8,2075,0,0,0,NA
8,2075,0,0,1,NA
8,2075,0,0,2,0.94
8,2075,0,0,3,1.18
8,2075,0,0,4,1.73
8,2075,0,0,5,1.17
8,2075,0,0,6,1.09
8,2075,0,0,7,1
8,2080,0,0,0,NA
8,2080,0,0,1,NA
8,2080,0,0,2,0.95
8,2080,0,0,3,1.22
8,2080,0,0,4,1.9
8,2080,0,0,5,1.24
8,2080,0,0,6,1.11
8,2080,0,0,7,0.99
8,2085,0,0,0,NA
8,2085,0,0,1,NA
8,2085,0,0,2,0.96
8,2085,0,0,3,1.24
8,2085,0,0,4,2.02
8,2085,0,0,5,1.29
8,2085,0,0,6,1.13
8,2085,0,0,7,0.99
8,2090,0,0,0,NA
8,2090,0,0,1,NA
8,2090,0,0,2,0.96
8,2090,0,0,3,1.24
8,2090,0,0,4,1.97
8,2090,0,0,5,1.3
8,2090,0,0,6,1.15
8,2090,0,0,7,0.98
8,2095,0,0,0,NA
8,2095,0,0,1,NA
8,2095,0,0,2,0.96
8,2095,0,0,3,1.24
8,2095,0,0,4,1.67
8,2095,0,0,5,1.28
8,2095,0,0,6,1.18
8,2095,0,0,7,0.98
8,2100,0,0,0,NA
8,2100,0,0,1,NA
8,2100,0,0,2,0.95
8,2100,0,0,3,1.24
8,2100,0,0,4,1.2
8,2100,0,0,5,1.26
8,2100,0,0,6,1.2
8,2100,0,0,7,0.97
12,1970,0,0,0,NA
12,1970,0,0,1,NA
12,1970,0,0,2,0.71
12,1970,0,0,3,2.28
12,1970,0,0,4,1.33
12,1970,0,0,5,2.62
12,1970,0,0,6,2.24
12,1970,0,0,7,4.61
12,1975,0,0,0,NA
12,1975,0,0,1,NA
12,1975,0,0,2,0.69
12,1975,0,0,3,2.02
12,1975,0,0,4,1.27
12,1975,0,0,5,2.31
12,1975,0,0,6,1.94
12,1975,0,0,7,3.82
12,1980,0,0,0,NA
12,1980,0,0,1,NA
12,1980,0,0,2,0.7
12,1980,0,0,3,2
12,1980,0,0,4,1.29
12,1980,0,0,5,2.02
12,1980,0,0,6,1.67
12,1980,0,0,7,3.18
12,1985,0,0,0,NA
12,1985,0,0,1,NA
12,1985,0,0,2,0.64
12,1985,0,0,3,1.76
12,1985,0,0,4,1.33
12,1985,0,0,5,1.88
12,1985,0,0,6,1.42
12,1985,0,0,7,2.41
12,1990,0,0,0,NA
12,1990,0,0,1,NA
12,1990,0,0,2,0.58
12,1990,0,0,3,1.52
12,1990,0,0,4,1.36
12,1990,0,0,5,1.76
12,1990,0,0,6,1.24
12,1990,0,0,7,1.86
12,1995,0,0,0,NA
12,1995,0,0,1,NA
12,1995,0,0,2,0.55
12,1995,0,0,3,1.4
12,1995,0,0,4,1.28
12,1995,0,0,5,1.68
12,1995,0,0,6,1.15
12,1995,0,0,7,1.39
12,2000,0,0,0,NA
12,2000,0,0,1,NA
12,2000,0,0,2,0.5
12,2000,0,0,3,1.19
12,2000,0,0,4,1.32
12,2000,0,0,5,1.63
12,2000,0,0,6,1.12
12,2000,0,0,7,1.08
12,2005,0,0,0,NA
12,2005,0,0,1,NA
12,2005,0,0,2,0.47
12,2005,0,0,3,1.18
12,2005,0,0,4,1.16
12,2005,0,0,5,1.58
12,2005,0,0,6,1.11
12,2005,0,0,7,0.95
12,2010,0,0,0,NA
12,2010,0,0,1,NA
12,2010,0,0,2,0.45
12,2010,0,0,3,1.1
12,2010,0,0,4,1.14
12,2010,0,0,5,1.53
12,2010,0,0,6,1.11
12,2010,0,0,7,0.89
12,2015,0,0,0,NA
12,2015,0,0,1,NA
12,2015,0,0,2,0.4
12,2015,0,0,3,1.1
12,2015,0,0,4,1.29
12,2015,0,0,5,1.45
12,2015,0,0,6,1.17
12,2015,0,0,7,0.83
12,2020,0,0,0,NA
12,2020,0,0,1,NA
12,2020,0,0,2,0.37
12,2020,0,0,3,1.07
12,2020,0,0,4,1.27
12,2020,0,0,5,1.51
12,2020,0,0,6,1.14
12,2020,0,0,7,0.84
12,2025,0,0,0,NA
12,2025,0,0,1,NA
12,2025,0,0,2,0.34
12,2025,0,0,3,1.02
12,2025,0,0,4,1.23
12,2025,0,0,5,1.56
12,2025,0,0,6,1.14
12,2025,0,0,7,0.84
12,2030,0,0,0,NA
12,2030,0,0,1,NA
12,2030,0,0,2,0.31
12,2030,0,0,3,0.96
12,2030,0,0,4,1.18
12,2030,0,0,5,1.59
12,2030,0,0,6,1.15
12,2030,0,0,7,0.83
12,2035,0,0,0,NA
12,2035,0,0,1,NA
12,2035,0,0,2,0.28
12,2035,0,0,3,0.88
12,2035,0,0,4,1.13
12,2035,0,0,5,1.61
12,2035,0,0,6,1.17
12,2035,0,0,7,0.83
12,2040,0,0,0,NA
12,2040,0,0,1,NA
12,2040,0,0,2,0.25
12,2040,0,0,3,0.8
12,2040,0,0,4,1.07
12,2040,0,0,5,1.61
12,2040,0,0,6,1.18
12,2040,0,0,7,0.84
12,2045,0,0,0,NA
12,2045,0,0,1,NA
12,2045,0,0,2,0.23
12,2045,0,0,3,0.72
12,2045,0,0,4,1.01
12,2045,0,0,5,1.59
12,2045,0,0,6,1.19
12,2045,0,0,7,0.85
12,2050,0,0,0,NA
12,2050,0,0,1,NA
12,2050,0,0,2,0.21
12,2050,0,0,3,0.64
12,2050,0,0,4,0.96
12,2050,0,0,5,1.57
12,2050,0,0,6,1.18
12,2050,0,0,7,0.86
12,2055,0,0,0,NA
12,2055,0,0,1,NA
12,2055,0,0,2,0.19
12,2055,0,0,3,0.58
12,2055,0,0,4,0.93
12,2055,0,0,5,1.54
12,2055,0,0,6,1.18
12,2055,0,0,7,0.86
12,2060,0,0,0,NA
12,2060,0,0,1,NA
12,2060,0,0,2,0.17
12,2060,0,0,3,0.53
12,2060,0,0,4,0.91
12,2060,0,0,5,1.52
12,2060,0,0,6,1.19
12,2060,0,0,7,0.87
12,2065,0,0,0,NA
12,2065,0,0,1,NA
12,2065,0,0,2,0.16
12,2065,0,0,3,0.5
12,2065,0,0,4,0.92
12,2065,0,0,5,1.51
12,2065,0,0,6,1.2
12,2065,0,0,7,0.87
12,2070,0,0,0,NA
12,2070,0,0,1,NA
12,2070,0,0,2,0.16
12,2070,0,0,3,0.52
12,2070,0,0,4,0.96
12,2070,0,0,5,1.54
12,2070,0,0,6,1.21
12,2070,0,0,7,0.87
12,2075,0,0,0,NA
12,2075,0,0,1,NA
12,2075,0,0,2,0.17
12,2075,0,0,3,0.59
12,2075,0,0,4,1.04
12,2075,0,0,5,1.59
12,2075,0,0,6,1.22
12,2075,0,0,7,0.88
12,2080,0,0,0,NA
12,2080,0,0,1,NA
12,2080,0,0,2,0.18
12,2080,0,0,3,0.75
12,2080,0,0,4,1.17
12,2080,0,0,5,1.66
12,2080,0,0,6,1.25
12,2080,0,0,7,0.88
12,2085,0,0,0,NA
12,2085,0,0,1,NA
12,2085,0,0,2,0.19
12,2085,0,0,3,1.03
12,2085,0,0,4,1.36
12,2085,0,0,5,1.72
12,2085,0,0,6,1.28
12,2085,0,0,7,0.89
12,2090,0,0,0,NA
12,2090,0,0,1,NA
12,2090,0,0,2,0.21
12,2090,0,0,3,1.39
12,2090,0,0,4,1.63
12,2090,0,0,5,1.72
12,2090,0,0,6,1.32
12,2090,0,0,7,0.89
12,2095,0,0,0,NA
12,2095,0,0,1,NA
12,2095,0,0,2,0.22
12,2095,0,0,3,1.69
12,2095,0,0,4,1.98
12,2095,0,0,5,1.67
12,2095,0,0,6,1.36
12,2095,0,0,7,0.9
12,2100,0,0,0,NA
12,2100,0,0,1,NA
12,2100,0,0,2,0.22
12,2100,0,0,3,1.86
12,2100,0,0,4,2.39
12,2100,0,0,5,1.57
12,2100,0,0,6,1.39
12,2100,0,0,7,0.9
24,1970,0,0,0,NA
24,1970,0,0,1,NA
24,1970,0,0,2,0.54
24,1970,0,0,3,1.7
24,1970,0,0,4,2.91
24,1970,0,0,5,4.15
24,1970,0,0,6,7.9
24,1970,0,0,7,25.12
24,1975,0,0,0,NA
24,1975,0,0,1,NA
24,1975,0,0,2,0.5
24,1975,0,0,3,1.36
24,1975,0,0,4,2.14
24,1975,0,0,5,3.27
24,1975,0,0,6,7.19
24,1975,0,0,7,14.38
24,1980,0,0,0,NA
24,1980,0,0,1,NA
24,1980,0,0,2,0.48
24,1980,0,0,3,1.15
24,1980,0,0,4,1.69
24,1980,0,0,5,2.69
24,1980,0,0,6,5.09
24,1980,0,0,7,11.24
24,1985,0,0,0,NA
24,1985,0,0,1,NA
24,1985,0,0,2,0.47
24,1985,0,0,3,1
24,1985,0,0,4,1.44
24,1985,0,0,5,2.29
24,1985,0,0,6,3.82
24,1985,0,0,7,8.95
24,1990,0,0,0,NA
24,1990,0,0,1,NA
24,1990,0,0,2,0.45
24,1990,0,0,3,0.92
24,1990,0,0,4,1.28
24,1990,0,0,5,2
24,1990,0,0,6,3.37
24,1990,0,0,7,7.01
24,1995,0,0,0,NA
24,1995,0,0,1,NA
24,1995,0,0,2,0.44
24,1995,0,0,3,0.87
24,1995,0,0,4,1.16
24,1995,0,0,5,1.71
24,1995,0,0,6,2.97
24,1995,0,0,7,5.66
24,2000,0,0,0,NA
24,2000,0,0,1,NA
24,2000,0,0,2,0.43
24,2000,0,0,3,0.82
24,2000,0,0,4,1.11
24,2000,0,0,5,1.53
24,2000,0,0,6,2.62
24,2000,0,0,7,3.95
24,2005,0,0,0,NA
24,2005,0,0,1,NA
24,2005,0,0,2,0.43
24,2005,0,0,3,0.79
24,2005,0,0,4,1.09
24,2005,0,0,5,1.42
24,2005,0,0,6,2.27
24,2005,0,0,7,3.27
24,2010,0,0,0,NA
24,2010,0,0,1,NA
24,2010,0,0,2,0.44
24,2010,0,0,3,0.85
24,2010,0,0,4,1.06
24,2010,0,0,5,1.34
24,2010,0,0,6,1.88
24,2010,0,0,7,2.99
24,2015,0,0,0,NA
24,2015,0,0,1,NA
24,2015,0,0,2,0.44
24,2015,0,0,3,0.85
24,2015,0,0,4,1.03
24,2015,0,0,5,1.29
24,2015,0,0,6,1.82
24,2015,0,0,7,2.74
24,2020,0,0,0,NA
24,2020,0,0,1,NA
24,2020,0,0,2,0.41
24,2020,0,0,3,0.8
24,2020,0,0,4,0.99
24,2020,0,0,5,1.13
24,2020,0,0,6,1.61
24,2020,0,0,7,1.62
24,2025,0,0,0,NA
24,2025,0,0,1,NA
24,2025,0,0,2,0.41
24,2025,0,0,3,0.8
24,2025,0,0,4,0.96
24,2025,0,0,5,1.05
24,2025,0,0,6,1.38
24,2025,0,0,7,1.42
24,2030,0,0,0,NA
24,2030,0,0,1,NA
24,2030,0,0,2,0.41
24,2030,0,0,3,0.81
24,2030,0,0,4,0.94
24,2030,0,0,5,1.01
24,2030,0,0,6,1.22
24,2030,0,0,7,1.31
24,2035,0,0,0,NA
24,2035,0,0,1,NA
24,2035,0,0,2,0.41
24,2035,0,0,3,0.83
24,2035,0,0,4,0.93
24,2035,0,0,5,0.99
24,2035,0,0,6,1.12
24,2035,0,0,7,1.23
24,2040,0,0,0,NA
24,2040,0,0,1,NA
24,2040,0,0,2,0.41
24,2040,0,0,3,0.85
24,2040,0,0,4,0.94
24,2040,0,0,5,0.99
24,2040,0,0,6,1.05
24,2040,0,0,7,1.17
24,2045,0,0,0,NA
24,2045,0,0,1,NA
24,2045,0,0,2,0.4
24,2045,0,0,3,0.85
24,2045,0,0,4,0.95
24,2045,0,0,5,1
24,2045,0,0,6,1
24,2045,0,0,7,1.13
24,2050,0,0,0,NA
24,2050,0,0,1,NA
24,2050,0,0,2,0.4
24,2050,0,0,3,0.86
24,2050,0,0,4,0.96
24,2050,0,0,5,1.01
24,2050,0,0,6,0.97
24,2050,0,0,7,1.09
24,2055,0,0,0,NA
24,2055,0,0,1,NA
24,2055,0,0,2,0.4
24,2055,0,0,3,0.87
24,2055,0,0,4,0.97
24,2055,0,0,5,1.02
24,2055,0,0,6,0.94
24,2055,0,0,7,1.07
24,2060,0,0,0,NA
24,2060,0,0,1,NA
24,2060,0,0,2,0.39
24,2060,0,0,3,0.88
24,2060,0,0,4,0.99
24,2060,0,0,5,1.04
24,2060,0,0,6,0.93
24,2060,0,0,7,1.04
24,2065,0,0,0,NA
24,2065,0,0,1,NA
24,2065,0,0,2,0.38
24,2065,0,0,3,0.89
24,2065,0,0,4,1.01
24,2065,0,0,5,1.05
24,2065,0,0,6,0.92
24,2065,0,0,7,1.02
24,2070,0,0,0,NA
24,2070,0,0,1,NA
24,2070,0,0,2,0.38
24,2070,0,0,3,0.94
24,2070,0,0,4,1.03
24,2070,0,0,5,1.06
24,2070,0,0,6,0.91
24,2070,0,0,7,1
24,2075,0,0,0,NA
24,2075,0,0,1,NA
24,2075,0,0,2,0.38
24,2075,0,0,3,1.01
24,2075,0,0,4,1.07
24,2075,0,0,5,1.08
24,2075,0,0,6,0.91
24,2075,0,0,7,0.99
24,2080,0,0,0,NA
24,2080,0,0,1,NA
24,2080,0,0,2,0.39
24,2080,0,0,3,1.11
24,2080,0,0,4,1.11
24,2080,0,0,5,1.09
24,2080,0,0,6,0.91
24,2080,0,0,7,0.97
24,2085,0,0,0,NA
24,2085,0,0,1,NA
24,2085,0,0,2,0.4
24,2085,0,0,3,1.24
24,2085,0,0,4,1.15
24,2085,0,0,5,1.11
24,2085,0,0,6,0.92
24,2085,0,0,7,0.96
24,2090,0,0,0,NA
24,2090,0,0,1,NA
24,2090,0,0,2,0.4
24,2090,0,0,3,1.37
24,2090,0,0,4,1.2
24,2090,0,0,5,1.11
24,2090,0,0,6,0.92
24,2090,0,0,7,0.95
24,2095,0,0,0,NA
24,2095,0,0,1,NA
24,2095,0,0,2,0.42
24,2095,0,0,3,1.51
24,2095,0,0,4,1.24
24,2095,0,0,5,1.12
24,2095,0,0,6,0.94
24,2095,0,0,7,0.93
24,2100,0,0,0,NA
24,2100,0,0,1,NA
24,2100,0,0,2,0.43
24,2100,0,0,3,1.62
24,2100,0,0,4,1.27
24,2100,0,0,5,1.12
24,2100,0,0,6,0.96
24,2100,0,0,7,0.92
31,1970,0,0,0,NA
31,1970,0,0,1,NA
31,1970,0,0,2,0.4
31,1970,0,0,3,0.57
31,1970,0,0,4,0.72
31,1970,0,0,5,1.19
31,1970,0,0,6,1.57
31,1970,0,0,7,2.61
31,1975,0,0,0,NA
31,1975,0,0,1,NA
31,1975,0,0,2,0.38
31,1975,0,0,3,0.55
31,1975,0,0,4,0.66
31,1975,0,0,5,1.15
31,1975,0,0,6,1.35
31,1975,0,0,7,2.39
31,1980,0,0,0,NA
31,1980,0,0,1,NA
31,1980,0,0,2,0.37
31,1980,0,0,3,0.53
31,1980,0,0,4,0.65
31,1980,0,0,5,1.07
31,1980,0,0,6,1.19
31,1980,0,0,7,2.04
31,1985,0,0,0,NA
31,1985,0,0,1,NA
31,1985,0,0,2,0.38
31,1985,0,0,3,0.45
31,1985,0,0,4,0.6
31,1985,0,0,5,0.99
31,1985,0,0,6,1.12
31,1985,0,0,7,1.83
31,1990,0,0,0,NA
31,1990,0,0,1,NA
31,1990,0,0,2,0.37
31,1990,0,0,3,0.39
31,1990,0,0,4,0.59
31,1990,0,0,5,0.94
31,1990,0,0,6,1.06
31,1990,0,0,7,1.72
31,1995,0,0,0,NA
31,1995,0,0,1,NA
31,1995,0,0,2,0.38
31,1995,0,0,3,0.36
31,1995,0,0,4,0.56
31,1995,0,0,5,0.88
31,1995,0,0,6,1.01
31,1995,0,0,7,1.75
31,2000,0,0,0,NA
31,2000,0,0,1,NA
31,2000,0,0,2,0.41
31,2000,0,0,3,0.33
31,2000,0,0,4,0.57
31,2000,0,0,5,0.87
31,2000,0,0,6,0.96
31,2000,0,0,7,1.59
31,2005,0,0,0,NA
31,2005,0,0,1,NA
31,2005,0,0,2,0.32
31,2005,0,0,3,0.35
31,2005,0,0,4,0.64
31,2005,0,0,5,0.89
31,2005,0,0,6,0.95
31,2005,0,0,7,1.51
31,2010,0,0,0,NA
31,2010,0,0,1,NA
31,2010,0,0,2,0.29
31,2010,0,0,3,0.37
31,2010,0,0,4,0.66
31,2010,0,0,5,0.89
31,2010,0,0,6,0.94
31,2010,0,0,7,1.4
31,2015,0,0,0,NA
31,2015,0,0,1,NA
31,2015,0,0,2,0.3
31,2015,0,0,3,0.3
31,2015,0,0,4,0.54
31,2015,0,0,5,0.82
31,2015,0,0,6,0.93
31,2015,0,0,7,1.33
31,2020,0,0,0,NA
31,2020,0,0,1,NA
31,2020,0,0,2,0.31
