"isono","year","sexno","ageno","eduno","ryl15"
450,2035,0,0,0,67
450,2040,0,0,0,67.5
450,2045,0,0,0,68
450,2050,0,0,0,68.7
450,2055,0,0,0,69.4
450,2060,0,0,0,70.2
450,2065,0,0,0,71
450,2070,0,0,0,71.8
450,2075,0,0,0,72.5
450,2080,0,0,0,73.3
450,2085,0,0,0,74
450,2090,0,0,0,74.7
450,2095,0,0,0,75.5
454,2010,0,0,0,62.6
454,2015,0,0,0,62.9
454,2020,0,0,0,63.1
454,2025,0,0,0,63.4
454,2030,0,0,0,63.7
454,2035,0,0,0,63.9
454,2040,0,0,0,64.3
454,2045,0,0,0,64.7
454,2050,0,0,0,65.1
454,2055,0,0,0,65.6
454,2060,0,0,0,66
454,2065,0,0,0,66.5
454,2070,0,0,0,66.8
454,2075,0,0,0,67.4
454,2080,0,0,0,67.9
454,2085,0,0,0,68.3
454,2090,0,0,0,68.8
454,2095,0,0,0,69
458,2010,0,0,0,64.9
458,2015,0,0,0,66
458,2020,0,0,0,67
458,2025,0,0,0,67.9
458,2030,0,0,0,68.7
458,2035,0,0,0,69.6
458,2040,0,0,0,70.4
458,2045,0,0,0,71.2
458,2050,0,0,0,72.1
458,2055,0,0,0,73
458,2060,0,0,0,73.8
458,2065,0,0,0,74.6
458,2070,0,0,0,75.5
458,2075,0,0,0,76.4
458,2080,0,0,0,77.3
458,2085,0,0,0,78.1
458,2090,0,0,0,79
458,2095,0,0,0,79.9
462,2010,0,0,0,67.3
462,2015,0,0,0,68.8
462,2020,0,0,0,70.3
462,2025,0,0,0,71.9
462,2030,0,0,0,73.4
462,2035,0,0,0,74.8
462,2040,0,0,0,76
462,2045,0,0,0,77.2
462,2050,0,0,0,78.2
462,2055,0,0,0,79.3
462,2060,0,0,0,80.5
462,2065,0,0,0,81.7
462,2070,0,0,0,82.7
462,2075,0,0,0,83.7
462,2080,0,0,0,84.6
462,2085,0,0,0,85.7
462,2090,0,0,0,86.8
462,2095,0,0,0,87.9
466,2010,0,0,0,58.2
466,2015,0,0,0,58.8
466,2020,0,0,0,59.2
466,2025,0,0,0,59.7
466,2030,0,0,0,60.2
466,2035,0,0,0,60.5
466,2040,0,0,0,60.9
466,2045,0,0,0,61.4
466,2050,0,0,0,61.8
466,2055,0,0,0,62.1
466,2060,0,0,0,62.6
466,2065,0,0,0,63
466,2070,0,0,0,63.5
466,2075,0,0,0,64.1
466,2080,0,0,0,64.7
466,2085,0,0,0,65.5
466,2090,0,0,0,66.4
466,2095,0,0,0,67.4
470,2010,0,0,0,69.4
470,2015,0,0,0,70.5
470,2020,0,0,0,71.5
470,2025,0,0,0,72.3
470,2030,0,0,0,73.2
470,2035,0,0,0,74
470,2040,0,0,0,74.9
470,2045,0,0,0,75.8
470,2050,0,0,0,76.8
470,2055,0,0,0,77.7
470,2060,0,0,0,78.6
470,2065,0,0,0,79.5
470,2070,0,0,0,80.3
470,2075,0,0,0,81.2
470,2080,0,0,0,82.1
470,2085,0,0,0,83.1
470,2090,0,0,0,84
470,2095,0,0,0,85
474,2010,0,0,0,71.6
474,2015,0,0,0,72.3
474,2020,0,0,0,73.1
474,2025,0,0,0,73.9
474,2030,0,0,0,74.7
474,2035,0,0,0,75.5
474,2040,0,0,0,76.3
474,2045,0,0,0,77.1
474,2050,0,0,0,77.9
474,2055,0,0,0,78.7
474,2060,0,0,0,79.5
474,2065,0,0,0,80.4
474,2070,0,0,0,81.3
474,2075,0,0,0,82.2
474,2080,0,0,0,83
474,2085,0,0,0,83.8
474,2090,0,0,0,84.6
474,2095,0,0,0,85.6
478,2010,0,0,0,58.8
478,2015,0,0,0,59
478,2020,0,0,0,59.4
478,2025,0,0,0,59.8
478,2030,0,0,0,60.1
478,2035,0,0,0,60.6
478,2040,0,0,0,60.8
478,2045,0,0,0,61.1
478,2050,0,0,0,61.7
478,2055,0,0,0,62.4
478,2060,0,0,0,63.3
478,2065,0,0,0,64.2
478,2070,0,0,0,65.3
478,2075,0,0,0,66.6
478,2080,0,0,0,68
478,2085,0,0,0,69.2
478,2090,0,0,0,70.5
478,2095,0,0,0,71.9
480,2010,0,0,0,67.3
480,2015,0,0,0,68.4
480,2020,0,0,0,69.4
480,2025,0,0,0,70.4
480,2030,0,0,0,71.4
480,2035,0,0,0,72.2
480,2040,0,0,0,73.1
480,2045,0,0,0,74
480,2050,0,0,0,74.9
480,2055,0,0,0,75.7
480,2060,0,0,0,76.7
480,2065,0,0,0,77.5
480,2070,0,0,0,78.4
480,2075,0,0,0,79.3
480,2080,0,0,0,80.1
480,2085,0,0,0,81
480,2090,0,0,0,81.9
480,2095,0,0,0,82.8
484,2010,0,0,0,69.5
484,2015,0,0,0,70.3
484,2020,0,0,0,71.1
484,2025,0,0,0,71.9
484,2030,0,0,0,72.7
484,2035,0,0,0,73.4
484,2040,0,0,0,74.1
484,2045,0,0,0,74.8
484,2050,0,0,0,75.6
484,2055,0,0,0,76.5
484,2060,0,0,0,77.4
484,2065,0,0,0,78.3
484,2070,0,0,0,79.2
484,2075,0,0,0,80
484,2080,0,0,0,81
484,2085,0,0,0,81.9
484,2090,0,0,0,82.8
484,2095,0,0,0,83.8
496,2010,0,0,0,64.1
496,2015,0,0,0,63.9
496,2020,0,0,0,64.6
496,2025,0,0,0,64.9
496,2030,0,0,0,65.4
496,2035,0,0,0,65.9
496,2040,0,0,0,66.3
496,2045,0,0,0,66.9
496,2050,0,0,0,67.6
496,2055,0,0,0,68.3
496,2060,0,0,0,68.8
496,2065,0,0,0,69.5
496,2070,0,0,0,70.2
496,2075,0,0,0,71
496,2080,0,0,0,71.9
496,2085,0,0,0,72.7
496,2090,0,0,0,73.5
496,2095,0,0,0,74.2
498,2010,0,0,0,62.8
498,2015,0,0,0,63.9
498,2020,0,0,0,64.9
498,2025,0,0,0,65.9
498,2030,0,0,0,66.9
498,2035,0,0,0,67.8
498,2040,0,0,0,68.7
498,2045,0,0,0,69.6
498,2050,0,0,0,70.6
498,2055,0,0,0,71.6
498,2060,0,0,0,72.4
498,2065,0,0,0,73.2
498,2070,0,0,0,73.9
498,2075,0,0,0,74.6
498,2080,0,0,0,75.5
498,2085,0,0,0,76.4
498,2090,0,0,0,77.3
498,2095,0,0,0,78.1
499,2010,0,0,0,66.7
499,2015,0,0,0,68
499,2020,0,0,0,69.2
499,2025,0,0,0,70.3
499,2030,0,0,0,71.2
499,2035,0,0,0,72.1
499,2040,0,0,0,73.1
499,2045,0,0,0,73.9
499,2050,0,0,0,74.8
499,2055,0,0,0,75.7
499,2060,0,0,0,76.6
499,2065,0,0,0,77.5
499,2070,0,0,0,78.3
499,2075,0,0,0,79.1
499,2080,0,0,0,80
499,2085,0,0,0,80.9
499,2090,0,0,0,81.9
499,2095,0,0,0,82.8
504,2010,0,0,0,64.4
504,2015,0,0,0,65.1
504,2020,0,0,0,65.8
504,2025,0,0,0,66.4
504,2030,0,0,0,67.2
504,2035,0,0,0,67.9
504,2040,0,0,0,68.7
504,2045,0,0,0,69.5
504,2050,0,0,0,70.4
504,2055,0,0,0,71.3
504,2060,0,0,0,72.1
504,2065,0,0,0,72.9
504,2070,0,0,0,73.7
504,2075,0,0,0,74.5
504,2080,0,0,0,75.3
504,2085,0,0,0,76.2
504,2090,0,0,0,77.1
504,2095,0,0,0,78
508,2010,0,0,0,62.3
508,2015,0,0,0,62.9
508,2020,0,0,0,63.2
508,2025,0,0,0,63.5
508,2030,0,0,0,63.8
508,2035,0,0,0,63.9
508,2040,0,0,0,64.3
508,2045,0,0,0,64.3
508,2050,0,0,0,64.5
508,2055,0,0,0,64.9
508,2060,0,0,0,65.4
508,2065,0,0,0,65.9
508,2070,0,0,0,66.5
508,2075,0,0,0,67
508,2080,0,0,0,67.5
508,2085,0,0,0,68.1
508,2090,0,0,0,68.6
508,2095,0,0,0,69
512,2010,0,0,0,63.5
512,2015,0,0,0,64.9
512,2020,0,0,0,66.2
512,2025,0,0,0,67.2
512,2030,0,0,0,68.3
512,2035,0,0,0,69.2
512,2040,0,0,0,70
512,2045,0,0,0,71
512,2050,0,0,0,71.9
512,2055,0,0,0,72.8
512,2060,0,0,0,73.5
512,2065,0,0,0,74.2
512,2070,0,0,0,75
512,2075,0,0,0,76
512,2080,0,0,0,77
512,2085,0,0,0,78
512,2090,0,0,0,78.8
512,2095,0,0,0,79.7
516,2010,0,0,0,63.7
516,2015,0,0,0,63.6
516,2020,0,0,0,64.6
516,2025,0,0,0,64.8
516,2030,0,0,0,64.8
516,2035,0,0,0,65.2
516,2040,0,0,0,65.1
516,2045,0,0,0,65.4
516,2050,0,0,0,65.9
516,2055,0,0,0,66.6
516,2060,0,0,0,67.4
516,2065,0,0,0,68.1
516,2070,0,0,0,68.8
516,2075,0,0,0,69.4
516,2080,0,0,0,70.1
516,2085,0,0,0,70.8
516,2090,0,0,0,71.5
516,2095,0,0,0,72.1
524,2010,0,0,0,63.4
524,2015,0,0,0,64.6
524,2020,0,0,0,65.4
524,2025,0,0,0,66.7
524,2030,0,0,0,67.9
524,2035,0,0,0,68.9
524,2040,0,0,0,70.1
524,2045,0,0,0,71.2
524,2050,0,0,0,72
524,2055,0,0,0,72.6
524,2060,0,0,0,73.2
524,2065,0,0,0,73.9
524,2070,0,0,0,74.5
524,2075,0,0,0,75.1
524,2080,0,0,0,75.8
524,2085,0,0,0,76.5
524,2090,0,0,0,77.2
524,2095,0,0,0,77.9
528,2010,0,0,0,70.6
528,2015,0,0,0,71.4
528,2020,0,0,0,72.2
528,2025,0,0,0,73
528,2030,0,0,0,73.8
528,2035,0,0,0,74.6
528,2040,0,0,0,75.4
528,2045,0,0,0,76.3
528,2050,0,0,0,77.2
528,2055,0,0,0,78.1
528,2060,0,0,0,79.1
528,2065,0,0,0,80
528,2070,0,0,0,81.1
528,2075,0,0,0,82.1
528,2080,0,0,0,83.1
528,2085,0,0,0,84.1
528,2090,0,0,0,85.1
528,2095,0,0,0,86.2
530,2010,0,0,0,70.1
530,2015,0,0,0,71.3
530,2020,0,0,0,72.3
530,2025,0,0,0,73.2
530,2030,0,0,0,74.1
530,2035,0,0,0,75
530,2040,0,0,0,75.8
530,2045,0,0,0,76.7
530,2050,0,0,0,77.5
530,2055,0,0,0,78.4
530,2060,0,0,0,79.3
530,2065,0,0,0,80.1
530,2070,0,0,0,81
530,2075,0,0,0,81.9
530,2080,0,0,0,82.8
530,2085,0,0,0,83.7
530,2090,0,0,0,84.5
530,2095,0,0,0,85.4
533,2010,0,0,0,67
533,2015,0,0,0,68
533,2020,0,0,0,69
533,2025,0,0,0,69.9
533,2030,0,0,0,70.9
533,2035,0,0,0,71.7
533,2040,0,0,0,72.5
533,2045,0,0,0,73.4
533,2050,0,0,0,74.2
533,2055,0,0,0,75
533,2060,0,0,0,76
533,2065,0,0,0,76.9
533,2070,0,0,0,77.7
533,2075,0,0,0,78.5
533,2080,0,0,0,79.3
533,2085,0,0,0,80.1
533,2090,0,0,0,81
533,2095,0,0,0,82
540,2010,0,0,0,67.8
540,2015,0,0,0,68.8
540,2020,0,0,0,69.7
540,2025,0,0,0,70.8
540,2030,0,0,0,72
540,2035,0,0,0,73
540,2040,0,0,0,74.1
540,2045,0,0,0,75.1
540,2050,0,0,0,76.2
540,2055,0,0,0,77.3
540,2060,0,0,0,78.2
540,2065,0,0,0,79.2
540,2070,0,0,0,80.1
540,2075,0,0,0,81
540,2080,0,0,0,81.9
540,2085,0,0,0,82.8
540,2090,0,0,0,83.7
540,2095,0,0,0,84.6
548,2010,0,0,0,63.6
548,2015,0,0,0,64.3
548,2020,0,0,0,64.7
548,2025,0,0,0,65.3
548,2030,0,0,0,65.9
548,2035,0,0,0,66.7
548,2040,0,0,0,67.4
548,2045,0,0,0,68.1
548,2050,0,0,0,68.9
548,2055,0,0,0,69.6
548,2060,0,0,0,70.4
548,2065,0,0,0,71.3
548,2070,0,0,0,72.1
548,2075,0,0,0,72.9
548,2080,0,0,0,73.7
548,2085,0,0,0,74.5
548,2090,0,0,0,75.4
548,2095,0,0,0,76.2
554,2010,0,0,0,71.6
554,2015,0,0,0,72.6
554,2020,0,0,0,73.5
554,2025,0,0,0,74.3
554,2030,0,0,0,75.1
554,2035,0,0,0,76.1
554,2040,0,0,0,76.9
554,2045,0,0,0,77.7
554,2050,0,0,0,78.5
554,2055,0,0,0,79.3
554,2060,0,0,0,80.1
554,2065,0,0,0,81.1
554,2070,0,0,0,81.9
554,2075,0,0,0,82.8
554,2080,0,0,0,83.6
554,2085,0,0,0,84.5
554,2090,0,0,0,85.4
554,2095,0,0,0,86.4
558,2010,0,0,0,68.9
558,2015,0,0,0,69.5
558,2020,0,0,0,70.2
558,2025,0,0,0,71
558,2030,0,0,0,71.7
558,2035,0,0,0,72.5
558,2040,0,0,0,73.1
558,2045,0,0,0,73.8
558,2050,0,0,0,74.6
558,2055,0,0,0,75.3
558,2060,0,0,0,76.1
558,2065,0,0,0,76.9
558,2070,0,0,0,77.7
558,2075,0,0,0,78.5
558,2080,0,0,0,79.2
558,2085,0,0,0,80
558,2090,0,0,0,80.9
558,2095,0,0,0,81.7
562,2010,0,0,0,59.1
562,2015,0,0,0,59.6
562,2020,0,0,0,59.8
562,2025,0,0,0,60.2
562,2030,0,0,0,60.5
562,2035,0,0,0,60.7
562,2040,0,0,0,61
562,2045,0,0,0,61.3
562,2050,0,0,0,61.8
562,2055,0,0,0,62
562,2060,0,0,0,62.6
562,2065,0,0,0,62.9
562,2070,0,0,0,63.3
562,2075,0,0,0,63.8
562,2080,0,0,0,64.4
562,2085,0,0,0,65.1
562,2090,0,0,0,66
562,2095,0,0,0,66.8
566,2010,0,0,0,61.2
566,2015,0,0,0,61.6
566,2020,0,0,0,61.8
566,2025,0,0,0,62.4
566,2030,0,0,0,62.4
566,2035,0,0,0,62.9
566,2040,0,0,0,63
566,2045,0,0,0,63.4
566,2050,0,0,0,63.6
566,2055,0,0,0,63.9
566,2060,0,0,0,64.2
566,2065,0,0,0,64.6
566,2070,0,0,0,65.1
566,2075,0,0,0,65.7
566,2080,0,0,0,66.3
566,2085,0,0,0,66.9
566,2090,0,0,0,67.6
566,2095,0,0,0,68.3
578,2010,0,0,0,71.1
578,2015,0,0,0,72.1
578,2020,0,0,0,73.1
578,2025,0,0,0,73.8
578,2030,0,0,0,74.6
578,2035,0,0,0,75.5
578,2040,0,0,0,76.4
578,2045,0,0,0,77.3
578,2050,0,0,0,78.2
578,2055,0,0,0,79.1
578,2060,0,0,0,79.9
578,2065,0,0,0,80.8
578,2070,0,0,0,81.9
578,2075,0,0,0,82.8
578,2080,0,0,0,83.7
578,2085,0,0,0,84.5
578,2090,0,0,0,85.5
578,2095,0,0,0,86.5
583,2010,0,0,0,63.3
583,2015,0,0,0,63.7
583,2020,0,0,0,64.1
583,2025,0,0,0,64.5
583,2030,0,0,0,64.8
583,2035,0,0,0,65.4
583,2040,0,0,0,66.1
583,2045,0,0,0,66.8
583,2050,0,0,0,67.5
583,2055,0,0,0,68.2
583,2060,0,0,0,68.8
583,2065,0,0,0,69.5
583,2070,0,0,0,70.3
583,2075,0,0,0,71.1
583,2080,0,0,0,72
583,2085,0,0,0,72.8
583,2090,0,0,0,73.6
583,2095,0,0,0,74.4
586,2010,0,0,0,63.4
586,2015,0,0,0,63.9
586,2020,0,0,0,64.2
586,2025,0,0,0,64.5
586,2030,0,0,0,64.9
586,2035,0,0,0,65.4
586,2040,0,0,0,65.8
586,2045,0,0,0,66.3
586,2050,0,0,0,66.9
586,2055,0,0,0,67.5
586,2060,0,0,0,68.1
586,2065,0,0,0,68.8
586,2070,0,0,0,69.5
586,2075,0,0,0,70.3
586,2080,0,0,0,71.2
586,2085,0,0,0,72
586,2090,0,0,0,72.8
586,2095,0,0,0,73.7
591,2010,0,0,0,68.9
591,2015,0,0,0,69.7
591,2020,0,0,0,70.6
591,2025,0,0,0,71.4
591,2030,0,0,0,72.2
591,2035,0,0,0,73
591,2040,0,0,0,73.7
591,2045,0,0,0,74.4
591,2050,0,0,0,75.1
591,2055,0,0,0,75.9
591,2060,0,0,0,76.8
591,2065,0,0,0,77.6
591,2070,0,0,0,78.4
591,2075,0,0,0,79.2
591,2080,0,0,0,80
591,2085,0,0,0,80.9
591,2090,0,0,0,81.8
591,2095,0,0,0,82.7
598,2010,0,0,0,59.7
598,2015,0,0,0,60.7
598,2020,0,0,0,61.1
598,2025,0,0,0,61.5
598,2030,0,0,0,62.4
598,2035,0,0,0,62.8
598,2040,0,0,0,63.3
598,2045,0,0,0,63.8
598,2050,0,0,0,64.3
598,2055,0,0,0,64.9
598,2060,0,0,0,65.7
598,2065,0,0,0,66.5
598,2070,0,0,0,67.1
598,2075,0,0,0,67.9
598,2080,0,0,0,68.6
598,2085,0,0,0,69.4
598,2090,0,0,0,70.2
598,2095,0,0,0,71.1
600,2010,0,0,0,67.7
600,2015,0,0,0,68.3
600,2020,0,0,0,68.9
600,2025,0,0,0,69.5
600,2030,0,0,0,70.1
600,2035,0,0,0,70.8
600,2040,0,0,0,71.4
600,2045,0,0,0,72.2
600,2050,0,0,0,73
600,2055,0,0,0,73.8
600,2060,0,0,0,74.5
600,2065,0,0,0,75.3
600,2070,0,0,0,76.1
600,2075,0,0,0,76.9
600,2080,0,0,0,77.7
600,2085,0,0,0,78.5
600,2090,0,0,0,79.3
600,2095,0,0,0,80.1
604,2010,0,0,0,68.1
604,2015,0,0,0,68.8
604,2020,0,0,0,69.5
604,2025,0,0,0,70.1
604,2030,0,0,0,70.9
604,2035,0,0,0,71.6
604,2040,0,0,0,72.2
604,2045,0,0,0,72.9
604,2050,0,0,0,73.6
604,2055,0,0,0,74.3
604,2060,0,0,0,75
604,2065,0,0,0,75.8
604,2070,0,0,0,76.6
604,2075,0,0,0,77.4
604,2080,0,0,0,78.2
604,2085,0,0,0,79
604,2090,0,0,0,79.7
604,2095,0,0,0,80.6
608,2010,0,0,0,63.1
608,2015,0,0,0,64
608,2020,0,0,0,64.8
608,2025,0,0,0,65.6
608,2030,0,0,0,66.4
608,2035,0,0,0,67.2
608,2040,0,0,0,68
608,2045,0,0,0,68.7
608,2050,0,0,0,69.6
608,2055,0,0,0,70.4
608,2060,0,0,0,71.1
608,2065,0,0,0,72
608,2070,0,0,0,72.8
608,2075,0,0,0,73.7
608,2080,0,0,0,74.4
608,2085,0,0,0,75.2
608,2090,0,0,0,76.1
608,2095,0,0,0,77
616,2010,0,0,0,68.3
616,2015,0,0,0,69.1
616,2020,0,0,0,70
616,2025,0,0,0,70.8
616,2030,0,0,0,71.5
616,2035,0,0,0,72.3
616,2040,0,0,0,73.1
616,2045,0,0,0,73.9
616,2050,0,0,0,74.8
616,2055,0,0,0,75.7
616,2060,0,0,0,76.5
616,2065,0,0,0,77.3
616,2070,0,0,0,78.1
616,2075,0,0,0,78.9
616,2080,0,0,0,79.8
616,2085,0,0,0,80.8
616,2090,0,0,0,81.8
616,2095,0,0,0,82.7
620,2010,0,0,0,70.3
620,2015,0,0,0,71.2
620,2020,0,0,0,72.1
620,2025,0,0,0,73
620,2030,0,0,0,73.9
620,2035,0,0,0,74.7
620,2040,0,0,0,75.4
620,2045,0,0,0,76.3
620,2050,0,0,0,77.2
620,2055,0,0,0,78
620,2060,0,0,0,78.8
620,2065,0,0,0,79.7
620,2070,0,0,0,80.6
620,2075,0,0,0,81.5
620,2080,0,0,0,82.5
620,2085,0,0,0,83.4
620,2090,0,0,0,84.3
620,2095,0,0,0,85.2
624,2010,0,0,0,60.1
624,2015,0,0,0,60.5
624,2020,0,0,0,60.8
624,2025,0,0,0,61.3
624,2030,0,0,0,61.5
624,2035,0,0,0,61.8
624,2040,0,0,0,62.2
624,2045,0,0,0,62.3
624,2050,0,0,0,62.7
624,2055,0,0,0,63.3
624,2060,0,0,0,63.7
624,2065,0,0,0,64
624,2070,0,0,0,64.3
624,2075,0,0,0,64.7
624,2080,0,0,0,65.1
624,2085,0,0,0,65.7
624,2090,0,0,0,66.1
624,2095,0,0,0,67
626,2010,0,0,0,61.2
626,2015,0,0,0,61.3
626,2020,0,0,0,61.3
626,2025,0,0,0,61.5
626,2030,0,0,0,62.1
626,2035,0,0,0,62.2
626,2040,0,0,0,62.5
626,2045,0,0,0,62.9
626,2050,0,0,0,63
626,2055,0,0,0,63.5
626,2060,0,0,0,64.1
626,2065,0,0,0,64.4
626,2070,0,0,0,65
626,2075,0,0,0,65.6
626,2080,0,0,0,66.3
626,2085,0,0,0,67
626,2090,0,0,0,67.7
626,2095,0,0,0,68.5
630,2010,0,0,0,71.5
630,2015,0,0,0,72.5
630,2020,0,0,0,73.5
630,2025,0,0,0,74.4
630,2030,0,0,0,75.3
630,2035,0,0,0,76.2
630,2040,0,0,0,77
630,2045,0,0,0,77.9
630,2050,0,0,0,78.7
630,2055,0,0,0,79.5
630,2060,0,0,0,80.3
630,2065,0,0,0,81.2
630,2070,0,0,0,82.1
630,2075,0,0,0,82.9
630,2080,0,0,0,83.7
630,2085,0,0,0,84.5
630,2090,0,0,0,85.5
630,2095,0,0,0,86.4
634,2010,0,0,0,69.2
634,2015,0,0,0,70.1
634,2020,0,0,0,71.2
634,2025,0,0,0,72.1
634,2030,0,0,0,72.9
634,2035,0,0,0,73.7
634,2040,0,0,0,74.4
634,2045,0,0,0,75
634,2050,0,0,0,75.7
634,2055,0,0,0,76.5
634,2060,0,0,0,77.2
634,2065,0,0,0,78
634,2070,0,0,0,78.7
634,2075,0,0,0,79.6
634,2080,0,0,0,80.6
634,2085,0,0,0,81.7
634,2090,0,0,0,82.7
634,2095,0,0,0,83.5
638,2010,0,0,0,71.6
638,2015,0,0,0,72.6
638,2020,0,0,0,73.5
638,2025,0,0,0,74.4
638,2030,0,0,0,75.4
638,2035,0,0,0,76.4
638,2040,0,0,0,77.2
638,2045,0,0,0,78
638,2050,0,0,0,78.8
638,2055,0,0,0,79.6
638,2060,0,0,0,80.5
638,2065,0,0,0,81.4
638,2070,0,0,0,82.3
638,2075,0,0,0,83.1
638,2080,0,0,0,84
638,2085,0,0,0,84.8
638,2090,0,0,0,85.7
638,2095,0,0,0,86.7
642,2010,0,0,0,66.3
642,2015,0,0,0,67.3
642,2020,0,0,0,68.2
642,2025,0,0,0,69.1
642,2030,0,0,0,69.9
642,2035,0,0,0,70.9
642,2040,0,0,0,71.9
642,2045,0,0,0,72.7
642,2050,0,0,0,73.4
642,2055,0,0,0,74.1
642,2060,0,0,0,74.8
642,2065,0,0,0,75.6
642,2070,0,0,0,76.4
642,2075,0,0,0,77.2
642,2080,0,0,0,78
642,2085,0,0,0,78.8
642,2090,0,0,0,79.6
642,2095,0,0,0,80.4
643,2010,0,0,0,65
643,2015,0,0,0,65.8
643,2020,0,0,0,66.6
643,2025,0,0,0,67.3
643,2030,0,0,0,68
643,2035,0,0,0,68.6
643,2040,0,0,0,69.3
643,2045,0,0,0,70
643,2050,0,0,0,70.9
643,2055,0,0,0,71.8
643,2060,0,0,0,72.7
643,2065,0,0,0,73.5
643,2070,0,0,0,74.3
643,2075,0,0,0,75.2
643,2080,0,0,0,76.2
643,2085,0,0,0,77.2
643,2090,0,0,0,78.1
643,2095,0,0,0,79
646,2010,0,0,0,62.4
646,2015,0,0,0,62.8
646,2020,0,0,0,62.8
646,2025,0,0,0,63.3
646,2030,0,0,0,63.5
646,2035,0,0,0,63.8
646,2040,0,0,0,64
646,2045,0,0,0,64.4
646,2050,0,0,0,64.6
646,2055,0,0,0,64.8
646,2060,0,0,0,65.2
646,2065,0,0,0,65.5
646,2070,0,0,0,66.2
646,2075,0,0,0,66.6
646,2080,0,0,0,67.3
646,2085,0,0,0,67.9
646,2090,0,0,0,68.7
646,2095,0,0,0,69.4
662,2010,0,0,0,68.2
662,2015,0,0,0,69.2
662,2020,0,0,0,70
662,2025,0,0,0,71
662,2030,0,0,0,71.9
662,2035,0,0,0,72.7
662,2040,0,0,0,73.5
662,2045,0,0,0,74.2
662,2050,0,0,0,75
662,2055,0,0,0,75.9
662,2060,0,0,0,76.8
662,2065,0,0,0,77.6
662,2070,0,0,0,78.4
662,2075,0,0,0,79.2
662,2080,0,0,0,80
662,2085,0,0,0,80.9
662,2090,0,0,0,81.8
662,2095,0,0,0,82.7
670,2010,0,0,0,65.1
670,2015,0,0,0,66
670,2020,0,0,0,66.9
670,2025,0,0,0,67.8
670,2030,0,0,0,68.6
670,2035,0,0,0,69.2
670,2040,0,0,0,70
670,2045,0,0,0,70.9
670,2050,0,0,0,71.8
670,2055,0,0,0,72.7
670,2060,0,0,0,73.5
670,2065,0,0,0,74.3
670,2070,0,0,0,75.1
670,2075,0,0,0,76
670,2080,0,0,0,76.9
670,2085,0,0,0,77.7
670,2090,0,0,0,78.6
670,2095,0,0,0,79.5
678,2010,0,0,0,63.7
678,2015,0,0,0,64.1
678,2020,0,0,0,64.3
678,2025,0,0,0,64.6
678,2030,0,0,0,64.8
678,2035,0,0,0,64.9
678,2040,0,0,0,65
678,2045,0,0,0,65.6
678,2050,0,0,0,65.9
678,2055,0,0,0,66.2
678,2060,0,0,0,66.8
678,2065,0,0,0,67.5
678,2070,0,0,0,68.2
678,2075,0,0,0,68.9
678,2080,0,0,0,69.7
678,2085,0,0,0,70.5
678,2090,0,0,0,71.3
678,2095,0,0,0,72.1
682,2010,0,0,0,65.4
682,2015,0,0,0,66.3
682,2020,0,0,0,67.1
682,2025,0,0,0,67.8
682,2030,0,0,0,68.6
682,2035,0,0,0,69.3
682,2040,0,0,0,70.2
682,2045,0,0,0,71
682,2050,0,0,0,71.9
682,2055,0,0,0,72.7
682,2060,0,0,0,73.6
682,2065,0,0,0,74.5
682,2070,0,0,0,75.4
682,2075,0,0,0,76.3
682,2080,0,0,0,77.2
682,2085,0,0,0,78.1
682,2090,0,0,0,78.9
682,2095,0,0,0,79.8
686,2010,0,0,0,57.7
686,2015,0,0,0,58.2
686,2020,0,0,0,58.8
686,2025,0,0,0,59.2
686,2030,0,0,0,59.5
686,2035,0,0,0,60
686,2040,0,0,0,60.2
686,2045,0,0,0,60.7
686,2050,0,0,0,61.3
686,2055,0,0,0,62.3
686,2060,0,0,0,63.3
686,2065,0,0,0,64.3
686,2070,0,0,0,65.6
686,2075,0,0,0,67
686,2080,0,0,0,68.3
686,2085,0,0,0,69.5
686,2090,0,0,0,70.6
686,2095,0,0,0,71.9
688,2010,0,0,0,65.7
688,2015,0,0,0,66.6
688,2020,0,0,0,67.4
688,2025,0,0,0,68.3
688,2030,0,0,0,69.1
688,2035,0,0,0,69.9
688,2040,0,0,0,70.8
688,2045,0,0,0,71.7
688,2050,0,0,0,72.6
688,2055,0,0,0,73.5
688,2060,0,0,0,74.3
688,2065,0,0,0,75.1
688,2070,0,0,0,76.1
688,2075,0,0,0,76.9
688,2080,0,0,0,77.9
688,2085,0,0,0,78.9
688,2090,0,0,0,79.7
688,2095,0,0,0,80.7
694,2010,0,0,0,53.1
694,2015,0,0,0,53.9
694,2020,0,0,0,54.5
694,2025,0,0,0,55.1
694,2030,0,0,0,55.9
694,2035,0,0,0,56.5
694,2040,0,0,0,57.1
694,2045,0,0,0,57.8
694,2050,0,0,0,58.5
694,2055,0,0,0,59.1
694,2060,0,0,0,59.7
694,2065,0,0,0,60.3
694,2070,0,0,0,61
694,2075,0,0,0,61.6
694,2080,0,0,0,62.3
694,2085,0,0,0,63.1
694,2090,0,0,0,64
694,2095,0,0,0,65
702,2010,0,0,0,70.5
702,2015,0,0,0,71.4
702,2020,0,0,0,72.4
702,2025,0,0,0,73.4
702,2030,0,0,0,74.3
702,2035,0,0,0,75.2
702,2040,0,0,0,76.2
702,2045,0,0,0,77.2
702,2050,0,0,0,78.1
702,2055,0,0,0,79
702,2060,0,0,0,79.9
702,2065,0,0,0,80.9
702,2070,0,0,0,81.8
702,2075,0,0,0,82.7
