"isono","year","sexno","ageno","eduno","macb"
52,2040,2,0,2,37.1
232,2040,2,0,2,33.1
434,2040,2,0,2,34.4
24,2040,2,0,2,30.3
242,2040,2,0,2,37.1
598,2040,2,0,2,36.7
860,2040,2,0,2,31.8
262,2040,2,0,2,32.2
512,2040,2,0,2,29.6
887,2040,2,0,2,30.1
850,2040,2,0,2,34.1
768,2040,2,0,2,31.3
830,2040,2,0,2,31.5
4,2045,2,0,2,30.5
72,2045,2,0,2,26.6
144,2045,2,0,2,31.2
175,2045,2,0,2,35.5
90,2045,2,0,2,34
96,2045,2,0,2,28.4
583,2045,2,0,2,32.6
478,2045,2,0,2,32.9
316,2045,2,0,2,28.1
408,2045,2,0,2,28.8
308,2045,2,0,2,29.6
52,2045,2,0,2,35.9
232,2045,2,0,2,33.6
434,2045,2,0,2,34.8
24,2045,2,0,2,30.3
242,2045,2,0,2,35.2
598,2045,2,0,2,34.5
860,2045,2,0,2,31.3
262,2045,2,0,2,32
512,2045,2,0,2,27.5
887,2045,2,0,2,27.9
850,2045,2,0,2,33.2
768,2045,2,0,2,31.4
830,2045,2,0,2,31.6
4,2050,2,0,2,28.5
72,2050,2,0,2,26.6
144,2050,2,0,2,29.2
175,2050,2,0,2,36.1
90,2050,2,0,2,31.3
96,2050,2,0,2,27.7
583,2050,2,0,2,31.1
478,2050,2,0,2,32.7
316,2050,2,0,2,26.8
408,2050,2,0,2,29
308,2050,2,0,2,27.9
52,2050,2,0,2,33.7
232,2050,2,0,2,33.9
434,2050,2,0,2,34.7
24,2050,2,0,2,30.4
242,2050,2,0,2,32.8
598,2050,2,0,2,31.6
860,2050,2,0,2,29.8
262,2050,2,0,2,32.3
512,2050,2,0,2,26.9
887,2050,2,0,2,26.8
850,2050,2,0,2,31.7
768,2050,2,0,2,31.2
830,2050,2,0,2,31.7
4,2055,2,0,2,26.8
72,2055,2,0,2,26.6
144,2055,2,0,2,27.4
175,2055,2,0,2,35.5
90,2055,2,0,2,29.3
96,2055,2,0,2,27.4
583,2055,2,0,2,30.6
478,2055,2,0,2,31.9
316,2055,2,0,2,26.4
408,2055,2,0,2,29.1
308,2055,2,0,2,26.7
52,2055,2,0,2,31.3
232,2055,2,0,2,33.4
434,2055,2,0,2,33.6
24,2055,2,0,2,30.1
242,2055,2,0,2,30.9
598,2055,2,0,2,29.5
860,2055,2,0,2,28.3
262,2055,2,0,2,32.2
512,2055,2,0,2,26.6
887,2055,2,0,2,26.4
850,2055,2,0,2,30.3
768,2055,2,0,2,30.4
830,2055,2,0,2,31.7
4,2060,2,0,2,26.3
72,2060,2,0,2,26.6
144,2060,2,0,2,26.9
175,2060,2,0,2,34.1
90,2060,2,0,2,28.7
96,2060,2,0,2,27.3
583,2060,2,0,2,30.6
478,2060,2,0,2,30.5
316,2060,2,0,2,26.4
408,2060,2,0,2,29.1
308,2060,2,0,2,26.2
52,2060,2,0,2,29.7
232,2060,2,0,2,32.2
434,2060,2,0,2,31.6
24,2060,2,0,2,29.2
242,2060,2,0,2,30.1
598,2060,2,0,2,28.8
860,2060,2,0,2,27.8
262,2060,2,0,2,31.3
512,2060,2,0,2,26.6
887,2060,2,0,2,26.4
850,2060,2,0,2,29.7
768,2060,2,0,2,29.2
830,2060,2,0,2,31.7
4,2065,2,0,2,26.5
72,2065,2,0,2,26.7
144,2065,2,0,2,27.1
175,2065,2,0,2,32
90,2065,2,0,2,28.6
96,2065,2,0,2,27.2
583,2065,2,0,2,30.6
478,2065,2,0,2,28.8
316,2065,2,0,2,26.4
408,2065,2,0,2,29.1
308,2065,2,0,2,26.2
52,2065,2,0,2,29.3
232,2065,2,0,2,30.4
434,2065,2,0,2,29.9
24,2065,2,0,2,27.8
242,2065,2,0,2,30.2
598,2065,2,0,2,28.8
860,2065,2,0,2,27.7
262,2065,2,0,2,29.9
512,2065,2,0,2,26.7
887,2065,2,0,2,26.5
850,2065,2,0,2,29.6
768,2065,2,0,2,27.8
830,2065,2,0,2,31.7
4,2070,2,0,2,26.8
72,2070,2,0,2,26.7
144,2070,2,0,2,27.3
175,2070,2,0,2,29.4
90,2070,2,0,2,28.8
96,2070,2,0,2,27.2
583,2070,2,0,2,30.6
478,2070,2,0,2,27.4
316,2070,2,0,2,26.4
408,2070,2,0,2,29
308,2070,2,0,2,26.3
52,2070,2,0,2,29.3
232,2070,2,0,2,28.9
434,2070,2,0,2,29.2
24,2070,2,0,2,26.3
242,2070,2,0,2,30.4
598,2070,2,0,2,28.9
860,2070,2,0,2,27.9
262,2070,2,0,2,28.7
512,2070,2,0,2,26.8
887,2070,2,0,2,26.7
850,2070,2,0,2,29.5
768,2070,2,0,2,26.8
830,2070,2,0,2,31.6
4,2075,2,0,2,27
72,2075,2,0,2,26.7
144,2075,2,0,2,27.5
175,2075,2,0,2,27.6
90,2075,2,0,2,28.8
96,2075,2,0,2,27.1
583,2075,2,0,2,30.7
478,2075,2,0,2,26.7
316,2075,2,0,2,26.5
408,2075,2,0,2,29
308,2075,2,0,2,26.4
52,2075,2,0,2,29.3
232,2075,2,0,2,28.2
434,2075,2,0,2,29.3
24,2075,2,0,2,25.3
242,2075,2,0,2,30.7
598,2075,2,0,2,29
860,2075,2,0,2,28.1
262,2075,2,0,2,28.1
512,2075,2,0,2,26.8
887,2075,2,0,2,26.8
850,2075,2,0,2,29.5
768,2075,2,0,2,26.5
830,2075,2,0,2,31.6
4,2080,2,0,2,27.1
72,2080,2,0,2,26.7
144,2080,2,0,2,27.5
175,2080,2,0,2,26.9
90,2080,2,0,2,28.9
96,2080,2,0,2,27
583,2080,2,0,2,30.8
478,2080,2,0,2,26.6
316,2080,2,0,2,26.6
408,2080,2,0,2,29.1
308,2080,2,0,2,26.5
52,2080,2,0,2,29.4
232,2080,2,0,2,28
434,2080,2,0,2,29.5
24,2080,2,0,2,24.9
242,2080,2,0,2,31
598,2080,2,0,2,29
860,2080,2,0,2,28.3
262,2080,2,0,2,28
512,2080,2,0,2,26.8
887,2080,2,0,2,26.9
850,2080,2,0,2,29.6
768,2080,2,0,2,26.4
830,2080,2,0,2,31.5
4,2085,2,0,2,27.2
72,2085,2,0,2,26.7
144,2085,2,0,2,27.5
175,2085,2,0,2,26.8
90,2085,2,0,2,29
96,2085,2,0,2,27
583,2085,2,0,2,30.9
478,2085,2,0,2,26.6
316,2085,2,0,2,26.6
408,2085,2,0,2,29.1
308,2085,2,0,2,26.4
52,2085,2,0,2,29.5
232,2085,2,0,2,28
434,2085,2,0,2,29.5
24,2085,2,0,2,24.8
242,2085,2,0,2,31.2
598,2085,2,0,2,29.1
860,2085,2,0,2,28.3
262,2085,2,0,2,28.1
512,2085,2,0,2,26.8
887,2085,2,0,2,26.9
850,2085,2,0,2,29.6
768,2085,2,0,2,26.6
830,2085,2,0,2,31.6
4,2090,2,0,2,27.3
72,2090,2,0,2,26.8
144,2090,2,0,2,27.6
175,2090,2,0,2,26.9
90,2090,2,0,2,29.1
96,2090,2,0,2,27
583,2090,2,0,2,31
478,2090,2,0,2,26.7
316,2090,2,0,2,26.6
408,2090,2,0,2,29.1
308,2090,2,0,2,26.4
52,2090,2,0,2,29.6
232,2090,2,0,2,28
434,2090,2,0,2,29.4
24,2090,2,0,2,24.8
242,2090,2,0,2,31.4
598,2090,2,0,2,29.2
860,2090,2,0,2,28.3
262,2090,2,0,2,28.1
512,2090,2,0,2,26.8
887,2090,2,0,2,26.9
850,2090,2,0,2,29.7
768,2090,2,0,2,26.6
830,2090,2,0,2,31.5
4,2095,2,0,2,27.4
72,2095,2,0,2,26.8
144,2095,2,0,2,27.6
175,2095,2,0,2,26.9
90,2095,2,0,2,29.2
96,2095,2,0,2,27
583,2095,2,0,2,31
478,2095,2,0,2,26.8
316,2095,2,0,2,26.6
408,2095,2,0,2,29.1
308,2095,2,0,2,26.4
52,2095,2,0,2,29.6
232,2095,2,0,2,28.1
434,2095,2,0,2,29.3
24,2095,2,0,2,24.8
242,2095,2,0,2,31.6
598,2095,2,0,2,29.3
860,2095,2,0,2,28.3
262,2095,2,0,2,28.1
512,2095,2,0,2,26.8
887,2095,2,0,2,27
850,2095,2,0,2,29.6
768,2095,2,0,2,26.7
830,2095,2,0,2,31.5
40,2010,2,0,2,31.1
70,2010,2,0,2,30.5
76,2010,2,0,2,28.9
108,2010,2,0,2,30.4
116,2010,2,0,2,28.9
231,2010,2,0,2,29.3
246,2010,2,0,2,31.5
250,2010,2,0,2,31.8
254,2010,2,0,2,27.5
276,2010,2,0,2,32.2
312,2010,2,0,2,32.7
352,2010,2,0,2,31.3
360,2010,2,0,2,31.4
392,2010,2,0,2,31.2
398,2010,2,0,2,27.9
410,2010,2,0,2,35
426,2010,2,0,2,28.9
450,2010,2,0,2,27.4
454,2010,2,0,2,28.6
470,2010,2,0,2,29.9
474,2010,2,0,2,31.8
484,2010,2,0,2,29.9
533,2010,2,0,2,32
540,2010,2,0,2,33.5
548,2010,2,0,2,30.5
566,2010,2,0,2,29.3
578,2010,2,0,2,31.5
591,2010,2,0,2,28.7
626,2010,2,0,2,31.4
634,2010,2,0,2,32.5
638,2010,2,0,2,32
678,2010,2,0,2,28.2
702,2010,2,0,2,35
704,2010,2,0,2,28.9
736,2010,2,0,2,29.1
752,2010,2,0,2,31.8
762,2010,2,0,2,28.3
788,2010,2,0,2,33.8
807,2010,2,0,2,30.1
8,2010,2,0,2,26.5
12,2010,2,0,2,33.5
31,2010,2,0,2,30.1
32,2010,2,0,2,31.7
36,2010,2,0,2,33.6
44,2010,2,0,2,36.7
48,2010,2,0,2,37
50,2010,2,0,2,29.5
51,2010,2,0,2,24.4
56,2010,2,0,2,34.5
64,2010,2,0,2,28.9
68,2010,2,0,2,30.6
84,2010,2,0,2,28
100,2010,2,0,2,27.9
104,2010,2,0,2,33.3
112,2010,2,0,2,26.3
120,2010,2,0,2,29.1
124,2010,2,0,2,32.9
132,2010,2,0,2,30.8
140,2010,2,0,2,30.1
148,2010,2,0,2,27.2
152,2010,2,0,2,32.3
156,2010,2,0,2,29.4
170,2010,2,0,2,30.1
174,2010,2,0,2,31
178,2010,2,0,2,30.4
180,2010,2,0,2,28.2
188,2010,2,0,2,28.9
191,2010,2,0,2,31.7
192,2010,2,0,2,30.3
196,2010,2,0,2,29.1
203,2010,2,0,2,31.7
204,2010,2,0,2,28.7
208,2010,2,0,2,31.8
214,2010,2,0,2,28.5
218,2010,2,0,2,30.7
222,2010,2,0,2,29.2
226,2010,2,0,2,31.9
233,2010,2,0,2,30
258,2010,2,0,2,32
266,2010,2,0,2,30.3
268,2010,2,0,2,26.6
270,2010,2,0,2,30.1
275,2010,2,0,2,32.5
288,2010,2,0,2,30.5
300,2010,2,0,2,32.6
320,2010,2,0,2,28.6
324,2010,2,0,2,27.7
328,2010,2,0,2,30.1
332,2010,2,0,2,33.3
340,2010,2,0,2,29.7
344,2010,2,0,2,35.7
348,2010,2,0,2,31.2
356,2010,2,0,2,26.5
364,2010,2,0,2,31.2
368,2010,2,0,2,30.8
372,2010,2,0,2,33.9
376,2010,2,0,2,34.1
380,2010,2,0,2,36.1
384,2010,2,0,2,27.7
388,2010,2,0,2,23.8
400,2010,2,0,2,31.5
404,2010,2,0,2,31.5
414,2010,2,0,2,33.5
417,2010,2,0,2,26.9
418,2010,2,0,2,29.8
422,2010,2,0,2,33.9
428,2010,2,0,2,29.4
430,2010,2,0,2,27.9
440,2010,2,0,2,30.1
442,2010,2,0,2,35.1
446,2010,2,0,2,34.9
458,2010,2,0,2,34.1
462,2010,2,0,2,32
466,2010,2,0,2,27.3
480,2010,2,0,2,30.2
496,2010,2,0,2,29.4
498,2010,2,0,2,27.5
499,2010,2,0,2,29.4
504,2010,2,0,2,31.9
508,2010,2,0,2,27.4
516,2010,2,0,2,31.8
524,2010,2,0,2,26.6
528,2010,2,0,2,33.4
530,2010,2,0,2,29.5
554,2010,2,0,2,34
558,2010,2,0,2,28.1
562,2010,2,0,2,27.4
586,2010,2,0,2,29.3
600,2010,2,0,2,30.4
604,2010,2,0,2,34
608,2010,2,0,2,31
616,2010,2,0,2,29.1
620,2010,2,0,2,34
624,2010,2,0,2,29.3
630,2010,2,0,2,32.1
642,2010,2,0,2,29.2
643,2010,2,0,2,28.2
646,2010,2,0,2,30.9
662,2010,2,0,2,33.4
670,2010,2,0,2,23.6
682,2010,2,0,2,35.7
686,2010,2,0,2,28.7
688,2010,2,0,2,29.8
694,2010,2,0,2,29.2
703,2010,2,0,2,29.7
705,2010,2,0,2,36.3
706,2010,2,0,2,29.9
710,2010,2,0,2,33.4
716,2010,2,0,2,31.5
724,2010,2,0,2,35.1
740,2010,2,0,2,31.3
748,2010,2,0,2,30.1
756,2010,2,0,2,32.8
760,2010,2,0,2,31.4
764,2010,2,0,2,33.1
776,2010,2,0,2,34.2
780,2010,2,0,2,31.2
784,2010,2,0,2,30.8
792,2010,2,0,2,31.7
795,2010,2,0,2,28.2
800,2010,2,0,2,28.6
804,2010,2,0,2,27.6
818,2010,2,0,2,29.7
826,2010,2,0,2,30.8
834,2010,2,0,2,26.3
840,2010,2,0,2,32.2
854,2010,2,0,2,28.2
858,2010,2,0,2,29.6
862,2010,2,0,2,30.4
882,2010,2,0,2,29.7
894,2010,2,0,2,29.4
40,2015,2,0,2,31.6
70,2015,2,0,2,32.1
76,2015,2,0,2,32.3
108,2015,2,0,2,30.8
116,2015,2,0,2,30
231,2015,2,0,2,29.7
246,2015,2,0,2,32
250,2015,2,0,2,32.9
254,2015,2,0,2,28.1
276,2015,2,0,2,34.2
312,2015,2,0,2,34.4
352,2015,2,0,2,33.2
360,2015,2,0,2,32.9
392,2015,2,0,2,30.8
398,2015,2,0,2,28.6
410,2015,2,0,2,35.2
426,2015,2,0,2,30.1
450,2015,2,0,2,28.5
454,2015,2,0,2,29.3
470,2015,2,0,2,29.5
474,2015,2,0,2,35.2
484,2015,2,0,2,32
533,2015,2,0,2,33.9
540,2015,2,0,2,35.4
548,2015,2,0,2,33
566,2015,2,0,2,30.5
578,2015,2,0,2,31.8
591,2015,2,0,2,31
626,2015,2,0,2,31.5
634,2015,2,0,2,34.6
638,2015,2,0,2,36.6
678,2015,2,0,2,28.3
702,2015,2,0,2,36.2
704,2015,2,0,2,31.1
736,2015,2,0,2,29.4
752,2015,2,0,2,32
762,2015,2,0,2,29.6
788,2015,2,0,2,34.7
807,2015,2,0,2,32
8,2015,2,0,2,28.1
12,2015,2,0,2,34.8
31,2015,2,0,2,28
32,2015,2,0,2,35.6
36,2015,2,0,2,34
44,2015,2,0,2,37.1
48,2015,2,0,2,38.5
50,2015,2,0,2,31
51,2015,2,0,2,24.5
56,2015,2,0,2,35.2
64,2015,2,0,2,30.1
68,2015,2,0,2,35.6
84,2015,2,0,2,33.2
100,2015,2,0,2,30.8
104,2015,2,0,2,35.9
112,2015,2,0,2,29
120,2015,2,0,2,31.3
124,2015,2,0,2,32.2
132,2015,2,0,2,29.4
140,2015,2,0,2,32.6
148,2015,2,0,2,27.8
152,2015,2,0,2,34.8
156,2015,2,0,2,30.3
170,2015,2,0,2,32.5
174,2015,2,0,2,32.9
178,2015,2,0,2,31.5
180,2015,2,0,2,30.1
188,2015,2,0,2,33
191,2015,2,0,2,31.7
192,2015,2,0,2,30.7
196,2015,2,0,2,30.5
203,2015,2,0,2,31.9
204,2015,2,0,2,29.6
208,2015,2,0,2,33.6
214,2015,2,0,2,34
218,2015,2,0,2,35.8
222,2015,2,0,2,32.3
226,2015,2,0,2,37.6
233,2015,2,0,2,30.9
258,2015,2,0,2,33.5
266,2015,2,0,2,31.9
268,2015,2,0,2,28
270,2015,2,0,2,32.1
275,2015,2,0,2,33.8
288,2015,2,0,2,32.6
300,2015,2,0,2,33.7
320,2015,2,0,2,32
324,2015,2,0,2,28.6
328,2015,2,0,2,34.2
332,2015,2,0,2,34.7
340,2015,2,0,2,35.1
344,2015,2,0,2,37.1
348,2015,2,0,2,32.5
356,2015,2,0,2,28.5
364,2015,2,0,2,33.9
368,2015,2,0,2,34.9
372,2015,2,0,2,33
376,2015,2,0,2,37.3
380,2015,2,0,2,35.4
384,2015,2,0,2,29
388,2015,2,0,2,23.4
400,2015,2,0,2,33
404,2015,2,0,2,34.2
414,2015,2,0,2,35.7
417,2015,2,0,2,27.3
418,2015,2,0,2,31.2
422,2015,2,0,2,35.1
428,2015,2,0,2,31.3
430,2015,2,0,2,28.7
440,2015,2,0,2,31.8
442,2015,2,0,2,36.6
446,2015,2,0,2,36.5
458,2015,2,0,2,36.2
462,2015,2,0,2,28.5
466,2015,2,0,2,27.9
480,2015,2,0,2,33.8
496,2015,2,0,2,33.7
498,2015,2,0,2,28.7
499,2015,2,0,2,30.6
504,2015,2,0,2,33.1
508,2015,2,0,2,28.2
516,2015,2,0,2,34.1
524,2015,2,0,2,28.6
528,2015,2,0,2,36.3
530,2015,2,0,2,24.6
554,2015,2,0,2,32.9
558,2015,2,0,2,32.3
562,2015,2,0,2,28
586,2015,2,0,2,30.4
600,2015,2,0,2,35.7
604,2015,2,0,2,36.7
608,2015,2,0,2,33.5
616,2015,2,0,2,30
620,2015,2,0,2,35.3
624,2015,2,0,2,31.5
630,2015,2,0,2,32.5
642,2015,2,0,2,34.3
643,2015,2,0,2,29.5
646,2015,2,0,2,32.9
662,2015,2,0,2,34.9
670,2015,2,0,2,35.4
682,2015,2,0,2,37.3
686,2015,2,0,2,29.9
688,2015,2,0,2,31.1
694,2015,2,0,2,30.1
703,2015,2,0,2,31.4
705,2015,2,0,2,42.3
706,2015,2,0,2,30.2
710,2015,2,0,2,35.8
716,2015,2,0,2,33.2
724,2015,2,0,2,36.6
740,2015,2,0,2,36.6
748,2015,2,0,2,31.9
756,2015,2,0,2,33.2
760,2015,2,0,2,32.6
764,2015,2,0,2,34.9
776,2015,2,0,2,35.2
780,2015,2,0,2,29.3
784,2015,2,0,2,33.2
792,2015,2,0,2,33.8
795,2015,2,0,2,28.4
800,2015,2,0,2,31.1
804,2015,2,0,2,29.1
818,2015,2,0,2,30.9
826,2015,2,0,2,31.4
834,2015,2,0,2,26
840,2015,2,0,2,33.8
854,2015,2,0,2,29
858,2015,2,0,2,30.5
862,2015,2,0,2,35.4
882,2015,2,0,2,26.9
894,2015,2,0,2,32.2
40,2020,2,0,2,33.4
70,2020,2,0,2,32.8
76,2020,2,0,2,34.3
108,2020,2,0,2,31.3
116,2020,2,0,2,31.2
231,2020,2,0,2,30.1
246,2020,2,0,2,32.2
250,2020,2,0,2,32.5
254,2020,2,0,2,28.3
276,2020,2,0,2,33.9
312,2020,2,0,2,33.2
352,2020,2,0,2,27.5
360,2020,2,0,2,33.6
392,2020,2,0,2,30.6
398,2020,2,0,2,28
410,2020,2,0,2,34.4
426,2020,2,0,2,30.2
450,2020,2,0,2,29.6
454,2020,2,0,2,30
470,2020,2,0,2,29.5
474,2020,2,0,2,36.3
484,2020,2,0,2,33.4
533,2020,2,0,2,34
540,2020,2,0,2,36.4
548,2020,2,0,2,35
566,2020,2,0,2,31.6
578,2020,2,0,2,32.1
591,2020,2,0,2,32
626,2020,2,0,2,32
634,2020,2,0,2,36.1
638,2020,2,0,2,38.1
678,2020,2,0,2,27.3
702,2020,2,0,2,35.7
704,2020,2,0,2,33
736,2020,2,0,2,29.6
752,2020,2,0,2,32.2
762,2020,2,0,2,29.9
788,2020,2,0,2,35.4
807,2020,2,0,2,33.4
8,2020,2,0,2,28.8
12,2020,2,0,2,34.9
31,2020,2,0,2,29.2
32,2020,2,0,2,32.7
36,2020,2,0,2,32.2
44,2020,2,0,2,34.5
48,2020,2,0,2,39.8
50,2020,2,0,2,31.9
51,2020,2,0,2,25.2
56,2020,2,0,2,33.2
64,2020,2,0,2,31.4
68,2020,2,0,2,34.2
84,2020,2,0,2,33.4
100,2020,2,0,2,29.5
104,2020,2,0,2,35.8
112,2020,2,0,2,29.8
120,2020,2,0,2,32.4
124,2020,2,0,2,31.5
132,2020,2,0,2,29.2
140,2020,2,0,2,33.3
148,2020,2,0,2,28.3
152,2020,2,0,2,31.2
156,2020,2,0,2,30.1
170,2020,2,0,2,31.2
174,2020,2,0,2,33
178,2020,2,0,2,30.2
180,2020,2,0,2,31.5
188,2020,2,0,2,30.1
191,2020,2,0,2,30.4
192,2020,2,0,2,28.2
196,2020,2,0,2,30.8
203,2020,2,0,2,32.4
204,2020,2,0,2,30.4
208,2020,2,0,2,32.2
214,2020,2,0,2,32
218,2020,2,0,2,35.2
222,2020,2,0,2,33.5
226,2020,2,0,2,38.1
233,2020,2,0,2,31.7
258,2020,2,0,2,31.3
266,2020,2,0,2,30.9
268,2020,2,0,2,28.4
270,2020,2,0,2,32.9
275,2020,2,0,2,34.3
288,2020,2,0,2,32.9
300,2020,2,0,2,32.2
320,2020,2,0,2,32.9
324,2020,2,0,2,28.5
328,2020,2,0,2,31.4
332,2020,2,0,2,35.7
340,2020,2,0,2,37
344,2020,2,0,2,36.1
348,2020,2,0,2,32.5
356,2020,2,0,2,29.1
364,2020,2,0,2,35.6
368,2020,2,0,2,34
372,2020,2,0,2,32.6
376,2020,2,0,2,35.7
380,2020,2,0,2,33.6
384,2020,2,0,2,29.9
388,2020,2,0,2,23
400,2020,2,0,2,33.6
404,2020,2,0,2,35.5
414,2020,2,0,2,36.5
417,2020,2,0,2,27.7
418,2020,2,0,2,32
422,2020,2,0,2,34.1
428,2020,2,0,2,32
430,2020,2,0,2,29.4
440,2020,2,0,2,32.4
442,2020,2,0,2,35.4
446,2020,2,0,2,36
458,2020,2,0,2,35.4
462,2020,2,0,2,28
466,2020,2,0,2,28
480,2020,2,0,2,35.4
496,2020,2,0,2,31.2
498,2020,2,0,2,28.7
499,2020,2,0,2,29.9
504,2020,2,0,2,34
508,2020,2,0,2,28.7
516,2020,2,0,2,34.2
524,2020,2,0,2,29.6
528,2020,2,0,2,34.7
530,2020,2,0,2,23
554,2020,2,0,2,31.4
558,2020,2,0,2,35
562,2020,2,0,2,28.5
586,2020,2,0,2,30.8
600,2020,2,0,2,36.6
604,2020,2,0,2,37.4
608,2020,2,0,2,30.1
616,2020,2,0,2,31.6
620,2020,2,0,2,36.1
624,2020,2,0,2,32.3
630,2020,2,0,2,29.1
642,2020,2,0,2,32.8
643,2020,2,0,2,30.1
646,2020,2,0,2,33.5
662,2020,2,0,2,31
670,2020,2,0,2,31.6
682,2020,2,0,2,38.3
686,2020,2,0,2,30.1
688,2020,2,0,2,30
694,2020,2,0,2,30.5
703,2020,2,0,2,32.3
705,2020,2,0,2,32.2
706,2020,2,0,2,30
710,2020,2,0,2,35.7
716,2020,2,0,2,33.4
724,2020,2,0,2,34
740,2020,2,0,2,35.8
748,2020,2,0,2,33
756,2020,2,0,2,33.5
760,2020,2,0,2,33.1
764,2020,2,0,2,35
776,2020,2,0,2,32.9
780,2020,2,0,2,24.7
784,2020,2,0,2,34.8
792,2020,2,0,2,33
795,2020,2,0,2,29
800,2020,2,0,2,31.8
804,2020,2,0,2,29.9
818,2020,2,0,2,31.4
826,2020,2,0,2,30.5
834,2020,2,0,2,24.8
840,2020,2,0,2,32.1
854,2020,2,0,2,29.5
858,2020,2,0,2,27.1
862,2020,2,0,2,32.5
