"isono","year","sexno","ageno","eduno","macb"
148,2010,2,0,2,26.9
152,2010,2,0,2,31.8
156,2010,2,0,2,29
170,2010,2,0,2,29.7
174,2010,2,0,2,30.6
178,2010,2,0,2,30.3
180,2010,2,0,2,27.9
188,2010,2,0,2,28.4
191,2010,2,0,2,29.5
192,2010,2,0,2,29.7
196,2010,2,0,2,29
203,2010,2,0,2,31.6
204,2010,2,0,2,28.5
208,2010,2,0,2,18.9
214,2010,2,0,2,26.4
218,2010,2,0,2,29.9
222,2010,2,0,2,28.6
226,2010,2,0,2,30.3
233,2010,2,0,2,30
258,2010,2,0,2,31.6
266,2010,2,0,2,30.2
268,2010,2,0,2,26.4
270,2010,2,0,2,29.6
275,2010,2,0,2,32.3
288,2010,2,0,2,29.9
300,2010,2,0,2,32.2
320,2010,2,0,2,27.8
324,2010,2,0,2,27.4
328,2010,2,0,2,28.8
332,2010,2,0,2,32.9
340,2010,2,0,2,28.9
344,2010,2,0,2,35.5
348,2010,2,0,2,31
356,2010,2,0,2,26.1
364,2010,2,0,2,31
368,2010,2,0,2,30.1
372,2010,2,0,2,33.9
376,2010,2,0,2,33.5
380,2010,2,0,2,36
384,2010,2,0,2,27.5
388,2010,2,0,2,22.1
400,2010,2,0,2,31.1
404,2010,2,0,2,31.2
414,2010,2,0,2,33.4
417,2010,2,0,2,26.9
418,2010,2,0,2,29.4
422,2010,2,0,2,32.5
428,2010,2,0,2,29
430,2010,2,0,2,27.7
440,2010,2,0,2,29.8
442,2010,2,0,2,34.9
446,2010,2,0,2,34.3
458,2010,2,0,2,32.8
462,2010,2,0,2,33.3
466,2010,2,0,2,27.1
480,2010,2,0,2,29.4
496,2010,2,0,2,28.5
498,2010,2,0,2,27.3
499,2010,2,0,2,29.2
504,2010,2,0,2,31.8
508,2010,2,0,2,27.1
516,2010,2,0,2,31.3
524,2010,2,0,2,26.3
528,2010,2,0,2,32.8
530,2010,2,0,2,31
554,2010,2,0,2,33.9
558,2010,2,0,2,27.5
562,2010,2,0,2,27.2
586,2010,2,0,2,29
600,2010,2,0,2,28.5
604,2010,2,0,2,33.6
608,2010,2,0,2,30.4
616,2010,2,0,2,29.5
620,2010,2,0,2,32.5
624,2010,2,0,2,28.8
630,2010,2,0,2,31.8
642,2010,2,0,2,28.7
643,2010,2,0,2,28.1
646,2010,2,0,2,30.5
662,2010,2,0,2,28
670,2010,2,0,2,21.9
682,2010,2,0,2,35.6
686,2010,2,0,2,28.4
688,2010,2,0,2,29.9
694,2010,2,0,2,28.8
703,2010,2,0,2,29.5
705,2010,2,0,2,35.9
706,2010,2,0,2,29.7
710,2010,2,0,2,32.8
716,2010,2,0,2,31.4
724,2010,2,0,2,34.8
740,2010,2,0,2,30
748,2010,2,0,2,29.8
756,2010,2,0,2,32.8
760,2010,2,0,2,30.9
764,2010,2,0,2,32.6
776,2010,2,0,2,33.3
780,2010,2,0,2,31.5
784,2010,2,0,2,30.3
792,2010,2,0,2,31.5
795,2010,2,0,2,28.2
800,2010,2,0,2,27.9
804,2010,2,0,2,27.4
818,2010,2,0,2,29.5
826,2010,2,0,2,30.1
834,2010,2,0,2,26
840,2010,2,0,2,31.1
854,2010,2,0,2,28
858,2010,2,0,2,28.7
862,2010,2,0,2,29.5
882,2010,2,0,2,30.3
894,2010,2,0,2,29.1
4,2015,2,0,2,29
72,2015,2,0,2,33.1
144,2015,2,0,2,31
175,2015,2,0,2,30.4
90,2015,2,0,2,31.1
96,2015,2,0,2,32.1
583,2015,2,0,2,31.5
478,2015,2,0,2,30.6
316,2015,2,0,2,29
408,2015,2,0,2,29.2
308,2015,2,0,2,30.5
52,2015,2,0,2,33.2
232,2015,2,0,2,31.2
434,2015,2,0,2,34
24,2015,2,0,2,27.7
242,2015,2,0,2,30.9
598,2015,2,0,2,31.3
860,2015,2,0,2,29.2
262,2015,2,0,2,31.3
512,2015,2,0,2,34.4
887,2015,2,0,2,32.2
850,2015,2,0,2,32
768,2015,2,0,2,29.4
830,2015,2,0,2,30.7
40,2015,2,0,2,31.6
70,2015,2,0,2,31.6
76,2015,2,0,2,29.6
108,2015,2,0,2,30.7
116,2015,2,0,2,29.8
231,2015,2,0,2,29.4
246,2015,2,0,2,33.1
250,2015,2,0,2,32.2
254,2015,2,0,2,27.6
276,2015,2,0,2,33
312,2015,2,0,2,32.9
352,2015,2,0,2,23.7
360,2015,2,0,2,30.3
392,2015,2,0,2,31.1
398,2015,2,0,2,28.6
410,2015,2,0,2,35.2
426,2015,2,0,2,28.7
450,2015,2,0,2,27.2
454,2015,2,0,2,28.6
470,2015,2,0,2,29.1
474,2015,2,0,2,33.9
484,2015,2,0,2,30.2
533,2015,2,0,2,31.9
540,2015,2,0,2,34.4
548,2015,2,0,2,31.2
566,2015,2,0,2,30.2
578,2015,2,0,2,22.3
591,2015,2,0,2,29.1
626,2015,2,0,2,31.1
634,2015,2,0,2,33.4
638,2015,2,0,2,33.8
678,2015,2,0,2,26.5
702,2015,2,0,2,36
704,2015,2,0,2,29.2
736,2015,2,0,2,29.1
752,2015,2,0,2,21.7
762,2015,2,0,2,28.9
788,2015,2,0,2,34.6
807,2015,2,0,2,31.6
8,2015,2,0,2,26.7
12,2015,2,0,2,34.3
31,2015,2,0,2,29.1
32,2015,2,0,2,32
36,2015,2,0,2,33.7
44,2015,2,0,2,36.4
48,2015,2,0,2,37.5
50,2015,2,0,2,29.2
51,2015,2,0,2,25.2
56,2015,2,0,2,35.1
64,2015,2,0,2,29.7
68,2015,2,0,2,33.5
84,2015,2,0,2,27.3
100,2015,2,0,2,30.7
104,2015,2,0,2,33.5
112,2015,2,0,2,27.8
120,2015,2,0,2,29.9
124,2015,2,0,2,32.3
132,2015,2,0,2,23.1
140,2015,2,0,2,30.4
148,2015,2,0,2,27.2
152,2015,2,0,2,32.6
156,2015,2,0,2,29
170,2015,2,0,2,30.8
174,2015,2,0,2,31.5
178,2015,2,0,2,31.3
180,2015,2,0,2,28.9
188,2015,2,0,2,29.4
191,2015,2,0,2,26.9
192,2015,2,0,2,28.5
196,2015,2,0,2,30.2
203,2015,2,0,2,31.8
204,2015,2,0,2,28.8
208,2015,2,0,2,18.4
214,2015,2,0,2,25.1
218,2015,2,0,2,31.3
222,2015,2,0,2,29.5
226,2015,2,0,2,30.2
233,2015,2,0,2,31
258,2015,2,0,2,32
266,2015,2,0,2,31.8
268,2015,2,0,2,27.3
270,2015,2,0,2,30.4
275,2015,2,0,2,32.9
288,2015,2,0,2,30.5
300,2015,2,0,2,32.4
320,2015,2,0,2,28.6
324,2015,2,0,2,27.8
328,2015,2,0,2,28.2
332,2015,2,0,2,33.3
340,2015,2,0,2,30.3
344,2015,2,0,2,36.3
348,2015,2,0,2,31.9
356,2015,2,0,2,27
364,2015,2,0,2,32.9
368,2015,2,0,2,31
372,2015,2,0,2,33.1
376,2015,2,0,2,34.5
380,2015,2,0,2,35.3
384,2015,2,0,2,28.3
388,2015,2,0,2,21.1
400,2015,2,0,2,31.4
404,2015,2,0,2,32.7
414,2015,2,0,2,34.9
417,2015,2,0,2,27.4
418,2015,2,0,2,29.8
422,2015,2,0,2,30.6
428,2015,2,0,2,30.3
430,2015,2,0,2,28.2
440,2015,2,0,2,30.9
442,2015,2,0,2,35.4
446,2015,2,0,2,34.8
458,2015,2,0,2,31.4
462,2015,2,0,2,30.2
466,2015,2,0,2,27.4
480,2015,2,0,2,30.2
496,2015,2,0,2,28.6
498,2015,2,0,2,28.2
499,2015,2,0,2,29.8
504,2015,2,0,2,32.7
508,2015,2,0,2,27.3
516,2015,2,0,2,32
524,2015,2,0,2,27.3
528,2015,2,0,2,33.5
530,2015,2,0,2,26.8
554,2015,2,0,2,32.8
558,2015,2,0,2,29
562,2015,2,0,2,27.4
586,2015,2,0,2,29.4
600,2015,2,0,2,27.7
604,2015,2,0,2,34.9
608,2015,2,0,2,31.2
616,2015,2,0,2,30.7
620,2015,2,0,2,31.7
624,2015,2,0,2,29.6
630,2015,2,0,2,31.8
642,2015,2,0,2,30.3
643,2015,2,0,2,29.2
646,2015,2,0,2,31.3
662,2015,2,0,2,24.6
670,2015,2,0,2,20.8
682,2015,2,0,2,36.8
686,2015,2,0,2,28.9
688,2015,2,0,2,31
694,2015,2,0,2,29.1
703,2015,2,0,2,31.1
705,2015,2,0,2,31.1
706,2015,2,0,2,29.6
710,2015,2,0,2,33.3
716,2015,2,0,2,32.3
724,2015,2,0,2,35.3
740,2015,2,0,2,30
748,2015,2,0,2,30.5
756,2015,2,0,2,34.6
760,2015,2,0,2,30.8
764,2015,2,0,2,32.8
776,2015,2,0,2,32.8
780,2015,2,0,2,31.2
784,2015,2,0,2,31.1
792,2015,2,0,2,32.7
795,2015,2,0,2,28.4
800,2015,2,0,2,28.6
804,2015,2,0,2,28.8
818,2015,2,0,2,30.4
826,2015,2,0,2,29.4
834,2015,2,0,2,25.2
840,2015,2,0,2,31
854,2015,2,0,2,28.4
858,2015,2,0,2,28.2
862,2015,2,0,2,30.5
882,2015,2,0,2,28.4
894,2015,2,0,2,30.6
4,2020,2,0,2,29
72,2020,2,0,2,32.9
144,2020,2,0,2,30.7
175,2020,2,0,2,29.8
90,2020,2,0,2,31.7
96,2020,2,0,2,31.3
583,2020,2,0,2,32
478,2020,2,0,2,30.7
316,2020,2,0,2,29.2
408,2020,2,0,2,28.4
308,2020,2,0,2,30.9
52,2020,2,0,2,33.5
232,2020,2,0,2,30.9
434,2020,2,0,2,33.9
24,2020,2,0,2,27.8
242,2020,2,0,2,32
598,2020,2,0,2,31.8
860,2020,2,0,2,29.9
262,2020,2,0,2,31.1
512,2020,2,0,2,34.3
887,2020,2,0,2,32.2
850,2020,2,0,2,32.4
768,2020,2,0,2,29.6
830,2020,2,0,2,30.1
40,2020,2,0,2,33.4
70,2020,2,0,2,32.2
76,2020,2,0,2,30.1
108,2020,2,0,2,30.8
116,2020,2,0,2,30.4
231,2020,2,0,2,29.4
246,2020,2,0,2,32.2
250,2020,2,0,2,32.3
254,2020,2,0,2,28
276,2020,2,0,2,32.9
312,2020,2,0,2,32.6
352,2020,2,0,2,26.8
360,2020,2,0,2,28.6
392,2020,2,0,2,31
398,2020,2,0,2,28.1
410,2020,2,0,2,34.3
426,2020,2,0,2,29
450,2020,2,0,2,27.3
454,2020,2,0,2,28.5
470,2020,2,0,2,28.5
474,2020,2,0,2,34.3
484,2020,2,0,2,30.1
533,2020,2,0,2,32.1
540,2020,2,0,2,35.1
548,2020,2,0,2,31.9
566,2020,2,0,2,30.9
578,2020,2,0,2,25.5
591,2020,2,0,2,29
626,2020,2,0,2,31.4
634,2020,2,0,2,33.8
638,2020,2,0,2,35
678,2020,2,0,2,25.5
702,2020,2,0,2,35.7
704,2020,2,0,2,29.7
736,2020,2,0,2,29.2
752,2020,2,0,2,23
762,2020,2,0,2,29.1
788,2020,2,0,2,35.2
807,2020,2,0,2,32.7
8,2020,2,0,2,27
12,2020,2,0,2,34.7
31,2020,2,0,2,27.4
32,2020,2,0,2,31.5
36,2020,2,0,2,33
44,2020,2,0,2,34.9
48,2020,2,0,2,37.2
50,2020,2,0,2,28.9
51,2020,2,0,2,25.9
56,2020,2,0,2,33.5
64,2020,2,0,2,30.5
68,2020,2,0,2,32.6
84,2020,2,0,2,27.3
100,2020,2,0,2,29.9
104,2020,2,0,2,33.3
112,2020,2,0,2,28.7
120,2020,2,0,2,30.5
124,2020,2,0,2,31.7
132,2020,2,0,2,22.1
140,2020,2,0,2,30.6
148,2020,2,0,2,27.3
152,2020,2,0,2,32.1
156,2020,2,0,2,28.4
170,2020,2,0,2,30.9
174,2020,2,0,2,31.4
178,2020,2,0,2,30.9
180,2020,2,0,2,29.4
188,2020,2,0,2,29.2
191,2020,2,0,2,26.2
192,2020,2,0,2,26.8
196,2020,2,0,2,30.6
203,2020,2,0,2,32.3
204,2020,2,0,2,29.1
208,2020,2,0,2,19.5
214,2020,2,0,2,24.5
218,2020,2,0,2,31.2
222,2020,2,0,2,30
226,2020,2,0,2,29.3
233,2020,2,0,2,31.8
258,2020,2,0,2,31
266,2020,2,0,2,31.9
268,2020,2,0,2,27.9
270,2020,2,0,2,30.5
275,2020,2,0,2,32.9
288,2020,2,0,2,30.3
300,2020,2,0,2,31.5
320,2020,2,0,2,28.6
324,2020,2,0,2,27.8
328,2020,2,0,2,27
332,2020,2,0,2,33.6
340,2020,2,0,2,30.6
344,2020,2,0,2,35.8
348,2020,2,0,2,32.2
356,2020,2,0,2,27.3
364,2020,2,0,2,34.3
368,2020,2,0,2,30.4
372,2020,2,0,2,32.7
376,2020,2,0,2,33.9
380,2020,2,0,2,33.7
384,2020,2,0,2,28.9
388,2020,2,0,2,21
400,2020,2,0,2,31.2
404,2020,2,0,2,33.4
414,2020,2,0,2,34.7
417,2020,2,0,2,27.9
418,2020,2,0,2,30.1
422,2020,2,0,2,28.5
428,2020,2,0,2,31.2
430,2020,2,0,2,28.7
440,2020,2,0,2,31.7
442,2020,2,0,2,33.5
446,2020,2,0,2,34.7
458,2020,2,0,2,29.4
462,2020,2,0,2,29.4
466,2020,2,0,2,27.5
480,2020,2,0,2,30.5
496,2020,2,0,2,27.2
498,2020,2,0,2,28.3
499,2020,2,0,2,29.3
504,2020,2,0,2,33.3
508,2020,2,0,2,27.4
516,2020,2,0,2,31.7
524,2020,2,0,2,27.9
528,2020,2,0,2,33.3
530,2020,2,0,2,24.7
554,2020,2,0,2,31.4
558,2020,2,0,2,29.5
562,2020,2,0,2,27.7
586,2020,2,0,2,29.6
600,2020,2,0,2,26.9
604,2020,2,0,2,35.2
608,2020,2,0,2,30.4
616,2020,2,0,2,32
620,2020,2,0,2,31.8
624,2020,2,0,2,29.8
630,2020,2,0,2,30.1
642,2020,2,0,2,29.7
643,2020,2,0,2,30
646,2020,2,0,2,31.3
662,2020,2,0,2,23.4
670,2020,2,0,2,20.2
682,2020,2,0,2,37.5
686,2020,2,0,2,29
688,2020,2,0,2,29.7
694,2020,2,0,2,29.2
703,2020,2,0,2,32.1
705,2020,2,0,2,24.3
706,2020,2,0,2,29.2
710,2020,2,0,2,32.9
716,2020,2,0,2,32.6
724,2020,2,0,2,33.8
740,2020,2,0,2,29.1
748,2020,2,0,2,31
756,2020,2,0,2,33.5
760,2020,2,0,2,30.7
764,2020,2,0,2,31.2
776,2020,2,0,2,31.5
780,2020,2,0,2,29
784,2020,2,0,2,31.2
792,2020,2,0,2,32.4
795,2020,2,0,2,29
800,2020,2,0,2,28.6
804,2020,2,0,2,29.7
818,2020,2,0,2,30.7
826,2020,2,0,2,28.4
834,2020,2,0,2,23.7
840,2020,2,0,2,30.6
854,2020,2,0,2,28.6
858,2020,2,0,2,26.9
862,2020,2,0,2,29.9
882,2020,2,0,2,26.8
894,2020,2,0,2,31
4,2025,2,0,2,29.1
72,2025,2,0,2,32.3
144,2025,2,0,2,30.2
175,2025,2,0,2,29.4
90,2025,2,0,2,31.8
96,2025,2,0,2,30
583,2025,2,0,2,32.1
478,2025,2,0,2,30.7
316,2025,2,0,2,29.2
408,2025,2,0,2,27.9
308,2025,2,0,2,31
52,2025,2,0,2,34.1
232,2025,2,0,2,30.6
434,2025,2,0,2,33.4
24,2025,2,0,2,28
242,2025,2,0,2,32.6
598,2025,2,0,2,32
860,2025,2,0,2,30.5
262,2025,2,0,2,30.9
512,2025,2,0,2,33.3
887,2025,2,0,2,31.7
850,2025,2,0,2,33
768,2025,2,0,2,29.7
830,2025,2,0,2,30.3
40,2025,2,0,2,35.6
70,2025,2,0,2,31.6
76,2025,2,0,2,30.2
108,2025,2,0,2,30.7
116,2025,2,0,2,30.8
231,2025,2,0,2,29.7
246,2025,2,0,2,32.4
250,2025,2,0,2,32.3
254,2025,2,0,2,28.3
276,2025,2,0,2,32.1
312,2025,2,0,2,32.2
352,2025,2,0,2,28.4
360,2025,2,0,2,27.1
392,2025,2,0,2,31.2
398,2025,2,0,2,27.9
410,2025,2,0,2,33.5
426,2025,2,0,2,29.1
450,2025,2,0,2,27.5
454,2025,2,0,2,28.4
470,2025,2,0,2,28
474,2025,2,0,2,34
484,2025,2,0,2,29.5
533,2025,2,0,2,32.2
540,2025,2,0,2,34.9
548,2025,2,0,2,32.5
566,2025,2,0,2,31.3
578,2025,2,0,2,28.5
591,2025,2,0,2,28.8
626,2025,2,0,2,31.7
634,2025,2,0,2,33
638,2025,2,0,2,35.5
678,2025,2,0,2,24.8
702,2025,2,0,2,34.3
704,2025,2,0,2,29.3
736,2025,2,0,2,29.4
752,2025,2,0,2,25.6
762,2025,2,0,2,28.9
788,2025,2,0,2,35.6
807,2025,2,0,2,33.1
8,2025,2,0,2,27.6
12,2025,2,0,2,34.5
31,2025,2,0,2,24.5
32,2025,2,0,2,31
36,2025,2,0,2,32.5
44,2025,2,0,2,33.3
48,2025,2,0,2,34.2
50,2025,2,0,2,28.8
51,2025,2,0,2,26.1
56,2025,2,0,2,32.6
64,2025,2,0,2,31.1
68,2025,2,0,2,30.8
84,2025,2,0,2,27.4
100,2025,2,0,2,29.3
104,2025,2,0,2,32.9
112,2025,2,0,2,29.2
120,2025,2,0,2,30.8
124,2025,2,0,2,31.7
132,2025,2,0,2,21.5
140,2025,2,0,2,30.6
148,2025,2,0,2,27.5
152,2025,2,0,2,31.5
156,2025,2,0,2,27.2
170,2025,2,0,2,30.3
174,2025,2,0,2,31
178,2025,2,0,2,29.1
180,2025,2,0,2,29.9
188,2025,2,0,2,28.8
191,2025,2,0,2,26.2
192,2025,2,0,2,26.3
196,2025,2,0,2,30.9
203,2025,2,0,2,33
204,2025,2,0,2,29.3
208,2025,2,0,2,21
214,2025,2,0,2,24.1
218,2025,2,0,2,30.7
222,2025,2,0,2,30.4
226,2025,2,0,2,28.8
233,2025,2,0,2,32.1
258,2025,2,0,2,29.1
266,2025,2,0,2,30.5
268,2025,2,0,2,28
270,2025,2,0,2,30.5
275,2025,2,0,2,32.3
288,2025,2,0,2,30.1
300,2025,2,0,2,31.3
320,2025,2,0,2,28.7
324,2025,2,0,2,27.9
328,2025,2,0,2,26.6
332,2025,2,0,2,33.9
340,2025,2,0,2,30.7
344,2025,2,0,2,34.5
348,2025,2,0,2,32.7
356,2025,2,0,2,27.5
364,2025,2,0,2,35
368,2025,2,0,2,29.8
372,2025,2,0,2,32.4
376,2025,2,0,2,33.1
380,2025,2,0,2,32.8
384,2025,2,0,2,29.4
388,2025,2,0,2,21.1
400,2025,2,0,2,30.3
404,2025,2,0,2,33.4
414,2025,2,0,2,31.8
417,2025,2,0,2,28
418,2025,2,0,2,30.3
422,2025,2,0,2,26.3
428,2025,2,0,2,32
430,2025,2,0,2,29
440,2025,2,0,2,32.7
442,2025,2,0,2,32.4
446,2025,2,0,2,33.7
458,2025,2,0,2,27.4
462,2025,2,0,2,28.4
466,2025,2,0,2,27.6
480,2025,2,0,2,30.8
496,2025,2,0,2,26.2
498,2025,2,0,2,28.2
499,2025,2,0,2,29.4
504,2025,2,0,2,33.7
508,2025,2,0,2,27.7
516,2025,2,0,2,31.1
524,2025,2,0,2,28.6
528,2025,2,0,2,33.5
530,2025,2,0,2,23.9
554,2025,2,0,2,31.4
558,2025,2,0,2,29.7
562,2025,2,0,2,28
586,2025,2,0,2,29.7
600,2025,2,0,2,26
604,2025,2,0,2,35.1
608,2025,2,0,2,29.7
616,2025,2,0,2,33.3
620,2025,2,0,2,31.7
624,2025,2,0,2,29.9
630,2025,2,0,2,28.8
642,2025,2,0,2,29.3
643,2025,2,0,2,30
646,2025,2,0,2,30.9
662,2025,2,0,2,22.7
670,2025,2,0,2,20
682,2025,2,0,2,37.7
686,2025,2,0,2,29.1
688,2025,2,0,2,29.2
694,2025,2,0,2,29.3
703,2025,2,0,2,33.1
705,2025,2,0,2,24.8
706,2025,2,0,2,28.9
710,2025,2,0,2,32.1
716,2025,2,0,2,31.9
724,2025,2,0,2,31.8
740,2025,2,0,2,28.5
748,2025,2,0,2,31.2
756,2025,2,0,2,33.8
760,2025,2,0,2,30.8
764,2025,2,0,2,28.3
776,2025,2,0,2,30.5
780,2025,2,0,2,26.6
784,2025,2,0,2,29.7
792,2025,2,0,2,31.4
795,2025,2,0,2,29.3
800,2025,2,0,2,28.6
804,2025,2,0,2,30.1
818,2025,2,0,2,30.7
826,2025,2,0,2,27.9
834,2025,2,0,2,22.7
840,2025,2,0,2,30.7
854,2025,2,0,2,28.8
858,2025,2,0,2,25.4
862,2025,2,0,2,29.1
882,2025,2,0,2,25.9
894,2025,2,0,2,30.9
4,2030,2,0,2,29.4
72,2030,2,0,2,31.4
144,2030,2,0,2,30
175,2030,2,0,2,29.9
90,2030,2,0,2,32
96,2030,2,0,2,28.6
583,2030,2,0,2,32.1
478,2030,2,0,2,30.8
316,2030,2,0,2,29.3
408,2030,2,0,2,27.6
308,2030,2,0,2,30.6
52,2030,2,0,2,34.5
232,2030,2,0,2,30.5
434,2030,2,0,2,33.1
24,2030,2,0,2,28.2
242,2030,2,0,2,32.9
598,2030,2,0,2,32.3
860,2030,2,0,2,30.5
262,2030,2,0,2,30.8
512,2030,2,0,2,31.8
887,2030,2,0,2,31
850,2030,2,0,2,33.1
768,2030,2,0,2,29.9
830,2030,2,0,2,30.3
40,2030,2,0,2,34.2
70,2030,2,0,2,30
76,2030,2,0,2,30
108,2030,2,0,2,30.5
116,2030,2,0,2,30.7
231,2030,2,0,2,30.1
246,2030,2,0,2,34
250,2030,2,0,2,32.1
254,2030,2,0,2,28.8
276,2030,2,0,2,31.1
312,2030,2,0,2,31.8
352,2030,2,0,2,29.9
360,2030,2,0,2,25.3
392,2030,2,0,2,31.5
398,2030,2,0,2,27.8
410,2030,2,0,2,33.2
426,2030,2,0,2,29.1
450,2030,2,0,2,27.6
454,2030,2,0,2,28.3
470,2030,2,0,2,27.4
474,2030,2,0,2,33.1
484,2030,2,0,2,28.7
533,2030,2,0,2,31.9
540,2030,2,0,2,34
548,2030,2,0,2,32.9
566,2030,2,0,2,31.6
578,2030,2,0,2,30.2
591,2030,2,0,2,28.7
626,2030,2,0,2,32
634,2030,2,0,2,31.8
638,2030,2,0,2,35
678,2030,2,0,2,24.2
702,2030,2,0,2,33.3
704,2030,2,0,2,28.4
736,2030,2,0,2,29.6
752,2030,2,0,2,28.1
762,2030,2,0,2,29
788,2030,2,0,2,35.1
807,2030,2,0,2,32.3
8,2030,2,0,2,27.8
12,2030,2,0,2,33.3
31,2030,2,0,2,23.2
32,2030,2,0,2,30.8
36,2030,2,0,2,32
44,2030,2,0,2,32.5
48,2030,2,0,2,30.3
50,2030,2,0,2,28.6
51,2030,2,0,2,26.5
56,2030,2,0,2,32.3
64,2030,2,0,2,31.2
68,2030,2,0,2,29.7
84,2030,2,0,2,27.6
100,2030,2,0,2,28.5
104,2030,2,0,2,32.7
112,2030,2,0,2,28.8
120,2030,2,0,2,31
124,2030,2,0,2,31.6
132,2030,2,0,2,20.9
140,2030,2,0,2,30.5
148,2030,2,0,2,27.6
152,2030,2,0,2,30.8
156,2030,2,0,2,26.3
170,2030,2,0,2,29.8
174,2030,2,0,2,30.9
178,2030,2,0,2,26.3
180,2030,2,0,2,30.3
188,2030,2,0,2,28.4
191,2030,2,0,2,26.4
192,2030,2,0,2,26.2
196,2030,2,0,2,30.9
203,2030,2,0,2,32.7
204,2030,2,0,2,29.5
208,2030,2,0,2,22.4
214,2030,2,0,2,23.9
218,2030,2,0,2,30.4
222,2030,2,0,2,30.7
226,2030,2,0,2,28.5
233,2030,2,0,2,31.5
258,2030,2,0,2,27.5
266,2030,2,0,2,28.6
268,2030,2,0,2,27.9
270,2030,2,0,2,30.6
275,2030,2,0,2,30.6
288,2030,2,0,2,30
300,2030,2,0,2,31.2
320,2030,2,0,2,29.2
324,2030,2,0,2,28.2
328,2030,2,0,2,26.7
332,2030,2,0,2,34.4
340,2030,2,0,2,30.9
344,2030,2,0,2,33.4
348,2030,2,0,2,32.6
356,2030,2,0,2,27.9
364,2030,2,0,2,34.5
368,2030,2,0,2,29.5
372,2030,2,0,2,32.2
376,2030,2,0,2,32.6
380,2030,2,0,2,32.7
384,2030,2,0,2,29.9
388,2030,2,0,2,21.3
400,2030,2,0,2,29.1
404,2030,2,0,2,32.5
414,2030,2,0,2,28.7
417,2030,2,0,2,27.9
418,2030,2,0,2,30
422,2030,2,0,2,24.8
428,2030,2,0,2,31.4
430,2030,2,0,2,29.4
440,2030,2,0,2,32.4
442,2030,2,0,2,32.5
446,2030,2,0,2,32.4
458,2030,2,0,2,26.1
462,2030,2,0,2,27
466,2030,2,0,2,27.9
480,2030,2,0,2,31
496,2030,2,0,2,25.8
498,2030,2,0,2,28.1
499,2030,2,0,2,29.5
504,2030,2,0,2,33.8
508,2030,2,0,2,28.1
516,2030,2,0,2,31.2
524,2030,2,0,2,29.2
528,2030,2,0,2,33.7
530,2030,2,0,2,23.5
554,2030,2,0,2,31.3
558,2030,2,0,2,29.9
562,2030,2,0,2,28.3
586,2030,2,0,2,29.7
600,2030,2,0,2,25.2
604,2030,2,0,2,34.9
608,2030,2,0,2,29.5
616,2030,2,0,2,32.9
620,2030,2,0,2,30.9
624,2030,2,0,2,30.1
630,2030,2,0,2,28.2
642,2030,2,0,2,28.8
643,2030,2,0,2,29.4
646,2030,2,0,2,30.4
662,2030,2,0,2,22.7
