"isono","year","sexno","ageno","eduno","mage"
48,2080,0,0,0,49.2
48,2085,0,0,0,50.6
48,2090,0,0,0,52.3
48,2095,0,0,0,54
50,2010,0,0,0,24.2
50,2015,0,0,0,26.1
50,2020,0,0,0,28
50,2025,0,0,0,29.9
50,2030,0,0,0,32
50,2035,0,0,0,34.1
50,2040,0,0,0,36.1
50,2045,0,0,0,37.9
50,2050,0,0,0,39.6
50,2055,0,0,0,41.3
50,2060,0,0,0,42.9
50,2065,0,0,0,44.5
50,2070,0,0,0,45.9
50,2075,0,0,0,47.2
50,2080,0,0,0,48.3
50,2085,0,0,0,49.3
50,2090,0,0,0,50.3
50,2095,0,0,0,51.2
51,2010,0,0,0,31.9
51,2015,0,0,0,33.7
51,2020,0,0,0,35.9
51,2025,0,0,0,38.3
51,2030,0,0,0,40.8
51,2035,0,0,0,43
51,2040,0,0,0,44.7
51,2045,0,0,0,45.3
51,2050,0,0,0,46.2
51,2055,0,0,0,47.5
51,2060,0,0,0,48.7
51,2065,0,0,0,49.4
51,2070,0,0,0,50
51,2075,0,0,0,50.3
51,2080,0,0,0,50.4
51,2085,0,0,0,50.6
51,2090,0,0,0,50.8
51,2095,0,0,0,51.1
52,2010,0,0,0,37.5
52,2015,0,0,0,39.6
52,2020,0,0,0,41.4
52,2025,0,0,0,43.2
52,2030,0,0,0,45.2
52,2035,0,0,0,47.1
52,2040,0,0,0,48.9
52,2045,0,0,0,50.7
52,2050,0,0,0,52.2
52,2055,0,0,0,53.2
52,2060,0,0,0,53.7
52,2065,0,0,0,54.4
52,2070,0,0,0,55
52,2075,0,0,0,55.7
52,2080,0,0,0,56.4
52,2085,0,0,0,57
52,2090,0,0,0,57.6
52,2095,0,0,0,58.2
56,2010,0,0,0,41.2
56,2015,0,0,0,42.1
56,2020,0,0,0,42.8
56,2025,0,0,0,43.3
56,2030,0,0,0,43.8
56,2035,0,0,0,44.4
56,2040,0,0,0,45
56,2045,0,0,0,45.3
56,2050,0,0,0,45.6
56,2055,0,0,0,46.1
56,2060,0,0,0,46.5
56,2065,0,0,0,47
56,2070,0,0,0,47.7
56,2075,0,0,0,48.4
56,2080,0,0,0,49.2
56,2085,0,0,0,50
56,2090,0,0,0,50.9
56,2095,0,0,0,51.8
64,2010,0,0,0,24.6
64,2015,0,0,0,26.6
64,2020,0,0,0,28.7
64,2025,0,0,0,30.8
64,2030,0,0,0,32.6
64,2035,0,0,0,34.4
64,2040,0,0,0,36.1
64,2045,0,0,0,37.7
64,2050,0,0,0,39.3
64,2055,0,0,0,40.9
64,2060,0,0,0,42.5
64,2065,0,0,0,44.1
64,2070,0,0,0,45.5
64,2075,0,0,0,46.9
64,2080,0,0,0,48.1
64,2085,0,0,0,49.3
64,2090,0,0,0,50.6
64,2095,0,0,0,51.8
68,2010,0,0,0,21.6
68,2015,0,0,0,22.9
68,2020,0,0,0,24.4
68,2025,0,0,0,25.8
68,2030,0,0,0,27.4
68,2035,0,0,0,29
68,2040,0,0,0,30.6
68,2045,0,0,0,32.1
68,2050,0,0,0,33.7
68,2055,0,0,0,35.2
68,2060,0,0,0,36.8
68,2065,0,0,0,38.3
68,2070,0,0,0,39.7
68,2075,0,0,0,41
68,2080,0,0,0,42.2
68,2085,0,0,0,43.3
68,2090,0,0,0,44.3
68,2095,0,0,0,45.3
70,2010,0,0,0,39.4
70,2015,0,0,0,41.1
70,2020,0,0,0,42.8
70,2025,0,0,0,44.6
70,2030,0,0,0,46.6
70,2035,0,0,0,48.7
70,2040,0,0,0,50.7
70,2045,0,0,0,52.1
70,2050,0,0,0,53
70,2055,0,0,0,53.9
70,2060,0,0,0,54.1
70,2065,0,0,0,54.2
70,2070,0,0,0,54.8
70,2075,0,0,0,55.3
70,2080,0,0,0,55.8
70,2085,0,0,0,56.2
70,2090,0,0,0,56.6
70,2095,0,0,0,57
72,2010,0,0,0,22.9
72,2015,0,0,0,24.2
72,2020,0,0,0,25.4
72,2025,0,0,0,26.4
72,2030,0,0,0,27.3
72,2035,0,0,0,28.3
72,2040,0,0,0,29.4
72,2045,0,0,0,30.5
72,2050,0,0,0,31.6
72,2055,0,0,0,32.8
72,2060,0,0,0,33.9
72,2065,0,0,0,35
72,2070,0,0,0,36.1
72,2075,0,0,0,37.2
72,2080,0,0,0,38.2
72,2085,0,0,0,39.3
72,2090,0,0,0,40.4
72,2095,0,0,0,41.3
76,2010,0,0,0,29.1
76,2015,0,0,0,31.2
76,2020,0,0,0,33.3
76,2025,0,0,0,35.3
76,2030,0,0,0,37.2
76,2035,0,0,0,39.1
76,2040,0,0,0,41.1
76,2045,0,0,0,43.2
76,2050,0,0,0,45.1
76,2055,0,0,0,46.6
76,2060,0,0,0,48
76,2065,0,0,0,49.3
76,2070,0,0,0,50.6
76,2075,0,0,0,51.8
76,2080,0,0,0,52.8
76,2085,0,0,0,53.7
76,2090,0,0,0,54.5
76,2095,0,0,0,55.3
84,2010,0,0,0,21.7
84,2015,0,0,0,23.5
84,2020,0,0,0,25.4
84,2025,0,0,0,27.3
84,2030,0,0,0,29.1
84,2035,0,0,0,30.9
84,2040,0,0,0,32.8
84,2045,0,0,0,34.6
84,2050,0,0,0,36.4
84,2055,0,0,0,38.2
84,2060,0,0,0,40
84,2065,0,0,0,41.7
84,2070,0,0,0,43.4
84,2075,0,0,0,45.1
84,2080,0,0,0,46.5
84,2085,0,0,0,47.9
84,2090,0,0,0,49.3
84,2095,0,0,0,50.6
90,2010,0,0,0,19.9
90,2015,0,0,0,20.9
90,2020,0,0,0,22.2
90,2025,0,0,0,23.7
90,2030,0,0,0,25.3
90,2035,0,0,0,27.1
90,2040,0,0,0,28.8
90,2045,0,0,0,30.5
90,2050,0,0,0,32
90,2055,0,0,0,33.5
90,2060,0,0,0,34.9
90,2065,0,0,0,36.3
90,2070,0,0,0,37.7
90,2075,0,0,0,39.2
90,2080,0,0,0,40.5
90,2085,0,0,0,41.7
90,2090,0,0,0,42.9
90,2095,0,0,0,43.9
96,2010,0,0,0,29
96,2015,0,0,0,31.2
96,2020,0,0,0,33.3
96,2025,0,0,0,35.4
96,2030,0,0,0,37.4
96,2035,0,0,0,39.1
96,2040,0,0,0,40.7
96,2045,0,0,0,42.2
96,2050,0,0,0,43.8
96,2055,0,0,0,45.4
96,2060,0,0,0,46.8
96,2065,0,0,0,48.2
96,2070,0,0,0,49.7
96,2075,0,0,0,51.3
96,2080,0,0,0,52.8
96,2085,0,0,0,54.2
96,2090,0,0,0,55.7
96,2095,0,0,0,57
100,2010,0,0,0,41.6
100,2015,0,0,0,42.7
100,2020,0,0,0,44.1
100,2025,0,0,0,45.8
100,2030,0,0,0,47.4
100,2035,0,0,0,48.9
100,2040,0,0,0,50.2
100,2045,0,0,0,51
100,2050,0,0,0,50.9
100,2055,0,0,0,50.9
100,2060,0,0,0,51.6
100,2065,0,0,0,52.1
100,2070,0,0,0,52.4
100,2075,0,0,0,52.7
100,2080,0,0,0,52.8
100,2085,0,0,0,53.1
100,2090,0,0,0,53.7
100,2095,0,0,0,54.4
104,2010,0,0,0,28.2
104,2015,0,0,0,30.2
104,2020,0,0,0,32.2
104,2025,0,0,0,34.2
104,2030,0,0,0,35.9
104,2035,0,0,0,37.6
104,2040,0,0,0,39.1
104,2045,0,0,0,40.3
104,2050,0,0,0,41.4
104,2055,0,0,0,42.2
104,2060,0,0,0,42.9
104,2065,0,0,0,43.6
104,2070,0,0,0,44.2
104,2075,0,0,0,44.7
104,2080,0,0,0,45.3
104,2085,0,0,0,45.7
104,2090,0,0,0,46.1
104,2095,0,0,0,46.4
108,2010,0,0,0,20.2
108,2015,0,0,0,21.6
108,2020,0,0,0,22.7
108,2025,0,0,0,23.8
108,2030,0,0,0,24.9
108,2035,0,0,0,26.2
108,2040,0,0,0,27.7
108,2045,0,0,0,29.2
108,2050,0,0,0,30.8
108,2055,0,0,0,32.2
108,2060,0,0,0,33.5
108,2065,0,0,0,34.7
108,2070,0,0,0,35.7
108,2075,0,0,0,36.8
108,2080,0,0,0,37.9
108,2085,0,0,0,39.1
108,2090,0,0,0,40.2
108,2095,0,0,0,41.4
112,2010,0,0,0,38.2
112,2015,0,0,0,39.2
112,2020,0,0,0,40.5
112,2025,0,0,0,42.3
112,2030,0,0,0,44.4
112,2035,0,0,0,46.4
112,2040,0,0,0,48
112,2045,0,0,0,48.5
112,2050,0,0,0,48.4
112,2055,0,0,0,48.6
112,2060,0,0,0,49.4
112,2065,0,0,0,50.5
112,2070,0,0,0,51.3
112,2075,0,0,0,51.7
112,2080,0,0,0,51.8
112,2085,0,0,0,51.9
112,2090,0,0,0,52.3
112,2095,0,0,0,53
116,2010,0,0,0,22.9
116,2015,0,0,0,24.6
116,2020,0,0,0,26.6
116,2025,0,0,0,28.5
116,2030,0,0,0,30.1
116,2035,0,0,0,31.6
116,2040,0,0,0,33.1
116,2045,0,0,0,34.5
116,2050,0,0,0,36.1
116,2055,0,0,0,37.7
116,2060,0,0,0,39.3
116,2065,0,0,0,40.7
116,2070,0,0,0,41.9
116,2075,0,0,0,42.8
116,2080,0,0,0,43.6
116,2085,0,0,0,44.5
116,2090,0,0,0,45.5
116,2095,0,0,0,46.6
120,2010,0,0,0,19.3
120,2015,0,0,0,20.1
120,2020,0,0,0,20.9
120,2025,0,0,0,22.1
120,2030,0,0,0,23.5
120,2035,0,0,0,25.1
120,2040,0,0,0,26.6
120,2045,0,0,0,28.1
120,2050,0,0,0,29.6
120,2055,0,0,0,30.9
120,2060,0,0,0,32.3
120,2065,0,0,0,33.7
120,2070,0,0,0,35.1
120,2075,0,0,0,36.3
120,2080,0,0,0,37.5
120,2085,0,0,0,38.6
120,2090,0,0,0,39.7
120,2095,0,0,0,40.8
124,2010,0,0,0,39.9
124,2015,0,0,0,40.6
124,2020,0,0,0,41.1
124,2025,0,0,0,41.8
124,2030,0,0,0,42.7
124,2035,0,0,0,43.8
124,2040,0,0,0,44.8
124,2045,0,0,0,45.3
124,2050,0,0,0,45.4
124,2055,0,0,0,45.7
124,2060,0,0,0,46
124,2065,0,0,0,46.6
124,2070,0,0,0,47.4
124,2075,0,0,0,48.4
124,2080,0,0,0,49.3
124,2085,0,0,0,50.1
124,2090,0,0,0,51
124,2095,0,0,0,51.9
132,2010,0,0,0,22.7
132,2015,0,0,0,24.9
132,2020,0,0,0,27.1
132,2025,0,0,0,29.3
132,2030,0,0,0,31.5
132,2035,0,0,0,33.7
132,2040,0,0,0,35.9
132,2045,0,0,0,38
132,2050,0,0,0,40
132,2055,0,0,0,41.9
132,2060,0,0,0,43.9
132,2065,0,0,0,45.7
132,2070,0,0,0,47.3
132,2075,0,0,0,48.7
132,2080,0,0,0,49.8
132,2085,0,0,0,50.8
132,2090,0,0,0,51.7
132,2095,0,0,0,52.7
140,2010,0,0,0,19.4
140,2015,0,0,0,20.2
140,2020,0,0,0,21.3
140,2025,0,0,0,22.5
140,2030,0,0,0,23.8
140,2035,0,0,0,25.1
140,2040,0,0,0,26.6
140,2045,0,0,0,28.1
140,2050,0,0,0,29.6
140,2055,0,0,0,31.1
140,2060,0,0,0,32.6
140,2065,0,0,0,34
140,2070,0,0,0,35.3
140,2075,0,0,0,36.6
140,2080,0,0,0,37.8
140,2085,0,0,0,38.9
140,2090,0,0,0,40
140,2095,0,0,0,41.1
144,2010,0,0,0,30.6
144,2015,0,0,0,32.3
144,2020,0,0,0,34
144,2025,0,0,0,35.6
144,2030,0,0,0,36.9
144,2035,0,0,0,38
144,2040,0,0,0,39
144,2045,0,0,0,40.5
144,2050,0,0,0,42.2
144,2055,0,0,0,43.9
144,2060,0,0,0,45.4
144,2065,0,0,0,46.8
144,2070,0,0,0,48
144,2075,0,0,0,49
144,2080,0,0,0,50.1
144,2085,0,0,0,51.2
144,2090,0,0,0,52.4
144,2095,0,0,0,53.5
148,2010,0,0,0,17
148,2015,0,0,0,17.4
148,2020,0,0,0,17.9
148,2025,0,0,0,18.7
148,2030,0,0,0,19.5
148,2035,0,0,0,20.6
148,2040,0,0,0,21.8
148,2045,0,0,0,23.2
148,2050,0,0,0,24.7
148,2055,0,0,0,26.2
148,2060,0,0,0,27.7
148,2065,0,0,0,29.3
148,2070,0,0,0,30.9
148,2075,0,0,0,32.3
148,2080,0,0,0,33.8
148,2085,0,0,0,35.2
148,2090,0,0,0,36.6
148,2095,0,0,0,37.9
152,2010,0,0,0,32.1
152,2015,0,0,0,33.7
152,2020,0,0,0,35.6
152,2025,0,0,0,37.6
152,2030,0,0,0,39.7
152,2035,0,0,0,41.9
152,2040,0,0,0,43.9
152,2045,0,0,0,45.6
152,2050,0,0,0,47.1
152,2055,0,0,0,48.5
152,2060,0,0,0,49.8
152,2065,0,0,0,51.1
152,2070,0,0,0,52.4
152,2075,0,0,0,53.6
152,2080,0,0,0,54.8
152,2085,0,0,0,56
152,2090,0,0,0,57
152,2095,0,0,0,57.9
156,2010,0,0,0,34.6
156,2015,0,0,0,36.5
156,2020,0,0,0,38.3
156,2025,0,0,0,40.5
156,2030,0,0,0,43.1
156,2035,0,0,0,45.6
156,2040,0,0,0,47.9
156,2045,0,0,0,49.8
156,2050,0,0,0,51.6
156,2055,0,0,0,53
156,2060,0,0,0,54.1
156,2065,0,0,0,55.3
156,2070,0,0,0,56.2
156,2075,0,0,0,56.9
156,2080,0,0,0,57.6
156,2085,0,0,0,58
156,2090,0,0,0,58.4
156,2095,0,0,0,58.7
170,2010,0,0,0,26.8
170,2015,0,0,0,28.4
170,2020,0,0,0,30.1
170,2025,0,0,0,31.8
170,2030,0,0,0,33.6
170,2035,0,0,0,35.3
170,2040,0,0,0,37
170,2045,0,0,0,38.6
170,2050,0,0,0,40.2
170,2055,0,0,0,41.6
170,2060,0,0,0,43.1
170,2065,0,0,0,44.5
170,2070,0,0,0,45.9
170,2075,0,0,0,47.2
170,2080,0,0,0,48.4
170,2085,0,0,0,49.7
170,2090,0,0,0,50.8
170,2095,0,0,0,52
174,2010,0,0,0,18.8
174,2015,0,0,0,18.9
174,2020,0,0,0,19.9
174,2025,0,0,0,21.4
174,2030,0,0,0,23.1
174,2035,0,0,0,24.8
174,2040,0,0,0,26.4
174,2045,0,0,0,27.9
174,2050,0,0,0,29.4
174,2055,0,0,0,30.8
174,2060,0,0,0,32.3
174,2065,0,0,0,33.7
174,2070,0,0,0,35.2
174,2075,0,0,0,36.7
174,2080,0,0,0,38.2
174,2085,0,0,0,39.4
174,2090,0,0,0,40.5
174,2095,0,0,0,41.4
175,2010,0,0,0,17.1
175,2015,0,0,0,17.8
175,2020,0,0,0,19.2
175,2025,0,0,0,21
175,2030,0,0,0,23.5
175,2035,0,0,0,26.1
175,2040,0,0,0,28.3
175,2045,0,0,0,30
175,2050,0,0,0,31.6
175,2055,0,0,0,33.4
175,2060,0,0,0,35.2
175,2065,0,0,0,37.1
175,2070,0,0,0,39
175,2075,0,0,0,41
175,2080,0,0,0,43
175,2085,0,0,0,44.9
175,2090,0,0,0,46.6
175,2095,0,0,0,48.3
178,2010,0,0,0,19.6
178,2015,0,0,0,20.3
178,2020,0,0,0,21.4
178,2025,0,0,0,22.7
178,2030,0,0,0,24.2
178,2035,0,0,0,25.7
178,2040,0,0,0,27.2
178,2045,0,0,0,28.7
178,2050,0,0,0,30.1
178,2055,0,0,0,31.4
178,2060,0,0,0,32.7
178,2065,0,0,0,34.1
178,2070,0,0,0,35.5
178,2075,0,0,0,36.8
178,2080,0,0,0,38
178,2085,0,0,0,39.2
178,2090,0,0,0,40.4
178,2095,0,0,0,41.6
180,2010,0,0,0,16.6
180,2015,0,0,0,17.2
180,2020,0,0,0,17.9
180,2025,0,0,0,18.8
180,2030,0,0,0,19.8
180,2035,0,0,0,21
180,2040,0,0,0,22.4
180,2045,0,0,0,24
180,2050,0,0,0,25.6
180,2055,0,0,0,27.1
180,2060,0,0,0,28.8
180,2065,0,0,0,30.3
180,2070,0,0,0,31.8
180,2075,0,0,0,33.2
180,2080,0,0,0,34.6
180,2085,0,0,0,36
180,2090,0,0,0,37.2
180,2095,0,0,0,38.3
188,2010,0,0,0,28.4
188,2015,0,0,0,30.5
188,2020,0,0,0,32.8
188,2025,0,0,0,35.1
188,2030,0,0,0,37.3
188,2035,0,0,0,39.3
188,2040,0,0,0,41.1
188,2045,0,0,0,42.8
188,2050,0,0,0,44.2
188,2055,0,0,0,45.5
188,2060,0,0,0,46.7
188,2065,0,0,0,47.9
188,2070,0,0,0,49.2
188,2075,0,0,0,50.5
188,2080,0,0,0,51.7
188,2085,0,0,0,52.8
188,2090,0,0,0,53.9
188,2095,0,0,0,55.1
191,2010,0,0,0,41.5
191,2015,0,0,0,42.6
191,2020,0,0,0,43.8
191,2025,0,0,0,45.3
191,2030,0,0,0,46.8
191,2035,0,0,0,48.2
191,2040,0,0,0,49.4
191,2045,0,0,0,50.4
191,2050,0,0,0,51.3
191,2055,0,0,0,51.8
191,2060,0,0,0,52.3
191,2065,0,0,0,53
191,2070,0,0,0,53.6
191,2075,0,0,0,54.2
191,2080,0,0,0,54.8
191,2085,0,0,0,55.4
191,2090,0,0,0,56
191,2095,0,0,0,56.7
192,2010,0,0,0,38.5
192,2015,0,0,0,41.5
192,2020,0,0,0,44.3
192,2025,0,0,0,46.3
192,2030,0,0,0,48.1
192,2035,0,0,0,50.1
192,2040,0,0,0,52.4
192,2045,0,0,0,54.6
192,2050,0,0,0,56.5
192,2055,0,0,0,58
192,2060,0,0,0,59.3
192,2065,0,0,0,60.5
192,2070,0,0,0,61.3
192,2075,0,0,0,61.9
192,2080,0,0,0,62.6
192,2085,0,0,0,63.2
192,2090,0,0,0,63.8
192,2095,0,0,0,64.2
196,2010,0,0,0,34.1
196,2015,0,0,0,35.8
196,2020,0,0,0,37.8
196,2025,0,0,0,39.9
196,2030,0,0,0,41.9
196,2035,0,0,0,43.8
196,2040,0,0,0,45.6
196,2045,0,0,0,47
196,2050,0,0,0,48
196,2055,0,0,0,48.9
196,2060,0,0,0,49.8
196,2065,0,0,0,50.6
196,2070,0,0,0,51.6
196,2075,0,0,0,52.7
196,2080,0,0,0,53.8
196,2085,0,0,0,54.9
196,2090,0,0,0,55.9
196,2095,0,0,0,56.9
203,2010,0,0,0,39.4
203,2015,0,0,0,40.4
203,2020,0,0,0,42.4
203,2025,0,0,0,44.3
203,2030,0,0,0,45.7
203,2035,0,0,0,46.9
203,2040,0,0,0,48.1
203,2045,0,0,0,48.8
203,2050,0,0,0,48.5
203,2055,0,0,0,48.5
203,2060,0,0,0,49.1
203,2065,0,0,0,49.7
203,2070,0,0,0,50.3
203,2075,0,0,0,50.8
203,2080,0,0,0,51.2
203,2085,0,0,0,51.6
203,2090,0,0,0,52.1
203,2095,0,0,0,52.9
204,2010,0,0,0,17.9
204,2015,0,0,0,18.5
204,2020,0,0,0,19.4
204,2025,0,0,0,20.5
204,2030,0,0,0,21.9
204,2035,0,0,0,23.4
204,2040,0,0,0,24.9
204,2045,0,0,0,26.5
204,2050,0,0,0,28.1
204,2055,0,0,0,29.8
204,2060,0,0,0,31.3
204,2065,0,0,0,32.9
204,2070,0,0,0,34.3
204,2075,0,0,0,35.8
204,2080,0,0,0,37.2
204,2085,0,0,0,38.6
204,2090,0,0,0,39.9
204,2095,0,0,0,41.1
208,2010,0,0,0,40.6
208,2015,0,0,0,41.6
208,2020,0,0,0,42.2
208,2025,0,0,0,42.1
208,2030,0,0,0,41.9
208,2035,0,0,0,42.3
208,2040,0,0,0,42.9
208,2045,0,0,0,43.3
208,2050,0,0,0,43.6
208,2055,0,0,0,43.8
208,2060,0,0,0,43.6
208,2065,0,0,0,43.7
208,2070,0,0,0,44.3
208,2075,0,0,0,45.1
208,2080,0,0,0,46
208,2085,0,0,0,46.8
208,2090,0,0,0,47.4
208,2095,0,0,0,47.9
214,2010,0,0,0,25.1
214,2015,0,0,0,26.5
214,2020,0,0,0,28.1
214,2025,0,0,0,29.8
214,2030,0,0,0,31.4
214,2035,0,0,0,33.1
214,2040,0,0,0,35
214,2045,0,0,0,36.8
214,2050,0,0,0,38.5
214,2055,0,0,0,40.2
214,2060,0,0,0,41.8
214,2065,0,0,0,43.4
214,2070,0,0,0,44.9
214,2075,0,0,0,46.4
214,2080,0,0,0,47.8
214,2085,0,0,0,49.1
214,2090,0,0,0,50.4
214,2095,0,0,0,51.6
218,2010,0,0,0,25.5
218,2015,0,0,0,27.3
218,2020,0,0,0,29
218,2025,0,0,0,30.7
218,2030,0,0,0,32.6
218,2035,0,0,0,34.4
218,2040,0,0,0,36.3
218,2045,0,0,0,38.1
218,2050,0,0,0,39.8
218,2055,0,0,0,41.5
218,2060,0,0,0,43.2
218,2065,0,0,0,44.8
218,2070,0,0,0,46.3
218,2075,0,0,0,47.7
218,2080,0,0,0,49
218,2085,0,0,0,50.2
218,2090,0,0,0,51.5
218,2095,0,0,0,52.7
222,2010,0,0,0,23.1
222,2015,0,0,0,24.9
222,2020,0,0,0,26.8
222,2025,0,0,0,29
222,2030,0,0,0,31.2
222,2035,0,0,0,33.3
222,2040,0,0,0,35.2
222,2045,0,0,0,37.1
222,2050,0,0,0,39.2
222,2055,0,0,0,41.2
222,2060,0,0,0,43.2
222,2065,0,0,0,45.1
222,2070,0,0,0,46.8
222,2075,0,0,0,48.2
222,2080,0,0,0,49.3
222,2085,0,0,0,50.2
222,2090,0,0,0,51.1
222,2095,0,0,0,51.8
226,2010,0,0,0,20.3
226,2015,0,0,0,21
226,2020,0,0,0,21.7
226,2025,0,0,0,22.5
226,2030,0,0,0,23.6
226,2035,0,0,0,24.8
226,2040,0,0,0,26
226,2045,0,0,0,27.2
226,2050,0,0,0,28.5
226,2055,0,0,0,29.9
226,2060,0,0,0,31.2
226,2065,0,0,0,32.6
226,2070,0,0,0,33.9
226,2075,0,0,0,35.3
226,2080,0,0,0,36.5
226,2085,0,0,0,37.8
226,2090,0,0,0,38.9
226,2095,0,0,0,40
231,2010,0,0,0,18.6
231,2015,0,0,0,19.8
231,2020,0,0,0,21.1
231,2025,0,0,0,22.3
231,2030,0,0,0,23.4
231,2035,0,0,0,24.6
231,2040,0,0,0,26
231,2045,0,0,0,27.6
231,2050,0,0,0,29.2
231,2055,0,0,0,30.9
231,2060,0,0,0,32.5
231,2065,0,0,0,34
231,2070,0,0,0,35.4
231,2075,0,0,0,36.8
231,2080,0,0,0,38.1
231,2085,0,0,0,39.4
231,2090,0,0,0,40.6
231,2095,0,0,0,41.9
232,2010,0,0,0,19
232,2015,0,0,0,19.6
232,2020,0,0,0,20.5
232,2025,0,0,0,21.9
232,2030,0,0,0,23.6
