"isono","year","sexno","ageno","eduno","cbr"
100,1970,0,0,0,16.2
100,1975,0,0,0,15.8
100,1980,0,0,0,13.9
100,1985,0,0,0,13
100,1990,0,0,0,10.2
100,1995,0,0,0,8.4
100,2000,0,0,0,8.7
100,2005,0,0,0,9.9
104,1970,0,0,0,39.2
104,1975,0,0,0,34.2
104,1980,0,0,0,31.5
104,1985,0,0,0,29.2
104,1990,0,0,0,25
104,1995,0,0,0,22.3
104,2000,0,0,0,19.3
104,2005,0,0,0,17.9
108,1970,0,0,0,44
108,1975,0,0,0,44.7
108,1980,0,0,0,45.3
108,1985,0,0,0,46.3
108,1990,0,0,0,44.7
108,1995,0,0,0,40
108,2000,0,0,0,36
108,2005,0,0,0,34.3
112,1970,0,0,0,16
112,1975,0,0,0,15.8
112,1980,0,0,0,16.7
112,1985,0,0,0,15.9
112,1990,0,0,0,12.1
112,1995,0,0,0,9.4
112,2000,0,0,0,9.3
112,2005,0,0,0,10.7
116,1970,0,0,0,39.9
116,1975,0,0,0,33.4
116,1980,0,0,0,56.9
116,1985,0,0,0,46.7
116,1990,0,0,0,40.3
116,1995,0,0,0,30.3
116,2000,0,0,0,25.1
116,2005,0,0,0,23.3
120,1970,0,0,0,45.2
120,1975,0,0,0,45.1
120,1980,0,0,0,44.7
120,1985,0,0,0,42.9
120,1990,0,0,0,41
120,1995,0,0,0,38
120,2000,0,0,0,38
120,2005,0,0,0,37.2
124,1970,0,0,0,15.6
124,1975,0,0,0,15.2
124,1980,0,0,0,14.8
124,1985,0,0,0,14.2
124,1990,0,0,0,13.8
124,1995,0,0,0,11.6
124,2000,0,0,0,10.6
124,2005,0,0,0,11.2
132,1970,0,0,0,41.1
132,1975,0,0,0,41.6
132,1980,0,0,0,41.3
132,1985,0,0,0,40.9
132,1990,0,0,0,36.5
132,1995,0,0,0,31.6
132,2000,0,0,0,26.2
132,2005,0,0,0,21.9
140,1970,0,0,0,42.7
140,1975,0,0,0,42.2
140,1980,0,0,0,42.4
140,1985,0,0,0,41.9
140,1990,0,0,0,40.2
140,1995,0,0,0,39.8
140,2000,0,0,0,38.3
140,2005,0,0,0,35.6
144,1970,0,0,0,29.1
144,1975,0,0,0,27.8
144,1980,0,0,0,25.6
144,1985,0,0,0,21.6
144,1990,0,0,0,19.6
144,1995,0,0,0,17.8
144,2000,0,0,0,18.7
144,2005,0,0,0,19
148,1970,0,0,0,47.3
148,1975,0,0,0,48.3
148,1980,0,0,0,48.1
148,1985,0,0,0,47.6
148,1990,0,0,0,47.4
148,1995,0,0,0,47.6
148,2000,0,0,0,47.6
148,2005,0,0,0,45.9
152,1970,0,0,0,27.3
152,1975,0,0,0,22.9
152,1980,0,0,0,23.3
152,1985,0,0,0,23.6
152,1990,0,0,0,21.9
152,1995,0,0,0,18
152,2000,0,0,0,15.7
152,2005,0,0,0,14.7
156,1970,0,0,0,31.4
156,1975,0,0,0,21.6
156,1980,0,0,0,21.5
156,1985,0,0,0,23.2
156,1990,0,0,0,18.7
156,1995,0,0,0,16
156,2000,0,0,0,13.5
156,2005,0,0,0,12.6
170,1970,0,0,0,34.6
170,1975,0,0,0,32.9
170,1980,0,0,0,30.3
170,1985,0,0,0,28.1
170,1990,0,0,0,26.3
170,1995,0,0,0,24
170,2000,0,0,0,22
170,2005,0,0,0,20.6
174,1970,0,0,0,46.8
174,1975,0,0,0,47.9
174,1980,0,0,0,48.6
174,1985,0,0,0,39.6
174,1990,0,0,0,36.6
174,1995,0,0,0,38.6
174,2000,0,0,0,40.2
174,2005,0,0,0,39
175,1970,0,0,0,47.8
175,1975,0,0,0,49.8
175,1980,0,0,0,43.8
175,1985,0,0,0,42.2
175,1990,0,0,0,33.9
175,1995,0,0,0,34.2
175,2000,0,0,0,34.3
175,2005,0,0,0,34.3
178,1970,0,0,0,43.1
178,1975,0,0,0,42.7
178,1980,0,0,0,40.9
178,1985,0,0,0,38.9
178,1990,0,0,0,37.8
178,1995,0,0,0,37.7
178,2000,0,0,0,37.2
178,2005,0,0,0,36
180,1970,0,0,0,47.6
180,1975,0,0,0,48
180,1980,0,0,0,49.1
180,1985,0,0,0,50.1
180,1990,0,0,0,50.6
180,1995,0,0,0,49.8
180,2000,0,0,0,48.2
180,2005,0,0,0,44.9
188,1970,0,0,0,30.4
188,1975,0,0,0,30
188,1980,0,0,0,30
188,1985,0,0,0,28.9
188,1990,0,0,0,24.7
188,1995,0,0,0,21.4
188,2000,0,0,0,18.8
188,2005,0,0,0,16.3
191,1970,0,0,0,15
191,1975,0,0,0,15.6
191,1980,0,0,0,14.7
191,1985,0,0,0,13.1
191,1990,0,0,0,10.7
191,1995,0,0,0,10.5
191,2000,0,0,0,9.2
191,2005,0,0,0,9.5
192,1970,0,0,0,26.5
192,1975,0,0,0,17.4
192,1980,0,0,0,16.6
192,1985,0,0,0,17.7
192,1990,0,0,0,15.5
192,1995,0,0,0,13.6
192,2000,0,0,0,12.5
192,2005,0,0,0,10.5
196,1970,0,0,0,18.8
196,1975,0,0,0,18.9
196,1980,0,0,0,20.6
196,1985,0,0,0,19.6
196,1990,0,0,0,18.1
196,1995,0,0,0,14.6
196,2000,0,0,0,12.3
196,2005,0,0,0,11.9
203,1970,0,0,0,17.1
203,1975,0,0,0,17.6
203,1980,0,0,0,14
203,1985,0,0,0,13
203,1990,0,0,0,11.6
203,1995,0,0,0,8.7
203,2000,0,0,0,9
203,2005,0,0,0,10.7
204,1970,0,0,0,47.8
204,1975,0,0,0,47.9
204,1980,0,0,0,47.7
204,1985,0,0,0,47.2
204,1990,0,0,0,46
204,1995,0,0,0,44
204,2000,0,0,0,42.2
204,2005,0,0,0,40.7
208,1970,0,0,0,14.5
208,1975,0,0,0,12.3
208,1980,0,0,0,10.4
208,1985,0,0,0,11.3
208,1990,0,0,0,12.8
208,1995,0,0,0,12.7
208,2000,0,0,0,12
208,2005,0,0,0,11.8
214,1970,0,0,0,39.1
214,1975,0,0,0,35.3
214,1980,0,0,0,33.3
214,1985,0,0,0,31
214,1990,0,0,0,28.6
214,1995,0,0,0,25.7
214,2000,0,0,0,24.3
214,2005,0,0,0,22.7
218,1970,0,0,0,40.6
218,1975,0,0,0,38.1
218,1980,0,0,0,34.7
218,1985,0,0,0,30.9
218,1990,0,0,0,27.5
218,1995,0,0,0,25.6
218,2000,0,0,0,23.6
218,2005,0,0,0,21.6
222,1970,0,0,0,42
222,1975,0,0,0,39.7
222,1980,0,0,0,36
222,1985,0,0,0,33
222,1990,0,0,0,30.5
222,1995,0,0,0,27.4
222,2000,0,0,0,22
222,2005,0,0,0,20.7
226,1970,0,0,0,36.8
226,1975,0,0,0,32.9
226,1980,0,0,0,41.7
226,1985,0,0,0,47.4
226,1990,0,0,0,45
226,1995,0,0,0,41.3
226,2000,0,0,0,38.4
226,2005,0,0,0,37.3
231,1970,0,0,0,46.8
231,1975,0,0,0,46.2
231,1980,0,0,0,47.2
231,1985,0,0,0,48
231,1990,0,0,0,47.5
231,1995,0,0,0,43.9
231,2000,0,0,0,38.8
231,2005,0,0,0,33.3
232,1970,0,0,0,46
232,1975,0,0,0,45
232,1980,0,0,0,42.4
232,1985,0,0,0,41.1
232,1990,0,0,0,40
232,1995,0,0,0,38.1
232,2000,0,0,0,38.4
232,2005,0,0,0,37.5
233,1970,0,0,0,15.4
233,1975,0,0,0,15
233,1980,0,0,0,15.4
233,1985,0,0,0,15.6
233,1990,0,0,0,11.2
233,1995,0,0,0,9.1
233,2000,0,0,0,9.8
233,2005,0,0,0,11.7
242,1970,0,0,0,33.1
242,1975,0,0,0,33.7
242,1980,0,0,0,33.1
242,1985,0,0,0,29.7
242,1990,0,0,0,28.3
242,1995,0,0,0,25.7
242,2000,0,0,0,24
242,2005,0,0,0,22.4
246,1970,0,0,0,13.1
246,1975,0,0,0,13.7
246,1980,0,0,0,13.4
246,1985,0,0,0,12.6
246,1990,0,0,0,12.9
246,1995,0,0,0,11.5
246,2000,0,0,0,11
246,2005,0,0,0,11.2
250,1970,0,0,0,16.1
250,1975,0,0,0,13.8
250,1980,0,0,0,14.2
250,1985,0,0,0,13.7
250,1990,0,0,0,12.8
250,1995,0,0,0,12.7
250,2000,0,0,0,12.9
250,2005,0,0,0,12.8
254,1970,0,0,0,30.4
254,1975,0,0,0,25.9
254,1980,0,0,0,29.1
254,1985,0,0,0,30.3
254,1990,0,0,0,31.7
254,1995,0,0,0,29.6
254,2000,0,0,0,27.9
254,2005,0,0,0,25
258,1970,0,0,0,36.2
258,1975,0,0,0,32
258,1980,0,0,0,30.5
258,1985,0,0,0,29.8
258,1990,0,0,0,25.4
258,1995,0,0,0,21.2
258,2000,0,0,0,19
258,2005,0,0,0,17.5
262,1970,0,0,0,47.8
262,1975,0,0,0,45.2
262,1980,0,0,0,44
262,1985,0,0,0,43.1
262,1990,0,0,0,40.1
262,1995,0,0,0,34.4
262,2000,0,0,0,31.2
262,2005,0,0,0,29.4
266,1970,0,0,0,35.4
266,1975,0,0,0,37.5
266,1980,0,0,0,38.4
266,1985,0,0,0,38.1
266,1990,0,0,0,38
266,1995,0,0,0,33.2
266,2000,0,0,0,29.7
266,2005,0,0,0,27.4
268,1970,0,0,0,18.5
268,1975,0,0,0,17.9
268,1980,0,0,0,18
268,1985,0,0,0,17.5
268,1990,0,0,0,15.5
268,1995,0,0,0,12.7
268,2000,0,0,0,11.9
268,2005,0,0,0,12.2
270,1970,0,0,0,52
270,1975,0,0,0,52.6
270,1980,0,0,0,50.5
270,1985,0,0,0,48.1
270,1990,0,0,0,46.5
270,1995,0,0,0,44.7
270,2000,0,0,0,42.4
270,2005,0,0,0,39.3
275,1970,0,0,0,48.8
275,1975,0,0,0,47.3
275,1980,0,0,0,44.9
275,1985,0,0,0,43.1
275,1990,0,0,0,45.9
275,1995,0,0,0,40.9
275,2000,0,0,0,36.2
275,2005,0,0,0,33.8
276,1970,0,0,0,11.3
276,1975,0,0,0,10.3
276,1980,0,0,0,10.8
276,1985,0,0,0,11.1
276,1990,0,0,0,9.9
276,1995,0,0,0,9.6
276,2000,0,0,0,8.8
276,2005,0,0,0,8.4
288,1970,0,0,0,46.1
288,1975,0,0,0,44.2
288,1980,0,0,0,42.4
288,1985,0,0,0,40.2
288,1990,0,0,0,37.7
288,1995,0,0,0,35
288,2000,0,0,0,33.8
288,2005,0,0,0,32.6
300,1970,0,0,0,15.9
300,1975,0,0,0,15.7
300,1980,0,0,0,13.7
300,1985,0,0,0,10.7
300,1990,0,0,0,10
300,1995,0,0,0,9.7
300,2000,0,0,0,9.5
300,2005,0,0,0,10.4
308,1970,0,0,0,29.1
308,1975,0,0,0,29.8
308,1980,0,0,0,32.5
308,1985,0,0,0,31.6
308,1990,0,0,0,24.8
308,1995,0,0,0,20.7
308,2000,0,0,0,18.8
308,2005,0,0,0,19.3
312,1970,0,0,0,28.3
312,1975,0,0,0,20.9
312,1980,0,0,0,19.9
312,1985,0,0,0,20.5
312,1990,0,0,0,17.8
312,1995,0,0,0,17.1
312,2000,0,0,0,15.6
312,2005,0,0,0,14.8
316,1970,0,0,0,31.5
316,1975,0,0,0,29
316,1980,0,0,0,26.9
316,1985,0,0,0,25.9
316,1990,0,0,0,26
316,1995,0,0,0,23.9
316,2000,0,0,0,20.7
316,2005,0,0,0,18.5
320,1970,0,0,0,44
320,1975,0,0,0,43.4
320,1980,0,0,0,42.2
320,1985,0,0,0,39.5
320,1990,0,0,0,38.9
320,1995,0,0,0,37.3
320,2000,0,0,0,35.8
320,2005,0,0,0,33.3
324,1970,0,0,0,48.5
324,1975,0,0,0,48.2
324,1980,0,0,0,48
324,1985,0,0,0,47.2
324,1990,0,0,0,45.5
324,1995,0,0,0,43.4
324,2000,0,0,0,41.5
324,2005,0,0,0,39.9
328,1970,0,0,0,34.1
328,1975,0,0,0,31.1
328,1980,0,0,0,28.7
328,1985,0,0,0,26.4
328,1990,0,0,0,23.5
328,1995,0,0,0,22
328,2000,0,0,0,20.1
328,2005,0,0,0,18.8
332,1970,0,0,0,38.2
332,1975,0,0,0,40.1
332,1980,0,0,0,42.8
332,1985,0,0,0,39.2
332,1990,0,0,0,35.6
332,1995,0,0,0,32.5
332,2000,0,0,0,29.5
332,2005,0,0,0,27.6
340,1970,0,0,0,45.9
340,1975,0,0,0,44.4
340,1980,0,0,0,42.2
340,1985,0,0,0,39.5
340,1990,0,0,0,37.2
340,1995,0,0,0,33.4
340,2000,0,0,0,30
340,2005,0,0,0,27.7
344,1970,0,0,0,20.4
344,1975,0,0,0,17.3
344,1980,0,0,0,15.4
344,1985,0,0,0,13.1
344,1990,0,0,0,12
344,1995,0,0,0,8
344,2000,0,0,0,7
344,2005,0,0,0,8.2
348,1970,0,0,0,15.9
348,1975,0,0,0,15.9
348,1980,0,0,0,12.7
348,1985,0,0,0,12.2
348,1990,0,0,0,11.8
348,1995,0,0,0,9.8
348,2000,0,0,0,9.4
348,2005,0,0,0,9.8
352,1970,0,0,0,20.9
352,1975,0,0,0,19.2
352,1980,0,0,0,18.2
352,1985,0,0,0,17.4
352,1990,0,0,0,17.4
352,1995,0,0,0,15.5
352,2000,0,0,0,14.4
352,2005,0,0,0,14.8
356,1970,0,0,0,37.5
356,1975,0,0,0,36.3
356,1980,0,0,0,34.5
356,1985,0,0,0,32.5
356,1990,0,0,0,30
356,1995,0,0,0,27.2
356,2000,0,0,0,24.8
356,2005,0,0,0,23.1
360,1970,0,0,0,38.4
360,1975,0,0,0,35
360,1980,0,0,0,31.8
360,1985,0,0,0,27.5
360,1990,0,0,0,24.5
360,1995,0,0,0,21.9
360,2000,0,0,0,21
360,2005,0,0,0,19.1
364,1970,0,0,0,40.8
364,1975,0,0,0,42.1
364,1980,0,0,0,44.4
364,1985,0,0,0,38.6
364,1990,0,0,0,28.5
364,1995,0,0,0,21.1
364,2000,0,0,0,18
364,2005,0,0,0,17.7
368,1970,0,0,0,43.6
368,1975,0,0,0,41.2
368,1980,0,0,0,39.1
368,1985,0,0,0,38.8
368,1990,0,0,0,38.2
368,1995,0,0,0,37.9
368,2000,0,0,0,37.5
368,2005,0,0,0,36.6
372,1970,0,0,0,22.9
372,1975,0,0,0,21.2
372,1980,0,0,0,19.1
372,1985,0,0,0,15.5
372,1990,0,0,0,13.8
372,1995,0,0,0,14.5
372,2000,0,0,0,15.3
372,2005,0,0,0,16.4
376,1970,0,0,0,27.4
376,1975,0,0,0,26.2
376,1980,0,0,0,23.7
376,1985,0,0,0,22.7
376,1990,0,0,0,21.4
376,1995,0,0,0,21.4
376,2000,0,0,0,21.2
376,2005,0,0,0,21.1
380,1970,0,0,0,16.3
380,1975,0,0,0,13.4
380,1980,0,0,0,10.9
380,1985,0,0,0,9.9
380,1990,0,0,0,9.7
380,1995,0,0,0,9.2
380,2000,0,0,0,9.2
380,2005,0,0,0,9.4
384,1970,0,0,0,52
384,1975,0,0,0,50.5
384,1980,0,0,0,46.9
384,1985,0,0,0,42.9
384,1990,0,0,0,39.9
384,1995,0,0,0,37.6
384,2000,0,0,0,36.9
384,2005,0,0,0,35
388,1970,0,0,0,32.8
388,1975,0,0,0,29.3
388,1980,0,0,0,29.1
388,1985,0,0,0,26.8
388,1990,0,0,0,24.9
388,1995,0,0,0,23
388,2000,0,0,0,21
388,2005,0,0,0,19.1
392,1970,0,0,0,19
392,1975,0,0,0,15.2
392,1980,0,0,0,12.8
392,1985,0,0,0,11.2
392,1990,0,0,0,9.9
392,1995,0,0,0,9.5
392,2000,0,0,0,8.9
392,2005,0,0,0,8.6
398,1970,0,0,0,25.9
398,1975,0,0,0,24.9
398,1980,0,0,0,24.9
398,1985,0,0,0,24.6
398,1990,0,0,0,20.6
398,1995,0,0,0,16.2
398,2000,0,0,0,16.7
398,2005,0,0,0,21.4
400,1970,0,0,0,49
400,1975,0,0,0,42.8
400,1980,0,0,0,39.7
400,1985,0,0,0,37.5
400,1990,0,0,0,33.9
400,1995,0,0,0,32
400,2000,0,0,0,28.1
400,2005,0,0,0,26.4
404,1970,0,0,0,50.8
404,1975,0,0,0,49.9
404,1980,0,0,0,48.4
404,1985,0,0,0,45.1
404,1990,0,0,0,39.4
404,1995,0,0,0,38
404,2000,0,0,0,38.7
404,2005,0,0,0,38
408,1970,0,0,0,30.2
408,1975,0,0,0,19
408,1980,0,0,0,21.6
408,1985,0,0,0,20
408,1990,0,0,0,21.5
408,1995,0,0,0,19.8
408,2000,0,0,0,16.3
408,2005,0,0,0,14.6
410,1970,0,0,0,30.4
410,1975,0,0,0,23.1
410,1980,0,0,0,20.4
410,1985,0,0,0,15.5
410,1990,0,0,0,16
410,1995,0,0,0,13.6
410,2000,0,0,0,10.2
410,2005,0,0,0,10
414,1970,0,0,0,47.6
414,1975,0,0,0,40.7
414,1980,0,0,0,37.1
414,1985,0,0,0,26.5
414,1990,0,0,0,18
414,1995,0,0,0,24.1
414,2000,0,0,0,18.5
414,2005,0,0,0,18.7
417,1970,0,0,0,31.1
417,1975,0,0,0,29.9
417,1980,0,0,0,32.7
417,1985,0,0,0,33.2
417,1990,0,0,0,28.9
417,1995,0,0,0,24.2
417,2000,0,0,0,21
417,2005,0,0,0,24
418,1970,0,0,0,42.5
418,1975,0,0,0,42.2
418,1980,0,0,0,42.2
418,1985,0,0,0,42.1
418,1990,0,0,0,40
418,1995,0,0,0,33.6
418,2000,0,0,0,27.8
418,2005,0,0,0,24.1
422,1970,0,0,0,31.9
422,1975,0,0,0,30.5
422,1980,0,0,0,29.5
422,1985,0,0,0,26.7
422,1990,0,0,0,24.8
422,1995,0,0,0,22.6
422,2000,0,0,0,17.7
422,2005,0,0,0,15.9
426,1970,0,0,0,42.8
426,1975,0,0,0,42
426,1980,0,0,0,40.4
426,1985,0,0,0,37.6
426,1990,0,0,0,34.7
426,1995,0,0,0,33.7
426,2000,0,0,0,30.7
426,2005,0,0,0,28.5
428,1970,0,0,0,14.4
428,1975,0,0,0,13.9
428,1980,0,0,0,15.1
428,1985,0,0,0,15.5
428,1990,0,0,0,11.3
428,1995,0,0,0,8
428,2000,0,0,0,8.7
428,2005,0,0,0,10.2
430,1970,0,0,0,48.9
430,1975,0,0,0,49
430,1980,0,0,0,48.8
430,1985,0,0,0,47.2
430,1990,0,0,0,45
430,1995,0,0,0,44
430,2000,0,0,0,42.4
430,2005,0,0,0,40.5
434,1970,0,0,0,49
434,1975,0,0,0,47.3
434,1980,0,0,0,45.6
434,1985,0,0,0,29.9
434,1990,0,0,0,24.7
434,1995,0,0,0,23
434,2000,0,0,0,24.3
434,2005,0,0,0,24
440,1970,0,0,0,16.6
440,1975,0,0,0,15.5
440,1980,0,0,0,15.8
440,1985,0,0,0,15.9
440,1990,0,0,0,13.5
440,1995,0,0,0,10.6
440,2000,0,0,0,9.1
440,2005,0,0,0,10.1
442,1970,0,0,0,11.7
442,1975,0,0,0,11.2
442,1980,0,0,0,11.6
442,1985,0,0,0,12
442,1990,0,0,0,13.1
442,1995,0,0,0,13.1
442,2000,0,0,0,11.8
442,2005,0,0,0,11.4
446,1970,0,0,0,10
446,1975,0,0,0,10.2
446,1980,0,0,0,19.9
446,1985,0,0,0,21.9
446,1990,0,0,0,15.7
446,1995,0,0,0,11.2
446,2000,0,0,0,7.6
446,2005,0,0,0,9
450,1970,0,0,0,48.2
450,1975,0,0,0,47
450,1980,0,0,0,42.2
450,1985,0,0,0,45
450,1990,0,0,0,44.7
450,1995,0,0,0,42.8
450,2000,0,0,0,39
450,2005,0,0,0,36.2
454,1970,0,0,0,52.3
454,1975,0,0,0,54.3
454,1980,0,0,0,51.9
454,1985,0,0,0,49.3
454,1990,0,0,0,47
454,1995,0,0,0,45.4
454,2000,0,0,0,43.4
454,2005,0,0,0,44
458,1970,0,0,0,31.4
458,1975,0,0,0,29.4
458,1980,0,0,0,29.5
458,1985,0,0,0,28.7
458,1990,0,0,0,27.5
458,1995,0,0,0,25.3
458,2000,0,0,0,23.1
458,2005,0,0,0,20.9
462,1970,0,0,0,47.4
462,1975,0,0,0,44.1
462,1980,0,0,0,47.8
462,1985,0,0,0,45.4
462,1990,0,0,0,35.6
462,1995,0,0,0,25.1
462,2000,0,0,0,19.7
462,2005,0,0,0,17.2
466,1970,0,0,0,49.3
466,1975,0,0,0,49.5
466,1980,0,0,0,49.4
466,1985,0,0,0,48.9
466,1990,0,0,0,48.7
466,1995,0,0,0,49.1
466,2000,0,0,0,49
466,2005,0,0,0,47.6
470,1970,0,0,0,16.8
470,1975,0,0,0,19.1
470,1980,0,0,0,18
470,1985,0,0,0,16.8
470,1990,0,0,0,14.5
470,1995,0,0,0,12.1
470,2000,0,0,0,9.4
470,2005,0,0,0,9.3
474,1970,0,0,0,26
474,1975,0,0,0,18.4
474,1980,0,0,0,17.1
474,1985,0,0,0,18
474,1990,0,0,0,16.5
474,1995,0,0,0,15.1
474,2000,0,0,0,14.5
474,2005,0,0,0,12.7
478,1970,0,0,0,46.5
478,1975,0,0,0,44.7
478,1980,0,0,0,42.6
478,1985,0,0,0,41.3
478,1990,0,0,0,40
478,1995,0,0,0,38.2
478,2000,0,0,0,36.6
478,2005,0,0,0,34.8
480,1970,0,0,0,26.7
480,1975,0,0,0,26.2
480,1980,0,0,0,20.4
480,1985,0,0,0,21.8
480,1990,0,0,0,21
480,1995,0,0,0,18.1
480,2000,0,0,0,16.3
480,2005,0,0,0,13.4
484,1970,0,0,0,42
484,1975,0,0,0,36.3
484,1980,0,0,0,31.8
484,1985,0,0,0,29.2
484,1990,0,0,0,27.2
484,1995,0,0,0,23.6
484,2000,0,0,0,22.4
484,2005,0,0,0,20.6
496,1970,0,0,0,43
496,1975,0,0,0,39.6
496,1980,0,0,0,38.1
496,1985,0,0,0,36.6
496,1990,0,0,0,27.6
496,1995,0,0,0,22.1
496,2000,0,0,0,19.1
496,2005,0,0,0,23.4
498,1970,0,0,0,18.5
498,1975,0,0,0,19.6
498,1980,0,0,0,21.6
498,1985,0,0,0,21.2
498,1990,0,0,0,15.5
498,1995,0,0,0,12.7
498,2000,0,0,0,11.5
498,2005,0,0,0,12.3
499,1970,0,0,0,9.9
499,1975,0,0,0,9.2
499,1980,0,0,0,8.8
499,1985,0,0,0,8.2
499,1990,0,0,0,13.7
499,1995,0,0,0,13.7
499,2000,0,0,0,13.2
499,2005,0,0,0,12.6
504,1970,0,0,0,45.6
504,1975,0,0,0,39.4
504,1980,0,0,0,37.3
504,1985,0,0,0,32
504,1990,0,0,0,27.3
504,1995,0,0,0,23.4
504,2000,0,0,0,20.9
504,2005,0,0,0,20.2
508,1970,0,0,0,47.2
508,1975,0,0,0,46.9
