"isono","year","sexno","ageno","eduno","ggapedu25"
112,1995,0,0,0,NA
112,1995,0,0,1,NA
112,1995,0,0,2,0.15
112,1995,0,0,3,0.28
112,1995,0,0,4,0.55
112,1995,0,0,5,0.94
112,1995,0,0,6,0.91
112,1995,0,0,7,0.95
112,2000,0,0,0,NA
112,2000,0,0,1,NA
112,2000,0,0,2,0.21
112,2000,0,0,3,0.27
112,2000,0,0,4,0.5
112,2000,0,0,5,0.9
112,2000,0,0,6,0.9
112,2000,0,0,7,0.87
112,2005,0,0,0,NA
112,2005,0,0,1,NA
112,2005,0,0,2,0.33
112,2005,0,0,3,0.26
112,2005,0,0,4,0.45
112,2005,0,0,5,0.85
112,2005,0,0,6,0.89
112,2005,0,0,7,0.81
112,2010,0,0,0,NA
112,2010,0,0,1,NA
112,2010,0,0,2,0.51
112,2010,0,0,3,0.27
112,2010,0,0,4,0.4
112,2010,0,0,5,0.8
112,2010,0,0,6,0.89
112,2010,0,0,7,0.75
112,2015,0,0,0,NA
112,2015,0,0,1,NA
112,2015,0,0,2,0.81
112,2015,0,0,3,0.31
112,2015,0,0,4,0.36
112,2015,0,0,5,0.81
112,2015,0,0,6,0.87
112,2015,0,0,7,0.72
112,2020,0,0,0,NA
112,2020,0,0,1,NA
112,2020,0,0,2,0.99
112,2020,0,0,3,0.38
112,2020,0,0,4,0.33
112,2020,0,0,5,0.84
112,2020,0,0,6,0.86
112,2020,0,0,7,0.7
112,2025,0,0,0,NA
112,2025,0,0,1,NA
112,2025,0,0,2,1.11
112,2025,0,0,3,0.5
112,2025,0,0,4,0.33
112,2025,0,0,5,0.9
112,2025,0,0,6,0.85
112,2025,0,0,7,0.68
112,2030,0,0,0,NA
112,2030,0,0,1,NA
112,2030,0,0,2,1.19
112,2030,0,0,3,0.65
112,2030,0,0,4,0.37
112,2030,0,0,5,1
112,2030,0,0,6,0.85
112,2030,0,0,7,0.66
112,2035,0,0,0,NA
112,2035,0,0,1,NA
112,2035,0,0,2,1.25
112,2035,0,0,3,0.79
112,2035,0,0,4,0.51
112,2035,0,0,5,1.14
112,2035,0,0,6,0.85
112,2035,0,0,7,0.65
112,2040,0,0,0,NA
112,2040,0,0,1,NA
112,2040,0,0,2,1.31
112,2040,0,0,3,0.88
112,2040,0,0,4,0.75
112,2040,0,0,5,1.31
112,2040,0,0,6,0.85
112,2040,0,0,7,0.65
112,2045,0,0,0,NA
112,2045,0,0,1,NA
112,2045,0,0,2,1.37
112,2045,0,0,3,0.93
112,2045,0,0,4,1.05
112,2045,0,0,5,1.47
112,2045,0,0,6,0.86
112,2045,0,0,7,0.65
112,2050,0,0,0,NA
112,2050,0,0,1,NA
112,2050,0,0,2,1.42
112,2050,0,0,3,0.96
112,2050,0,0,4,1.29
112,2050,0,0,5,1.58
112,2050,0,0,6,0.86
112,2050,0,0,7,0.65
112,2055,0,0,0,NA
112,2055,0,0,1,NA
112,2055,0,0,2,1.47
112,2055,0,0,3,0.99
112,2055,0,0,4,1.46
112,2055,0,0,5,1.65
112,2055,0,0,6,0.87
112,2055,0,0,7,0.66
112,2060,0,0,0,NA
112,2060,0,0,1,NA
112,2060,0,0,2,1.52
112,2060,0,0,3,1.02
112,2060,0,0,4,1.56
112,2060,0,0,5,1.68
112,2060,0,0,6,0.88
112,2060,0,0,7,0.66
112,2065,0,0,0,NA
112,2065,0,0,1,NA
112,2065,0,0,2,1.55
112,2065,0,0,3,1.04
112,2065,0,0,4,1.61
112,2065,0,0,5,1.69
112,2065,0,0,6,0.89
112,2065,0,0,7,0.67
112,2070,0,0,0,NA
112,2070,0,0,1,NA
112,2070,0,0,2,1.58
112,2070,0,0,3,1.06
112,2070,0,0,4,1.64
112,2070,0,0,5,1.69
112,2070,0,0,6,0.9
112,2070,0,0,7,0.68
112,2075,0,0,0,NA
112,2075,0,0,1,NA
112,2075,0,0,2,1.61
112,2075,0,0,3,1.08
112,2075,0,0,4,1.65
112,2075,0,0,5,1.69
112,2075,0,0,6,0.91
112,2075,0,0,7,0.69
112,2080,0,0,0,NA
112,2080,0,0,1,NA
112,2080,0,0,2,1.63
112,2080,0,0,3,1.09
112,2080,0,0,4,1.66
112,2080,0,0,5,1.69
112,2080,0,0,6,0.92
112,2080,0,0,7,0.7
112,2085,0,0,0,NA
112,2085,0,0,1,NA
112,2085,0,0,2,1.65
112,2085,0,0,3,1.1
112,2085,0,0,4,1.68
112,2085,0,0,5,1.7
112,2085,0,0,6,0.93
112,2085,0,0,7,0.71
112,2090,0,0,0,NA
112,2090,0,0,1,NA
112,2090,0,0,2,1.66
112,2090,0,0,3,1.11
112,2090,0,0,4,1.69
112,2090,0,0,5,1.72
112,2090,0,0,6,0.94
112,2090,0,0,7,0.72
112,2095,0,0,0,NA
112,2095,0,0,1,NA
112,2095,0,0,2,1.67
112,2095,0,0,3,1.12
112,2095,0,0,4,1.7
112,2095,0,0,5,1.73
112,2095,0,0,6,0.95
112,2095,0,0,7,0.73
112,2100,0,0,0,NA
112,2100,0,0,1,NA
112,2100,0,0,2,1.68
112,2100,0,0,3,1.12
112,2100,0,0,4,1.7
112,2100,0,0,5,1.73
112,2100,0,0,6,0.95
112,2100,0,0,7,0.73
116,1970,0,0,0,NA
116,1970,0,0,1,NA
116,1970,0,0,2,0.51
116,1970,0,0,3,2.15
116,1970,0,0,4,4.84
116,1970,0,0,5,3.44
116,1970,0,0,6,2.78
116,1970,0,0,7,7.67
116,1975,0,0,0,NA
116,1975,0,0,1,NA
116,1975,0,0,2,0.48
116,1975,0,0,3,1.83
116,1975,0,0,4,4
116,1975,0,0,5,3.07
116,1975,0,0,6,2.89
116,1975,0,0,7,6.42
116,1980,0,0,0,NA
116,1980,0,0,1,NA
116,1980,0,0,2,0.35
116,1980,0,0,3,1.15
116,1980,0,0,4,2.44
116,1980,0,0,5,1.98
116,1980,0,0,6,2.09
116,1980,0,0,7,4.13
116,1985,0,0,0,NA
116,1985,0,0,1,NA
116,1985,0,0,2,0.34
116,1985,0,0,3,1.02
116,1985,0,0,4,2.07
116,1985,0,0,5,1.73
116,1985,0,0,6,2.04
116,1985,0,0,7,3.89
116,1990,0,0,0,NA
116,1990,0,0,1,NA
116,1990,0,0,2,0.36
116,1990,0,0,3,0.95
116,1990,0,0,4,1.92
116,1990,0,0,5,1.6
116,1990,0,0,6,2.09
116,1990,0,0,7,3.69
116,1995,0,0,0,NA
116,1995,0,0,1,NA
116,1995,0,0,2,0.37
116,1995,0,0,3,0.89
116,1995,0,0,4,1.78
116,1995,0,0,5,1.64
116,1995,0,0,6,2.23
116,1995,0,0,7,3.96
116,2000,0,0,0,NA
116,2000,0,0,1,NA
116,2000,0,0,2,0.38
116,2000,0,0,3,0.86
116,2000,0,0,4,1.5
116,2000,0,0,5,1.56
116,2000,0,0,6,2.31
116,2000,0,0,7,3.95
116,2005,0,0,0,NA
116,2005,0,0,1,NA
116,2005,0,0,2,0.4
116,2005,0,0,3,0.83
116,2005,0,0,4,1.35
116,2005,0,0,5,1.49
116,2005,0,0,6,2.38
116,2005,0,0,7,3.8
116,2010,0,0,0,NA
116,2010,0,0,1,NA
116,2010,0,0,2,0.43
116,2010,0,0,3,0.81
116,2010,0,0,4,1.19
116,2010,0,0,5,1.39
116,2010,0,0,6,2.29
116,2010,0,0,7,2.79
116,2015,0,0,0,NA
116,2015,0,0,1,NA
116,2015,0,0,2,0.45
116,2015,0,0,3,0.78
116,2015,0,0,4,1.12
116,2015,0,0,5,1.41
116,2015,0,0,6,2.04
116,2015,0,0,7,2.2
116,2020,0,0,0,NA
116,2020,0,0,1,NA
116,2020,0,0,2,0.49
116,2020,0,0,3,0.8
116,2020,0,0,4,1.02
116,2020,0,0,5,1.34
116,2020,0,0,6,1.91
116,2020,0,0,7,1.95
116,2025,0,0,0,NA
116,2025,0,0,1,NA
116,2025,0,0,2,0.54
116,2025,0,0,3,0.81
116,2025,0,0,4,0.95
116,2025,0,0,5,1.3
116,2025,0,0,6,1.83
116,2025,0,0,7,1.83
116,2030,0,0,0,NA
116,2030,0,0,1,NA
116,2030,0,0,2,0.57
116,2030,0,0,3,0.82
116,2030,0,0,4,0.9
116,2030,0,0,5,1.27
116,2030,0,0,6,1.77
116,2030,0,0,7,1.74
116,2035,0,0,0,NA
116,2035,0,0,1,NA
116,2035,0,0,2,0.6
116,2035,0,0,3,0.83
116,2035,0,0,4,0.86
116,2035,0,0,5,1.24
116,2035,0,0,6,1.72
116,2035,0,0,7,1.68
116,2040,0,0,0,NA
116,2040,0,0,1,NA
116,2040,0,0,2,0.63
116,2040,0,0,3,0.85
116,2040,0,0,4,0.83
116,2040,0,0,5,1.21
116,2040,0,0,6,1.67
116,2040,0,0,7,1.62
116,2045,0,0,0,NA
116,2045,0,0,1,NA
116,2045,0,0,2,0.65
116,2045,0,0,3,0.86
116,2045,0,0,4,0.8
116,2045,0,0,5,1.18
116,2045,0,0,6,1.63
116,2045,0,0,7,1.58
116,2050,0,0,0,NA
116,2050,0,0,1,NA
116,2050,0,0,2,0.68
116,2050,0,0,3,0.88
116,2050,0,0,4,0.78
116,2050,0,0,5,1.16
116,2050,0,0,6,1.59
116,2050,0,0,7,1.53
116,2055,0,0,0,NA
116,2055,0,0,1,NA
116,2055,0,0,2,0.69
116,2055,0,0,3,0.89
116,2055,0,0,4,0.76
116,2055,0,0,5,1.13
116,2055,0,0,6,1.55
116,2055,0,0,7,1.49
116,2060,0,0,0,NA
116,2060,0,0,1,NA
116,2060,0,0,2,0.71
116,2060,0,0,3,0.9
116,2060,0,0,4,0.75
116,2060,0,0,5,1.11
116,2060,0,0,6,1.51
116,2060,0,0,7,1.45
116,2065,0,0,0,NA
116,2065,0,0,1,NA
116,2065,0,0,2,0.72
116,2065,0,0,3,0.91
116,2065,0,0,4,0.73
116,2065,0,0,5,1.1
116,2065,0,0,6,1.48
116,2065,0,0,7,1.42
116,2070,0,0,0,NA
116,2070,0,0,1,NA
116,2070,0,0,2,0.73
116,2070,0,0,3,0.92
116,2070,0,0,4,0.72
116,2070,0,0,5,1.08
116,2070,0,0,6,1.46
116,2070,0,0,7,1.4
116,2075,0,0,0,NA
116,2075,0,0,1,NA
116,2075,0,0,2,0.74
116,2075,0,0,3,0.92
116,2075,0,0,4,0.72
116,2075,0,0,5,1.07
116,2075,0,0,6,1.45
116,2075,0,0,7,1.38
116,2080,0,0,0,NA
116,2080,0,0,1,NA
116,2080,0,0,2,0.74
116,2080,0,0,3,0.93
116,2080,0,0,4,0.72
116,2080,0,0,5,1.07
116,2080,0,0,6,1.45
116,2080,0,0,7,1.38
116,2085,0,0,0,NA
116,2085,0,0,1,NA
116,2085,0,0,2,0.75
116,2085,0,0,3,0.94
116,2085,0,0,4,0.72
116,2085,0,0,5,1.07
116,2085,0,0,6,1.45
116,2085,0,0,7,1.38
116,2090,0,0,0,NA
116,2090,0,0,1,NA
116,2090,0,0,2,0.76
116,2090,0,0,3,0.95
116,2090,0,0,4,0.72
116,2090,0,0,5,1.08
116,2090,0,0,6,1.46
116,2090,0,0,7,1.38
116,2095,0,0,0,NA
116,2095,0,0,1,NA
116,2095,0,0,2,0.76
116,2095,0,0,3,0.95
116,2095,0,0,4,0.72
116,2095,0,0,5,1.08
116,2095,0,0,6,1.47
116,2095,0,0,7,1.39
116,2100,0,0,0,NA
116,2100,0,0,1,NA
116,2100,0,0,2,0.76
116,2100,0,0,3,0.96
116,2100,0,0,4,0.73
116,2100,0,0,5,1.09
116,2100,0,0,6,1.47
116,2100,0,0,7,1.4
120,1970,0,0,0,NA
120,1970,0,0,1,NA
120,1970,0,0,2,0.63
120,1970,0,0,3,3.7
120,1970,0,0,4,8.45
120,1970,0,0,5,12.66
120,1970,0,0,6,1.51
120,1970,0,0,7,8.86
120,1975,0,0,0,NA
120,1975,0,0,1,NA
120,1975,0,0,2,0.6
120,1975,0,0,3,2.58
120,1975,0,0,4,5.53
120,1975,0,0,5,5.81
120,1975,0,0,6,2.22
120,1975,0,0,7,11.14
120,1980,0,0,0,NA
120,1980,0,0,1,NA
120,1980,0,0,2,0.59
120,1980,0,0,3,1.85
120,1980,0,0,4,3.4
120,1980,0,0,5,4.21
120,1980,0,0,6,2.59
120,1980,0,0,7,7.26
120,1985,0,0,0,NA
120,1985,0,0,1,NA
120,1985,0,0,2,0.56
120,1985,0,0,3,1.41
120,1985,0,0,4,2.53
120,1985,0,0,5,2.94
120,1985,0,0,6,2.72
120,1985,0,0,7,5.37
120,1990,0,0,0,NA
120,1990,0,0,1,NA
120,1990,0,0,2,0.55
120,1990,0,0,3,1.17
120,1990,0,0,4,1.94
120,1990,0,0,5,2.35
120,1990,0,0,6,2.46
120,1990,0,0,7,4.22
120,1995,0,0,0,NA
120,1995,0,0,1,NA
120,1995,0,0,2,0.54
120,1995,0,0,3,1.01
120,1995,0,0,4,1.63
120,1995,0,0,5,1.84
120,1995,0,0,6,2.52
120,1995,0,0,7,3.89
120,2000,0,0,0,NA
120,2000,0,0,1,NA
120,2000,0,0,2,0.53
120,2000,0,0,3,0.92
120,2000,0,0,4,1.45
120,2000,0,0,5,1.65
120,2000,0,0,6,2.38
120,2000,0,0,7,3.24
120,2005,0,0,0,NA
120,2005,0,0,1,NA
120,2005,0,0,2,0.51
120,2005,0,0,3,0.88
120,2005,0,0,4,1.23
120,2005,0,0,5,1.7
120,2005,0,0,6,2.3
120,2005,0,0,7,2.71
120,2010,0,0,0,NA
120,2010,0,0,1,NA
120,2010,0,0,2,0.51
120,2010,0,0,3,0.86
120,2010,0,0,4,1.14
120,2010,0,0,5,1.4
120,2010,0,0,6,2.05
120,2010,0,0,7,2.26
120,2015,0,0,0,NA
120,2015,0,0,1,NA
120,2015,0,0,2,0.48
120,2015,0,0,3,0.88
120,2015,0,0,4,1.05
120,2015,0,0,5,1.46
120,2015,0,0,6,2.14
120,2015,0,0,7,2.21
120,2020,0,0,0,NA
120,2020,0,0,1,NA
120,2020,0,0,2,0.48
120,2020,0,0,3,0.89
120,2020,0,0,4,1.01
120,2020,0,0,5,1.43
120,2020,0,0,6,2.11
120,2020,0,0,7,2.11
120,2025,0,0,0,NA
120,2025,0,0,1,NA
120,2025,0,0,2,0.48
120,2025,0,0,3,0.91
120,2025,0,0,4,0.98
120,2025,0,0,5,1.4
120,2025,0,0,6,2.09
120,2025,0,0,7,2.04
120,2030,0,0,0,NA
120,2030,0,0,1,NA
120,2030,0,0,2,0.48
120,2030,0,0,3,0.92
120,2030,0,0,4,0.95
120,2030,0,0,5,1.38
120,2030,0,0,6,2.07
120,2030,0,0,7,1.97
120,2035,0,0,0,NA
120,2035,0,0,1,NA
120,2035,0,0,2,0.48
120,2035,0,0,3,0.93
120,2035,0,0,4,0.93
120,2035,0,0,5,1.36
120,2035,0,0,6,2.04
120,2035,0,0,7,1.92
120,2040,0,0,0,NA
120,2040,0,0,1,NA
120,2040,0,0,2,0.47
120,2040,0,0,3,0.94
120,2040,0,0,4,0.92
120,2040,0,0,5,1.35
120,2040,0,0,6,2.02
120,2040,0,0,7,1.88
120,2045,0,0,0,NA
120,2045,0,0,1,NA
120,2045,0,0,2,0.47
120,2045,0,0,3,0.95
120,2045,0,0,4,0.9
120,2045,0,0,5,1.34
120,2045,0,0,6,2
120,2045,0,0,7,1.84
120,2050,0,0,0,NA
120,2050,0,0,1,NA
120,2050,0,0,2,0.47
120,2050,0,0,3,0.95
120,2050,0,0,4,0.89
120,2050,0,0,5,1.33
120,2050,0,0,6,1.98
120,2050,0,0,7,1.82
120,2055,0,0,0,NA
120,2055,0,0,1,NA
120,2055,0,0,2,0.46
120,2055,0,0,3,0.95
120,2055,0,0,4,0.88
120,2055,0,0,5,1.32
120,2055,0,0,6,1.96
120,2055,0,0,7,1.79
120,2060,0,0,0,NA
120,2060,0,0,1,NA
120,2060,0,0,2,0.46
120,2060,0,0,3,0.95
120,2060,0,0,4,0.88
120,2060,0,0,5,1.31
120,2060,0,0,6,1.95
120,2060,0,0,7,1.78
120,2065,0,0,0,NA
120,2065,0,0,1,NA
120,2065,0,0,2,0.46
120,2065,0,0,3,0.95
120,2065,0,0,4,0.87
120,2065,0,0,5,1.31
120,2065,0,0,6,1.94
120,2065,0,0,7,1.77
120,2070,0,0,0,NA
120,2070,0,0,1,NA
120,2070,0,0,2,0.45
120,2070,0,0,3,0.94
120,2070,0,0,4,0.87
120,2070,0,0,5,1.3
120,2070,0,0,6,1.93
120,2070,0,0,7,1.76
120,2075,0,0,0,NA
120,2075,0,0,1,NA
120,2075,0,0,2,0.45
120,2075,0,0,3,0.93
120,2075,0,0,4,0.86
120,2075,0,0,5,1.29
120,2075,0,0,6,1.92
120,2075,0,0,7,1.75
120,2080,0,0,0,NA
120,2080,0,0,1,NA
120,2080,0,0,2,0.45
120,2080,0,0,3,0.93
120,2080,0,0,4,0.85
120,2080,0,0,5,1.29
120,2080,0,0,6,1.91
120,2080,0,0,7,1.74
120,2085,0,0,0,NA
120,2085,0,0,1,NA
120,2085,0,0,2,0.45
120,2085,0,0,3,0.92
120,2085,0,0,4,0.85
120,2085,0,0,5,1.28
120,2085,0,0,6,1.9
120,2085,0,0,7,1.73
120,2090,0,0,0,NA
120,2090,0,0,1,NA
120,2090,0,0,2,0.44
120,2090,0,0,3,0.92
120,2090,0,0,4,0.84
120,2090,0,0,5,1.28
120,2090,0,0,6,1.89
120,2090,0,0,7,1.73
120,2095,0,0,0,NA
120,2095,0,0,1,NA
120,2095,0,0,2,0.44
120,2095,0,0,3,0.91
120,2095,0,0,4,0.84
120,2095,0,0,5,1.27
120,2095,0,0,6,1.88
120,2095,0,0,7,1.72
120,2100,0,0,0,NA
120,2100,0,0,1,NA
120,2100,0,0,2,0.44
120,2100,0,0,3,0.91
120,2100,0,0,4,0.84
120,2100,0,0,5,1.27
120,2100,0,0,6,1.88
120,2100,0,0,7,1.71
124,1970,0,0,0,NA
124,1970,0,0,1,NA
124,1970,0,0,2,0.81
124,1970,0,0,3,1.06
124,1970,0,0,4,1.07
124,1970,0,0,5,0.76
124,1970,0,0,6,0.71
124,1970,0,0,7,1.3
124,1975,0,0,0,NA
124,1975,0,0,1,NA
124,1975,0,0,2,0.79
124,1975,0,0,3,1
124,1975,0,0,4,1.03
124,1975,0,0,5,0.79
124,1975,0,0,6,0.74
124,1975,0,0,7,1.24
124,1980,0,0,0,NA
124,1980,0,0,1,NA
124,1980,0,0,2,0.77
124,1980,0,0,3,0.93
124,1980,0,0,4,0.98
124,1980,0,0,5,0.82
124,1980,0,0,6,0.76
124,1980,0,0,7,1.19
124,1985,0,0,0,NA
124,1985,0,0,1,NA
124,1985,0,0,2,0.81
124,1985,0,0,3,0.96
124,1985,0,0,4,1.01
124,1985,0,0,5,0.88
124,1985,0,0,6,0.78
124,1985,0,0,7,1.14
124,1990,0,0,0,NA
124,1990,0,0,1,NA
124,1990,0,0,2,0.76
124,1990,0,0,3,0.87
124,1990,0,0,4,0.93
124,1990,0,0,5,0.89
124,1990,0,0,6,0.8
124,1990,0,0,7,1.1
124,1995,0,0,0,NA
124,1995,0,0,1,NA
124,1995,0,0,2,0.76
124,1995,0,0,3,0.84
124,1995,0,0,4,0.91
124,1995,0,0,5,0.92
124,1995,0,0,6,0.83
124,1995,0,0,7,1.06
124,2000,0,0,0,NA
124,2000,0,0,1,NA
124,2000,0,0,2,0.77
124,2000,0,0,3,0.8
124,2000,0,0,4,0.9
124,2000,0,0,5,0.94
124,2000,0,0,6,0.86
124,2000,0,0,7,1.03
124,2005,0,0,0,NA
124,2005,0,0,1,NA
124,2005,0,0,2,0.78
124,2005,0,0,3,0.83
124,2005,0,0,4,0.9
124,2005,0,0,5,0.97
124,2005,0,0,6,0.89
124,2005,0,0,7,1
124,2010,0,0,0,NA
124,2010,0,0,1,NA
124,2010,0,0,2,0.8
124,2010,0,0,3,0.83
124,2010,0,0,4,0.9
124,2010,0,0,5,1
124,2010,0,0,6,0.92
124,2010,0,0,7,0.98
124,2015,0,0,0,NA
124,2015,0,0,1,NA
124,2015,0,0,2,0.82
124,2015,0,0,3,0.85
124,2015,0,0,4,0.92
124,2015,0,0,5,1.07
124,2015,0,0,6,0.94
124,2015,0,0,7,0.97
124,2020,0,0,0,NA
124,2020,0,0,1,NA
124,2020,0,0,2,0.85
124,2020,0,0,3,0.87
124,2020,0,0,4,0.94
124,2020,0,0,5,1.12
124,2020,0,0,6,0.97
124,2020,0,0,7,0.95
124,2025,0,0,0,NA
124,2025,0,0,1,NA
124,2025,0,0,2,0.87
124,2025,0,0,3,0.9
124,2025,0,0,4,0.96
124,2025,0,0,5,1.16
124,2025,0,0,6,0.99
124,2025,0,0,7,0.94
124,2030,0,0,0,NA
124,2030,0,0,1,NA
124,2030,0,0,2,0.9
124,2030,0,0,3,0.93
124,2030,0,0,4,0.99
124,2030,0,0,5,1.2
124,2030,0,0,6,1.01
124,2030,0,0,7,0.92
124,2035,0,0,0,NA
124,2035,0,0,1,NA
124,2035,0,0,2,0.94
124,2035,0,0,3,0.98
124,2035,0,0,4,1.03
124,2035,0,0,5,1.23
124,2035,0,0,6,1.03
124,2035,0,0,7,0.91
124,2040,0,0,0,NA
124,2040,0,0,1,NA
124,2040,0,0,2,0.98
124,2040,0,0,3,1.05
124,2040,0,0,4,1.09
124,2040,0,0,5,1.27
124,2040,0,0,6,1.04
124,2040,0,0,7,0.9
124,2045,0,0,0,NA
124,2045,0,0,1,NA
124,2045,0,0,2,1.03
124,2045,0,0,3,1.13
124,2045,0,0,4,1.15
124,2045,0,0,5,1.3
124,2045,0,0,6,1.06
124,2045,0,0,7,0.9
124,2050,0,0,0,NA
124,2050,0,0,1,NA
124,2050,0,0,2,1.08
124,2050,0,0,3,1.23
124,2050,0,0,4,1.21
124,2050,0,0,5,1.34
124,2050,0,0,6,1.07
124,2050,0,0,7,0.89
124,2055,0,0,0,NA
124,2055,0,0,1,NA
124,2055,0,0,2,1.13
124,2055,0,0,3,1.32
124,2055,0,0,4,1.26
124,2055,0,0,5,1.36
124,2055,0,0,6,1.09
124,2055,0,0,7,0.89
124,2060,0,0,0,NA
124,2060,0,0,1,NA
124,2060,0,0,2,1.17
124,2060,0,0,3,1.39
124,2060,0,0,4,1.3
124,2060,0,0,5,1.39
124,2060,0,0,6,1.1
124,2060,0,0,7,0.89
124,2065,0,0,0,NA
124,2065,0,0,1,NA
124,2065,0,0,2,1.21
124,2065,0,0,3,1.45
124,2065,0,0,4,1.32
124,2065,0,0,5,1.41
124,2065,0,0,6,1.11
124,2065,0,0,7,0.89
124,2070,0,0,0,NA
124,2070,0,0,1,NA
124,2070,0,0,2,1.23
124,2070,0,0,3,1.48
124,2070,0,0,4,1.34
124,2070,0,0,5,1.42
124,2070,0,0,6,1.11
124,2070,0,0,7,0.89
124,2075,0,0,0,NA
124,2075,0,0,1,NA
124,2075,0,0,2,1.24
124,2075,0,0,3,1.49
124,2075,0,0,4,1.34
124,2075,0,0,5,1.42
124,2075,0,0,6,1.11
124,2075,0,0,7,0.89
124,2080,0,0,0,NA
124,2080,0,0,1,NA
124,2080,0,0,2,1.24
124,2080,0,0,3,1.49
124,2080,0,0,4,1.34
124,2080,0,0,5,1.42
124,2080,0,0,6,1.11
124,2080,0,0,7,0.89
124,2085,0,0,0,NA
124,2085,0,0,1,NA
124,2085,0,0,2,1.24
124,2085,0,0,3,1.49
124,2085,0,0,4,1.34
124,2085,0,0,5,1.42
124,2085,0,0,6,1.11
124,2085,0,0,7,0.89
124,2090,0,0,0,NA
124,2090,0,0,1,NA
124,2090,0,0,2,1.25
124,2090,0,0,3,1.49
124,2090,0,0,4,1.34
124,2090,0,0,5,1.42
124,2090,0,0,6,1.11
124,2090,0,0,7,0.89
124,2095,0,0,0,NA
124,2095,0,0,1,NA
124,2095,0,0,2,1.25
124,2095,0,0,3,1.49
124,2095,0,0,4,1.34
124,2095,0,0,5,1.42
124,2095,0,0,6,1.11
124,2095,0,0,7,0.89
124,2100,0,0,0,NA
124,2100,0,0,1,NA
124,2100,0,0,2,1.25
124,2100,0,0,3,1.49
124,2100,0,0,4,1.34
124,2100,0,0,5,1.42
124,2100,0,0,6,1.11
124,2100,0,0,7,0.89
132,1970,0,0,0,NA
132,1970,0,0,1,NA
132,1970,0,0,2,0.57
132,1970,0,0,3,1.83
132,1970,0,0,4,2.56
132,1970,0,0,5,3
132,1970,0,0,6,Inf
132,1970,0,0,7,2.5
132,1975,0,0,0,NA
132,1975,0,0,1,NA
132,1975,0,0,2,0.53
132,1975,0,0,3,1.65
132,1975,0,0,4,2.37
132,1975,0,0,5,2.2
132,1975,0,0,6,5
132,1975,0,0,7,3
132,1980,0,0,0,NA
132,1980,0,0,1,NA
132,1980,0,0,2,0.43
132,1980,0,0,3,1.23
132,1980,0,0,4,1.58
132,1980,0,0,5,1.38
132,1980,0,0,6,3
132,1980,0,0,7,2.25
132,1985,0,0,0,NA
132,1985,0,0,1,NA
132,1985,0,0,2,0.4
132,1985,0,0,3,1.12
132,1985,0,0,4,1.38
132,1985,0,0,5,1.19
132,1985,0,0,6,2.25
132,1985,0,0,7,2.14
132,1990,0,0,0,NA
132,1990,0,0,1,NA
132,1990,0,0,2,0.39
132,1990,0,0,3,1.07
132,1990,0,0,4,1.29
132,1990,0,0,5,1.3
132,1990,0,0,6,2.33
132,1990,0,0,7,2
132,1995,0,0,0,NA
132,1995,0,0,1,NA
132,1995,0,0,2,0.38
132,1995,0,0,3,1.03
132,1995,0,0,4,1.18
132,1995,0,0,5,1.32
132,1995,0,0,6,1.9
132,1995,0,0,7,1.81
132,2000,0,0,0,NA
132,2000,0,0,1,NA
132,2000,0,0,2,0.37
132,2000,0,0,3,1.02
132,2000,0,0,4,1.16
132,2000,0,0,5,1.23
132,2000,0,0,6,1.52
132,2000,0,0,7,1.71
132,2005,0,0,0,NA
132,2005,0,0,1,NA
132,2005,0,0,2,0.37
132,2005,0,0,3,1.03
132,2005,0,0,4,1.14
132,2005,0,0,5,1.11
132,2005,0,0,6,1.47
132,2005,0,0,7,1.61
132,2010,0,0,0,NA
132,2010,0,0,1,NA
132,2010,0,0,2,0.37
132,2010,0,0,3,1.05
132,2010,0,0,4,1.15
132,2010,0,0,5,1.06
132,2010,0,0,6,1.43
132,2010,0,0,7,1.52
132,2015,0,0,0,NA
132,2015,0,0,1,NA
132,2015,0,0,2,0.36
132,2015,0,0,3,1.07
132,2015,0,0,4,1.14
132,2015,0,0,5,1.04
132,2015,0,0,6,1.33
132,2015,0,0,7,1.56
132,2020,0,0,0,NA
132,2020,0,0,1,NA
132,2020,0,0,2,0.36
132,2020,0,0,3,1.09
132,2020,0,0,4,1.14
132,2020,0,0,5,1.05
132,2020,0,0,6,1.29
132,2020,0,0,7,1.55
132,2025,0,0,0,NA
132,2025,0,0,1,NA
132,2025,0,0,2,0.37
132,2025,0,0,3,1.1
132,2025,0,0,4,1.15
132,2025,0,0,5,1.05
132,2025,0,0,6,1.27
132,2025,0,0,7,1.55
132,2030,0,0,0,NA
132,2030,0,0,1,NA
132,2030,0,0,2,0.4
132,2030,0,0,3,1.11
132,2030,0,0,4,1.15
132,2030,0,0,5,1.05
132,2030,0,0,6,1.26
132,2030,0,0,7,1.55
132,2035,0,0,0,NA
132,2035,0,0,1,NA
132,2035,0,0,2,0.44
132,2035,0,0,3,1.12
132,2035,0,0,4,1.16
132,2035,0,0,5,1.06
132,2035,0,0,6,1.25
132,2035,0,0,7,1.55
132,2040,0,0,0,NA
132,2040,0,0,1,NA
132,2040,0,0,2,0.5
132,2040,0,0,3,1.13
132,2040,0,0,4,1.16
132,2040,0,0,5,1.06
132,2040,0,0,6,1.24
132,2040,0,0,7,1.54
132,2045,0,0,0,NA
132,2045,0,0,1,NA
132,2045,0,0,2,0.58
132,2045,0,0,3,1.14
