"isono","year","sexno","ageno","eduno","ggapedu25"
404,2050,0,0,4,0.75
404,2050,0,0,5,0.88
404,2050,0,0,6,1.33
404,2050,0,0,7,2.29
404,2055,0,0,0,NA
404,2055,0,0,1,NA
404,2055,0,0,2,0.64
404,2055,0,0,3,0.89
404,2055,0,0,4,0.74
404,2055,0,0,5,0.87
404,2055,0,0,6,1.33
404,2055,0,0,7,2.28
404,2060,0,0,0,NA
404,2060,0,0,1,NA
404,2060,0,0,2,0.64
404,2060,0,0,3,0.89
404,2060,0,0,4,0.74
404,2060,0,0,5,0.86
404,2060,0,0,6,1.32
404,2060,0,0,7,2.27
404,2065,0,0,0,NA
404,2065,0,0,1,NA
404,2065,0,0,2,0.63
404,2065,0,0,3,0.89
404,2065,0,0,4,0.73
404,2065,0,0,5,0.85
404,2065,0,0,6,1.32
404,2065,0,0,7,2.27
404,2070,0,0,0,NA
404,2070,0,0,1,NA
404,2070,0,0,2,0.63
404,2070,0,0,3,0.88
404,2070,0,0,4,0.73
404,2070,0,0,5,0.84
404,2070,0,0,6,1.31
404,2070,0,0,7,2.26
404,2075,0,0,0,NA
404,2075,0,0,1,NA
404,2075,0,0,2,0.63
404,2075,0,0,3,0.88
404,2075,0,0,4,0.72
404,2075,0,0,5,0.84
404,2075,0,0,6,1.31
404,2075,0,0,7,2.25
404,2080,0,0,0,NA
404,2080,0,0,1,NA
404,2080,0,0,2,0.62
404,2080,0,0,3,0.87
404,2080,0,0,4,0.72
404,2080,0,0,5,0.84
404,2080,0,0,6,1.3
404,2080,0,0,7,2.25
404,2085,0,0,0,NA
404,2085,0,0,1,NA
404,2085,0,0,2,0.62
404,2085,0,0,3,0.87
404,2085,0,0,4,0.72
404,2085,0,0,5,0.83
404,2085,0,0,6,1.3
404,2085,0,0,7,2.24
404,2090,0,0,0,NA
404,2090,0,0,1,NA
404,2090,0,0,2,0.62
404,2090,0,0,3,0.87
404,2090,0,0,4,0.72
404,2090,0,0,5,0.83
404,2090,0,0,6,1.3
404,2090,0,0,7,2.24
404,2095,0,0,0,NA
404,2095,0,0,1,NA
404,2095,0,0,2,0.62
404,2095,0,0,3,0.87
404,2095,0,0,4,0.72
404,2095,0,0,5,0.83
404,2095,0,0,6,1.3
404,2095,0,0,7,2.25
404,2100,0,0,0,NA
404,2100,0,0,1,NA
404,2100,0,0,2,0.62
404,2100,0,0,3,0.87
404,2100,0,0,4,0.72
404,2100,0,0,5,0.83
404,2100,0,0,6,1.3
404,2100,0,0,7,2.25
408,1970,0,0,0,NA
408,1970,0,0,1,NA
408,1970,0,0,2,0.43
408,1970,0,0,3,0.26
408,1970,0,0,4,1.16
408,1970,0,0,5,2.05
408,1970,0,0,6,0.83
408,1970,0,0,7,1.77
408,1975,0,0,0,NA
408,1975,0,0,1,NA
408,1975,0,0,2,0.41
408,1975,0,0,3,0.26
408,1975,0,0,4,1.13
408,1975,0,0,5,1.96
408,1975,0,0,6,0.9
408,1975,0,0,7,1.74
408,1980,0,0,0,NA
408,1980,0,0,1,NA
408,1980,0,0,2,0.39
408,1980,0,0,3,0.26
408,1980,0,0,4,1.08
408,1980,0,0,5,1.88
408,1980,0,0,6,0.94
408,1980,0,0,7,1.75
408,1985,0,0,0,NA
408,1985,0,0,1,NA
408,1985,0,0,2,0.37
408,1985,0,0,3,0.28
408,1985,0,0,4,1.01
408,1985,0,0,5,1.72
408,1985,0,0,6,1.06
408,1985,0,0,7,1.57
408,1990,0,0,0,NA
408,1990,0,0,1,NA
408,1990,0,0,2,0.34
408,1990,0,0,3,0.27
408,1990,0,0,4,0.95
408,1990,0,0,5,1.54
408,1990,0,0,6,1.1
408,1990,0,0,7,1.51
408,1995,0,0,0,NA
408,1995,0,0,1,NA
408,1995,0,0,2,0.32
408,1995,0,0,3,0.27
408,1995,0,0,4,0.89
408,1995,0,0,5,1.42
408,1995,0,0,6,1.08
408,1995,0,0,7,1.54
408,2000,0,0,0,NA
408,2000,0,0,1,NA
408,2000,0,0,2,0.28
408,2000,0,0,3,0.27
408,2000,0,0,4,0.82
408,2000,0,0,5,1.32
408,2000,0,0,6,1.09
408,2000,0,0,7,1.4
408,2005,0,0,0,NA
408,2005,0,0,1,NA
408,2005,0,0,2,0.25
408,2005,0,0,3,0.28
408,2005,0,0,4,0.77
408,2005,0,0,5,1.25
408,2005,0,0,6,1.1
408,2005,0,0,7,1.3
408,2010,0,0,0,NA
408,2010,0,0,1,NA
408,2010,0,0,2,0.24
408,2010,0,0,3,0.28
408,2010,0,0,4,0.73
408,2010,0,0,5,1.19
408,2010,0,0,6,1.1
408,2010,0,0,7,1.2
408,2015,0,0,0,NA
408,2015,0,0,1,NA
408,2015,0,0,2,0.23
408,2015,0,0,3,0.28
408,2015,0,0,4,0.69
408,2015,0,0,5,1.15
408,2015,0,0,6,1.1
408,2015,0,0,7,1.15
408,2020,0,0,0,NA
408,2020,0,0,1,NA
408,2020,0,0,2,0.23
408,2020,0,0,3,0.29
408,2020,0,0,4,0.65
408,2020,0,0,5,1.11
408,2020,0,0,6,1.1
408,2020,0,0,7,1.11
408,2025,0,0,0,NA
408,2025,0,0,1,NA
408,2025,0,0,2,0.24
408,2025,0,0,3,0.31
408,2025,0,0,4,0.62
408,2025,0,0,5,1.09
408,2025,0,0,6,1.09
408,2025,0,0,7,1.07
408,2030,0,0,0,NA
408,2030,0,0,1,NA
408,2030,0,0,2,0.25
408,2030,0,0,3,0.36
408,2030,0,0,4,0.61
408,2030,0,0,5,1.06
408,2030,0,0,6,1.07
408,2030,0,0,7,1.04
408,2035,0,0,0,NA
408,2035,0,0,1,NA
408,2035,0,0,2,0.28
408,2035,0,0,3,0.43
408,2035,0,0,4,0.59
408,2035,0,0,5,1.03
408,2035,0,0,6,1.05
408,2035,0,0,7,1.01
408,2040,0,0,0,NA
408,2040,0,0,1,NA
408,2040,0,0,2,0.31
408,2040,0,0,3,0.52
408,2040,0,0,4,0.59
408,2040,0,0,5,1
408,2040,0,0,6,1.03
408,2040,0,0,7,0.98
408,2045,0,0,0,NA
408,2045,0,0,1,NA
408,2045,0,0,2,0.35
408,2045,0,0,3,0.63
408,2045,0,0,4,0.59
408,2045,0,0,5,0.98
408,2045,0,0,6,1.02
408,2045,0,0,7,0.95
408,2050,0,0,0,NA
408,2050,0,0,1,NA
408,2050,0,0,2,0.4
408,2050,0,0,3,0.77
408,2050,0,0,4,0.61
408,2050,0,0,5,0.96
408,2050,0,0,6,1.01
408,2050,0,0,7,0.93
408,2055,0,0,0,NA
408,2055,0,0,1,NA
408,2055,0,0,2,0.44
408,2055,0,0,3,0.91
408,2055,0,0,4,0.63
408,2055,0,0,5,0.95
408,2055,0,0,6,1
408,2055,0,0,7,0.91
408,2060,0,0,0,NA
408,2060,0,0,1,NA
408,2060,0,0,2,0.49
408,2060,0,0,3,1.04
408,2060,0,0,4,0.66
408,2060,0,0,5,0.95
408,2060,0,0,6,0.99
408,2060,0,0,7,0.9
408,2065,0,0,0,NA
408,2065,0,0,1,NA
408,2065,0,0,2,0.53
408,2065,0,0,3,1.14
408,2065,0,0,4,0.68
408,2065,0,0,5,0.95
408,2065,0,0,6,0.98
408,2065,0,0,7,0.89
408,2070,0,0,0,NA
408,2070,0,0,1,NA
408,2070,0,0,2,0.56
408,2070,0,0,3,1.2
408,2070,0,0,4,0.69
408,2070,0,0,5,0.94
408,2070,0,0,6,0.98
408,2070,0,0,7,0.88
408,2075,0,0,0,NA
408,2075,0,0,1,NA
408,2075,0,0,2,0.59
408,2075,0,0,3,1.25
408,2075,0,0,4,0.7
408,2075,0,0,5,0.94
408,2075,0,0,6,0.97
408,2075,0,0,7,0.87
408,2080,0,0,0,NA
408,2080,0,0,1,NA
408,2080,0,0,2,0.6
408,2080,0,0,3,1.28
408,2080,0,0,4,0.7
408,2080,0,0,5,0.94
408,2080,0,0,6,0.96
408,2080,0,0,7,0.87
408,2085,0,0,0,NA
408,2085,0,0,1,NA
408,2085,0,0,2,0.61
408,2085,0,0,3,1.31
408,2085,0,0,4,0.7
408,2085,0,0,5,0.94
408,2085,0,0,6,0.95
408,2085,0,0,7,0.86
408,2090,0,0,0,NA
408,2090,0,0,1,NA
408,2090,0,0,2,0.62
408,2090,0,0,3,1.34
408,2090,0,0,4,0.7
408,2090,0,0,5,0.94
408,2090,0,0,6,0.95
408,2090,0,0,7,0.86
408,2095,0,0,0,NA
408,2095,0,0,1,NA
408,2095,0,0,2,0.62
408,2095,0,0,3,1.35
408,2095,0,0,4,0.7
408,2095,0,0,5,0.94
408,2095,0,0,6,0.95
408,2095,0,0,7,0.86
408,2100,0,0,0,NA
408,2100,0,0,1,NA
408,2100,0,0,2,0.62
408,2100,0,0,3,1.37
408,2100,0,0,4,0.7
408,2100,0,0,5,0.94
408,2100,0,0,6,0.95
408,2100,0,0,7,0.87
410,1970,0,0,0,NA
410,1970,0,0,1,NA
410,1970,0,0,2,0.53
410,1970,0,0,3,0.64
410,1970,0,0,4,1.1
410,1970,0,0,5,1.59
410,1970,0,0,6,2.53
410,1970,0,0,7,4.92
410,1975,0,0,0,NA
410,1975,0,0,1,NA
410,1975,0,0,2,0.48
410,1975,0,0,3,0.6
410,1975,0,0,4,0.98
410,1975,0,0,5,1.32
410,1975,0,0,6,2.14
410,1975,0,0,7,3.73
410,1980,0,0,0,NA
410,1980,0,0,1,NA
410,1980,0,0,2,0.43
410,1980,0,0,3,0.57
410,1980,0,0,4,0.89
410,1980,0,0,5,1.09
410,1980,0,0,6,1.73
410,1980,0,0,7,2.93
410,1985,0,0,0,NA
410,1985,0,0,1,NA
410,1985,0,0,2,0.4
410,1985,0,0,3,0.54
410,1985,0,0,4,0.82
410,1985,0,0,5,0.94
410,1985,0,0,6,1.41
410,1985,0,0,7,2.45
410,1990,0,0,0,NA
410,1990,0,0,1,NA
410,1990,0,0,2,0.35
410,1990,0,0,3,0.51
410,1990,0,0,4,0.76
410,1990,0,0,5,0.9
410,1990,0,0,6,1.23
410,1990,0,0,7,2.08
410,1995,0,0,0,NA
410,1995,0,0,1,NA
410,1995,0,0,2,0.32
410,1995,0,0,3,0.48
410,1995,0,0,4,0.71
410,1995,0,0,5,0.88
410,1995,0,0,6,1.11
410,1995,0,0,7,1.79
410,2000,0,0,0,NA
410,2000,0,0,1,NA
410,2000,0,0,2,0.29
410,2000,0,0,3,0.45
410,2000,0,0,4,0.66
410,2000,0,0,5,0.88
410,2000,0,0,6,1.05
410,2000,0,0,7,1.55
410,2005,0,0,0,NA
410,2005,0,0,1,NA
410,2005,0,0,2,0.26
410,2005,0,0,3,0.42
410,2005,0,0,4,0.62
410,2005,0,0,5,0.86
410,2005,0,0,6,1.03
410,2005,0,0,7,1.38
410,2010,0,0,0,NA
410,2010,0,0,1,NA
410,2010,0,0,2,0.24
410,2010,0,0,3,0.39
410,2010,0,0,4,0.57
410,2010,0,0,5,0.83
410,2010,0,0,6,1.02
410,2010,0,0,7,1.29
410,2015,0,0,0,NA
410,2015,0,0,1,NA
410,2015,0,0,2,0.22
410,2015,0,0,3,0.36
410,2015,0,0,4,0.52
410,2015,0,0,5,0.79
410,2015,0,0,6,1.02
410,2015,0,0,7,1.23
410,2020,0,0,0,NA
410,2020,0,0,1,NA
410,2020,0,0,2,0.21
410,2020,0,0,3,0.33
410,2020,0,0,4,0.47
410,2020,0,0,5,0.75
410,2020,0,0,6,1.01
410,2020,0,0,7,1.18
410,2025,0,0,0,NA
410,2025,0,0,1,NA
410,2025,0,0,2,0.21
410,2025,0,0,3,0.32
410,2025,0,0,4,0.43
410,2025,0,0,5,0.7
410,2025,0,0,6,1
410,2025,0,0,7,1.14
410,2030,0,0,0,NA
410,2030,0,0,1,NA
410,2030,0,0,2,0.23
410,2030,0,0,3,0.31
410,2030,0,0,4,0.39
410,2030,0,0,5,0.66
410,2030,0,0,6,0.98
410,2030,0,0,7,1.1
410,2035,0,0,0,NA
410,2035,0,0,1,NA
410,2035,0,0,2,0.28
410,2035,0,0,3,0.31
410,2035,0,0,4,0.36
410,2035,0,0,5,0.61
410,2035,0,0,6,0.96
410,2035,0,0,7,1.07
410,2040,0,0,0,NA
410,2040,0,0,1,NA
410,2040,0,0,2,0.34
410,2040,0,0,3,0.33
410,2040,0,0,4,0.34
410,2040,0,0,5,0.58
410,2040,0,0,6,0.95
410,2040,0,0,7,1.04
410,2045,0,0,0,NA
410,2045,0,0,1,NA
410,2045,0,0,2,0.43
410,2045,0,0,3,0.35
410,2045,0,0,4,0.33
410,2045,0,0,5,0.56
410,2045,0,0,6,0.94
410,2045,0,0,7,1.01
410,2050,0,0,0,NA
410,2050,0,0,1,NA
410,2050,0,0,2,0.53
410,2050,0,0,3,0.37
410,2050,0,0,4,0.34
410,2050,0,0,5,0.58
410,2050,0,0,6,0.94
410,2050,0,0,7,0.97
410,2055,0,0,0,NA
410,2055,0,0,1,NA
410,2055,0,0,2,0.63
410,2055,0,0,3,0.42
410,2055,0,0,4,0.37
410,2055,0,0,5,0.65
410,2055,0,0,6,0.95
410,2055,0,0,7,0.94
410,2060,0,0,0,NA
410,2060,0,0,1,NA
410,2060,0,0,2,0.73
410,2060,0,0,3,0.51
410,2060,0,0,4,0.46
410,2060,0,0,5,0.77
410,2060,0,0,6,0.98
410,2060,0,0,7,0.92
410,2065,0,0,0,NA
410,2065,0,0,1,NA
410,2065,0,0,2,0.81
410,2065,0,0,3,0.66
410,2065,0,0,4,0.59
410,2065,0,0,5,0.94
410,2065,0,0,6,1.01
410,2065,0,0,7,0.9
410,2070,0,0,0,NA
410,2070,0,0,1,NA
410,2070,0,0,2,0.87
410,2070,0,0,3,0.84
410,2070,0,0,4,0.72
410,2070,0,0,5,1.08
410,2070,0,0,6,1.06
410,2070,0,0,7,0.88
410,2075,0,0,0,NA
410,2075,0,0,1,NA
410,2075,0,0,2,0.93
410,2075,0,0,3,1
410,2075,0,0,4,0.81
410,2075,0,0,5,1.18
410,2075,0,0,6,1.09
410,2075,0,0,7,0.87
410,2080,0,0,0,NA
410,2080,0,0,1,NA
410,2080,0,0,2,0.98
410,2080,0,0,3,1.12
410,2080,0,0,4,0.84
410,2080,0,0,5,1.22
410,2080,0,0,6,1.11
410,2080,0,0,7,0.86
410,2085,0,0,0,NA
410,2085,0,0,1,NA
410,2085,0,0,2,1.02
410,2085,0,0,3,1.19
410,2085,0,0,4,0.86
410,2085,0,0,5,1.23
410,2085,0,0,6,1.12
410,2085,0,0,7,0.86
410,2090,0,0,0,NA
410,2090,0,0,1,NA
410,2090,0,0,2,1.05
410,2090,0,0,3,1.24
410,2090,0,0,4,0.86
410,2090,0,0,5,1.24
410,2090,0,0,6,1.13
410,2090,0,0,7,0.86
410,2095,0,0,0,NA
410,2095,0,0,1,NA
410,2095,0,0,2,1.07
410,2095,0,0,3,1.26
410,2095,0,0,4,0.87
410,2095,0,0,5,1.24
410,2095,0,0,6,1.13
410,2095,0,0,7,0.86
410,2100,0,0,0,NA
410,2100,0,0,1,NA
410,2100,0,0,2,1.08
410,2100,0,0,3,1.28
410,2100,0,0,4,0.87
410,2100,0,0,5,1.24
410,2100,0,0,6,1.13
410,2100,0,0,7,0.86
414,1970,0,0,0,NA
414,1970,0,0,1,NA
414,1970,0,0,2,0.51
414,1970,0,0,3,2.87
414,1970,0,0,4,1.76
414,1970,0,0,5,3.9
414,1970,0,0,6,6.48
414,1970,0,0,7,7.32
414,1975,0,0,0,NA
414,1975,0,0,1,NA
414,1975,0,0,2,0.47
414,1975,0,0,3,2.11
414,1975,0,0,4,1.46
414,1975,0,0,5,2.41
414,1975,0,0,6,3.32
414,1975,0,0,7,4.17
414,1980,0,0,0,NA
414,1980,0,0,1,NA
414,1980,0,0,2,0.65
414,1980,0,0,3,2.36
414,1980,0,0,4,1.79
414,1980,0,0,5,2.42
414,1980,0,0,6,2.85
414,1980,0,0,7,3.56
414,1985,0,0,0,NA
414,1985,0,0,1,NA
414,1985,0,0,2,0.8
414,1985,0,0,3,2.2
414,1985,0,0,4,1.75
414,1985,0,0,5,2.05
414,1985,0,0,6,2.19
414,1985,0,0,7,2.65
414,1990,0,0,0,NA
414,1990,0,0,1,NA
414,1990,0,0,2,0.76
414,1990,0,0,3,1.73
414,1990,0,0,4,1.44
414,1990,0,0,5,1.57
414,1990,0,0,6,1.57
414,1990,0,0,7,1.87
414,1995,0,0,0,NA
414,1995,0,0,1,NA
414,1995,0,0,2,1.2
414,1995,0,0,3,2.21
414,1995,0,0,4,1.88
414,1995,0,0,5,1.94
414,1995,0,0,6,1.88
414,1995,0,0,7,2.03
414,2000,0,0,0,NA
414,2000,0,0,1,NA
414,2000,0,0,2,1.31
414,2000,0,0,3,2.16
414,2000,0,0,4,1.91
414,2000,0,0,5,1.88
414,2000,0,0,6,1.77
414,2000,0,0,7,1.73
414,2005,0,0,0,NA
414,2005,0,0,1,NA
414,2005,0,0,2,1.52
414,2005,0,0,3,2.22
414,2005,0,0,4,2.02
414,2005,0,0,5,1.98
414,2005,0,0,6,1.82
414,2005,0,0,7,1.53
414,2010,0,0,0,NA
414,2010,0,0,1,NA
414,2010,0,0,2,1.7
414,2010,0,0,3,2.23
414,2010,0,0,4,2.04
414,2010,0,0,5,2.02
414,2010,0,0,6,1.84
414,2010,0,0,7,1.34
414,2015,0,0,0,NA
414,2015,0,0,1,NA
414,2015,0,0,2,1.77
414,2015,0,0,3,2.21
414,2015,0,0,4,1.97
414,2015,0,0,5,1.94
414,2015,0,0,6,1.68
414,2015,0,0,7,1.26
414,2020,0,0,0,NA
414,2020,0,0,1,NA
414,2020,0,0,2,1.83
414,2020,0,0,3,2.19
414,2020,0,0,4,1.96
414,2020,0,0,5,1.89
414,2020,0,0,6,1.62
414,2020,0,0,7,1.19
414,2025,0,0,0,NA
414,2025,0,0,1,NA
414,2025,0,0,2,1.87
414,2025,0,0,3,2.17
414,2025,0,0,4,1.94
414,2025,0,0,5,1.87
414,2025,0,0,6,1.58
414,2025,0,0,7,1.14
414,2030,0,0,0,NA
414,2030,0,0,1,NA
414,2030,0,0,2,1.89
414,2030,0,0,3,2.14
414,2030,0,0,4,1.91
414,2030,0,0,5,1.84
414,2030,0,0,6,1.54
414,2030,0,0,7,1.09
414,2035,0,0,0,NA
414,2035,0,0,1,NA
414,2035,0,0,2,1.9
414,2035,0,0,3,2.1
414,2035,0,0,4,1.88
414,2035,0,0,5,1.81
414,2035,0,0,6,1.51
414,2035,0,0,7,1.04
414,2040,0,0,0,NA
414,2040,0,0,1,NA
414,2040,0,0,2,1.88
414,2040,0,0,3,2.04
414,2040,0,0,4,1.87
414,2040,0,0,5,1.8
414,2040,0,0,6,1.49
414,2040,0,0,7,1.01
414,2045,0,0,0,NA
414,2045,0,0,1,NA
414,2045,0,0,2,1.85
414,2045,0,0,3,1.98
414,2045,0,0,4,1.85
414,2045,0,0,5,1.78
414,2045,0,0,6,1.47
414,2045,0,0,7,0.98
414,2050,0,0,0,NA
414,2050,0,0,1,NA
414,2050,0,0,2,1.8
414,2050,0,0,3,1.91
414,2050,0,0,4,1.83
414,2050,0,0,5,1.77
414,2050,0,0,6,1.45
414,2050,0,0,7,0.96
414,2055,0,0,0,NA
414,2055,0,0,1,NA
414,2055,0,0,2,1.75
414,2055,0,0,3,1.83
414,2055,0,0,4,1.81
414,2055,0,0,5,1.75
414,2055,0,0,6,1.43
414,2055,0,0,7,0.94
414,2060,0,0,0,NA
414,2060,0,0,1,NA
414,2060,0,0,2,1.68
414,2060,0,0,3,1.74
414,2060,0,0,4,1.79
414,2060,0,0,5,1.73
414,2060,0,0,6,1.41
414,2060,0,0,7,0.91
414,2065,0,0,0,NA
414,2065,0,0,1,NA
414,2065,0,0,2,1.62
414,2065,0,0,3,1.66
414,2065,0,0,4,1.76
414,2065,0,0,5,1.7
414,2065,0,0,6,1.38
414,2065,0,0,7,0.89
414,2070,0,0,0,NA
414,2070,0,0,1,NA
414,2070,0,0,2,1.58
414,2070,0,0,3,1.59
414,2070,0,0,4,1.72
414,2070,0,0,5,1.66
414,2070,0,0,6,1.35
414,2070,0,0,7,0.87
414,2075,0,0,0,NA
414,2075,0,0,1,NA
414,2075,0,0,2,1.56
414,2075,0,0,3,1.55
414,2075,0,0,4,1.68
414,2075,0,0,5,1.62
414,2075,0,0,6,1.32
414,2075,0,0,7,0.85
414,2080,0,0,0,NA
414,2080,0,0,1,NA
414,2080,0,0,2,1.55
414,2080,0,0,3,1.54
414,2080,0,0,4,1.63
414,2080,0,0,5,1.58
414,2080,0,0,6,1.28
414,2080,0,0,7,0.83
414,2085,0,0,0,NA
414,2085,0,0,1,NA
414,2085,0,0,2,1.54
414,2085,0,0,3,1.53
414,2085,0,0,4,1.59
414,2085,0,0,5,1.54
414,2085,0,0,6,1.25
414,2085,0,0,7,0.81
414,2090,0,0,0,NA
414,2090,0,0,1,NA
414,2090,0,0,2,1.51
414,2090,0,0,3,1.5
414,2090,0,0,4,1.55
414,2090,0,0,5,1.51
414,2090,0,0,6,1.22
414,2090,0,0,7,0.79
414,2095,0,0,0,NA
414,2095,0,0,1,NA
414,2095,0,0,2,1.48
414,2095,0,0,3,1.47
414,2095,0,0,4,1.52
414,2095,0,0,5,1.47
414,2095,0,0,6,1.2
414,2095,0,0,7,0.77
414,2100,0,0,0,NA
414,2100,0,0,1,NA
414,2100,0,0,2,1.44
414,2100,0,0,3,1.43
414,2100,0,0,4,1.48
414,2100,0,0,5,1.44
414,2100,0,0,6,1.17
414,2100,0,0,7,0.76
417,1970,0,0,0,NA
417,1970,0,0,1,NA
417,1970,0,0,2,0.39
417,1970,0,0,3,0.59
417,1970,0,0,4,0.86
417,1970,0,0,5,1.02
417,1970,0,0,6,1.17
417,1970,0,0,7,1.54
417,1975,0,0,0,NA
417,1975,0,0,1,NA
417,1975,0,0,2,0.36
417,1975,0,0,3,0.55
417,1975,0,0,4,0.8
417,1975,0,0,5,0.97
417,1975,0,0,6,1.11
417,1975,0,0,7,1.38
417,1980,0,0,0,NA
417,1980,0,0,1,NA
417,1980,0,0,2,0.33
417,1980,0,0,3,0.51
417,1980,0,0,4,0.75
417,1980,0,0,5,0.96
417,1980,0,0,6,1.07
417,1980,0,0,7,1.23
417,1985,0,0,0,NA
417,1985,0,0,1,NA
417,1985,0,0,2,0.31
417,1985,0,0,3,0.48
417,1985,0,0,4,0.71
417,1985,0,0,5,0.96
417,1985,0,0,6,1.03
417,1985,0,0,7,1.13
417,1990,0,0,0,NA
417,1990,0,0,1,NA
417,1990,0,0,2,0.3
417,1990,0,0,3,0.46
417,1990,0,0,4,0.68
417,1990,0,0,5,0.96
417,1990,0,0,6,1
417,1990,0,0,7,1.03
417,1995,0,0,0,NA
417,1995,0,0,1,NA
417,1995,0,0,2,0.3
417,1995,0,0,3,0.45
417,1995,0,0,4,0.65
417,1995,0,0,5,0.98
417,1995,0,0,6,1
417,1995,0,0,7,0.96
417,2000,0,0,0,NA
417,2000,0,0,1,NA
417,2000,0,0,2,0.31
417,2000,0,0,3,0.42
417,2000,0,0,4,0.62
417,2000,0,0,5,0.99
417,2000,0,0,6,0.99
417,2000,0,0,7,0.88
417,2005,0,0,0,NA
417,2005,0,0,1,NA
417,2005,0,0,2,0.32
417,2005,0,0,3,0.42
417,2005,0,0,4,0.62
417,2005,0,0,5,1.04
417,2005,0,0,6,0.99
417,2005,0,0,7,0.82
417,2010,0,0,0,NA
417,2010,0,0,1,NA
417,2010,0,0,2,0.35
417,2010,0,0,3,0.4
417,2010,0,0,4,0.61
417,2010,0,0,5,1.05
417,2010,0,0,6,0.97
417,2010,0,0,7,0.75
417,2015,0,0,0,NA
417,2015,0,0,1,NA
417,2015,0,0,2,0.44
417,2015,0,0,3,0.37
417,2015,0,0,4,0.65
417,2015,0,0,5,1.09
417,2015,0,0,6,0.95
417,2015,0,0,7,0.72
417,2020,0,0,0,NA
417,2020,0,0,1,NA
417,2020,0,0,2,0.55
417,2020,0,0,3,0.36
417,2020,0,0,4,0.74
417,2020,0,0,5,1.12
417,2020,0,0,6,0.95
417,2020,0,0,7,0.7
417,2025,0,0,0,NA
417,2025,0,0,1,NA
417,2025,0,0,2,0.68
417,2025,0,0,3,0.4
417,2025,0,0,4,0.88
417,2025,0,0,5,1.14
417,2025,0,0,6,0.94
417,2025,0,0,7,0.69
417,2030,0,0,0,NA
417,2030,0,0,1,NA
417,2030,0,0,2,0.79
417,2030,0,0,3,0.48
417,2030,0,0,4,1.05
417,2030,0,0,5,1.16
417,2030,0,0,6,0.94
417,2030,0,0,7,0.68
417,2035,0,0,0,NA
417,2035,0,0,1,NA
417,2035,0,0,2,0.88
417,2035,0,0,3,0.57
417,2035,0,0,4,1.22
417,2035,0,0,5,1.18
417,2035,0,0,6,0.93
417,2035,0,0,7,0.67
417,2040,0,0,0,NA
417,2040,0,0,1,NA
417,2040,0,0,2,0.92
417,2040,0,0,3,0.64
417,2040,0,0,4,1.35
417,2040,0,0,5,1.2
417,2040,0,0,6,0.93
417,2040,0,0,7,0.67
417,2045,0,0,0,NA
417,2045,0,0,1,NA
417,2045,0,0,2,0.94
417,2045,0,0,3,0.68
417,2045,0,0,4,1.42
417,2045,0,0,5,1.21
417,2045,0,0,6,0.93
417,2045,0,0,7,0.67
417,2050,0,0,0,NA
417,2050,0,0,1,NA
417,2050,0,0,2,0.95
417,2050,0,0,3,0.71
417,2050,0,0,4,1.46
417,2050,0,0,5,1.21
417,2050,0,0,6,0.94
417,2050,0,0,7,0.67
417,2055,0,0,0,NA
417,2055,0,0,1,NA
417,2055,0,0,2,0.95
417,2055,0,0,3,0.72
417,2055,0,0,4,1.47
417,2055,0,0,5,1.22
417,2055,0,0,6,0.94
417,2055,0,0,7,0.67
417,2060,0,0,0,NA
417,2060,0,0,1,NA
417,2060,0,0,2,0.94
417,2060,0,0,3,0.73
417,2060,0,0,4,1.47
417,2060,0,0,5,1.22
417,2060,0,0,6,0.94
417,2060,0,0,7,0.68
417,2065,0,0,0,NA
417,2065,0,0,1,NA
417,2065,0,0,2,0.94
417,2065,0,0,3,0.73
417,2065,0,0,4,1.47
417,2065,0,0,5,1.21
417,2065,0,0,6,0.94
417,2065,0,0,7,0.68
417,2070,0,0,0,NA
417,2070,0,0,1,NA
417,2070,0,0,2,0.94
417,2070,0,0,3,0.73
417,2070,0,0,4,1.47
417,2070,0,0,5,1.21
417,2070,0,0,6,0.94
417,2070,0,0,7,0.68
417,2075,0,0,0,NA
417,2075,0,0,1,NA
417,2075,0,0,2,0.94
417,2075,0,0,3,0.73
417,2075,0,0,4,1.47
417,2075,0,0,5,1.21
417,2075,0,0,6,0.95
417,2075,0,0,7,0.69
417,2080,0,0,0,NA
417,2080,0,0,1,NA
417,2080,0,0,2,0.94
417,2080,0,0,3,0.74
417,2080,0,0,4,1.47
417,2080,0,0,5,1.21
417,2080,0,0,6,0.95
417,2080,0,0,7,0.69
417,2085,0,0,0,NA
417,2085,0,0,1,NA
417,2085,0,0,2,0.94
417,2085,0,0,3,0.74
417,2085,0,0,4,1.48
417,2085,0,0,5,1.22
417,2085,0,0,6,0.95
417,2085,0,0,7,0.69
417,2090,0,0,0,NA
417,2090,0,0,1,NA
417,2090,0,0,2,0.95
417,2090,0,0,3,0.74
417,2090,0,0,4,1.48
417,2090,0,0,5,1.22
417,2090,0,0,6,0.96
417,2090,0,0,7,0.7
417,2095,0,0,0,NA
417,2095,0,0,1,NA
417,2095,0,0,2,0.95
417,2095,0,0,3,0.74
417,2095,0,0,4,1.49
417,2095,0,0,5,1.23
417,2095,0,0,6,0.96
417,2095,0,0,7,0.7
417,2100,0,0,0,NA
417,2100,0,0,1,NA
417,2100,0,0,2,0.95
417,2100,0,0,3,0.75
417,2100,0,0,4,1.49
417,2100,0,0,5,1.23
417,2100,0,0,6,0.97
417,2100,0,0,7,0.7
