"isono","year","sexno","ageno","eduno","pmage"
232,2030,0,0,0,20.1
232,2035,0,0,0,21.1
232,2040,0,0,0,22.3
232,2045,0,0,0,23.3
232,2050,0,0,0,24.1
232,2055,0,0,0,24.6
232,2060,0,0,0,25.1
232,2065,0,0,0,25.6
232,2070,0,0,0,26.2
232,2075,0,0,0,26.7
232,2080,0,0,0,27.3
232,2085,0,0,0,27.7
232,2090,0,0,0,28
232,2095,0,0,0,28.3
233,2010,0,0,0,39.7
233,2015,0,0,0,39.7
233,2020,0,0,0,39.6
233,2025,0,0,0,39.9
233,2030,0,0,0,40.6
233,2035,0,0,0,41.5
233,2040,0,0,0,41.6
233,2045,0,0,0,40.4
233,2050,0,0,0,39
233,2055,0,0,0,38.6
233,2060,0,0,0,38.5
233,2065,0,0,0,38.2
233,2070,0,0,0,37.8
233,2075,0,0,0,37.2
233,2080,0,0,0,36.1
233,2085,0,0,0,35.2
233,2090,0,0,0,34.7
233,2095,0,0,0,34.6
242,2010,0,0,0,26.4
242,2015,0,0,0,27
242,2020,0,0,0,27.6
242,2025,0,0,0,28.4
242,2030,0,0,0,28.9
242,2035,0,0,0,29.5
242,2040,0,0,0,30.3
242,2045,0,0,0,31.2
242,2050,0,0,0,32.3
242,2055,0,0,0,33.2
242,2060,0,0,0,34
242,2065,0,0,0,34.6
242,2070,0,0,0,34.9
242,2075,0,0,0,35.1
242,2080,0,0,0,35.2
242,2085,0,0,0,35.2
242,2090,0,0,0,35.2
242,2095,0,0,0,35
246,2010,0,0,0,42.1
246,2015,0,0,0,41.2
246,2020,0,0,0,40.4
246,2025,0,0,0,39.9
246,2030,0,0,0,39.4
246,2035,0,0,0,38.8
246,2040,0,0,0,38.3
246,2045,0,0,0,37.3
246,2050,0,0,0,36.2
246,2055,0,0,0,35.4
246,2060,0,0,0,34.5
246,2065,0,0,0,34
246,2070,0,0,0,33.6
246,2075,0,0,0,33.4
246,2080,0,0,0,33.1
246,2085,0,0,0,32.7
246,2090,0,0,0,32.3
246,2095,0,0,0,32
250,2010,0,0,0,39.9
250,2015,0,0,0,39.7
250,2020,0,0,0,39.1
250,2025,0,0,0,38.6
250,2030,0,0,0,38.5
250,2035,0,0,0,38.2
250,2040,0,0,0,37.7
250,2045,0,0,0,37
250,2050,0,0,0,36.6
250,2055,0,0,0,36.2
250,2060,0,0,0,35.9
250,2065,0,0,0,35.5
250,2070,0,0,0,35.2
250,2075,0,0,0,35
250,2080,0,0,0,34.8
250,2085,0,0,0,34.7
250,2090,0,0,0,34.6
250,2095,0,0,0,34.5
254,2010,0,0,0,24.2
254,2015,0,0,0,24.2
254,2020,0,0,0,24.6
254,2025,0,0,0,25.2
254,2030,0,0,0,25.8
254,2035,0,0,0,26.4
254,2040,0,0,0,27.2
254,2045,0,0,0,27.9
254,2050,0,0,0,28.5
254,2055,0,0,0,29.1
254,2060,0,0,0,29.7
254,2065,0,0,0,30.4
254,2070,0,0,0,31.1
254,2075,0,0,0,31.9
254,2080,0,0,0,32.6
254,2085,0,0,0,33.3
254,2090,0,0,0,33.9
254,2095,0,0,0,34.4
258,2010,0,0,0,29
258,2015,0,0,0,29.4
258,2020,0,0,0,30.3
258,2025,0,0,0,31.3
258,2030,0,0,0,32
258,2035,0,0,0,32.8
258,2040,0,0,0,33.4
258,2045,0,0,0,33.5
258,2050,0,0,0,33.4
258,2055,0,0,0,33.5
258,2060,0,0,0,33.7
258,2065,0,0,0,33.9
258,2070,0,0,0,34
258,2075,0,0,0,34
258,2080,0,0,0,33.8
258,2085,0,0,0,33.5
258,2090,0,0,0,33.3
258,2095,0,0,0,33.1
262,2010,0,0,0,21.3
262,2015,0,0,0,21.5
262,2020,0,0,0,22.7
262,2025,0,0,0,23.3
262,2030,0,0,0,24.4
262,2035,0,0,0,25
262,2040,0,0,0,26.4
262,2045,0,0,0,27.6
262,2050,0,0,0,28.5
262,2055,0,0,0,29.1
262,2060,0,0,0,29.6
262,2065,0,0,0,30.3
262,2070,0,0,0,30.7
262,2075,0,0,0,30.9
262,2080,0,0,0,31
262,2085,0,0,0,31.2
262,2090,0,0,0,31.3
262,2095,0,0,0,31.3
266,2010,0,0,0,21.5
266,2015,0,0,0,22
266,2020,0,0,0,23.4
266,2025,0,0,0,24.2
266,2030,0,0,0,25.4
266,2035,0,0,0,26.3
266,2040,0,0,0,27.5
266,2045,0,0,0,28.4
266,2050,0,0,0,29.1
266,2055,0,0,0,29.7
266,2060,0,0,0,30.3
266,2065,0,0,0,30.9
266,2070,0,0,0,31.2
266,2075,0,0,0,31.6
266,2080,0,0,0,31.9
266,2085,0,0,0,32.2
266,2090,0,0,0,32.5
266,2095,0,0,0,32.7
268,2010,0,0,0,37.3
268,2015,0,0,0,38
268,2020,0,0,0,38.7
268,2025,0,0,0,39.7
268,2030,0,0,0,41.1
268,2035,0,0,0,42.6
268,2040,0,0,0,43.9
268,2045,0,0,0,44.8
268,2050,0,0,0,44.5
268,2055,0,0,0,43.8
268,2060,0,0,0,43.6
268,2065,0,0,0,43.8
268,2070,0,0,0,43.9
268,2075,0,0,0,43.5
268,2080,0,0,0,42.6
268,2085,0,0,0,41.4
268,2090,0,0,0,40.2
268,2095,0,0,0,39.3
270,2010,0,0,0,17.7
270,2015,0,0,0,17.4
270,2020,0,0,0,17.8
270,2025,0,0,0,18.4
270,2030,0,0,0,19.4
270,2035,0,0,0,20.5
270,2040,0,0,0,21.3
270,2045,0,0,0,22.4
270,2050,0,0,0,23.2
270,2055,0,0,0,24
270,2060,0,0,0,24.7
270,2065,0,0,0,25.3
270,2070,0,0,0,25.7
270,2075,0,0,0,26.2
270,2080,0,0,0,26.6
270,2085,0,0,0,26.8
270,2090,0,0,0,27
270,2095,0,0,0,27.2
275,2010,0,0,0,18
275,2015,0,0,0,18.4
275,2020,0,0,0,18.7
275,2025,0,0,0,19.1
275,2030,0,0,0,19.4
275,2035,0,0,0,20
275,2040,0,0,0,20.6
275,2045,0,0,0,21.5
275,2050,0,0,0,22.5
275,2055,0,0,0,23.7
275,2060,0,0,0,24.8
275,2065,0,0,0,25.9
275,2070,0,0,0,27.1
275,2075,0,0,0,28.1
275,2080,0,0,0,28.9
275,2085,0,0,0,29.8
275,2090,0,0,0,30.5
275,2095,0,0,0,31.1
276,2010,0,0,0,44.3
276,2015,0,0,0,45.4
276,2020,0,0,0,45.7
276,2025,0,0,0,45.3
276,2030,0,0,0,45.1
276,2035,0,0,0,45
276,2040,0,0,0,45.1
276,2045,0,0,0,44.8
276,2050,0,0,0,44.2
276,2055,0,0,0,43.4
276,2060,0,0,0,42.1
276,2065,0,0,0,41.2
276,2070,0,0,0,40.5
276,2075,0,0,0,40
276,2080,0,0,0,39.8
276,2085,0,0,0,39.6
276,2090,0,0,0,39.2
276,2095,0,0,0,39
288,2010,0,0,0,20.5
288,2015,0,0,0,20.3
288,2020,0,0,0,20.8
288,2025,0,0,0,21.1
288,2030,0,0,0,21.9
288,2035,0,0,0,22.6
288,2040,0,0,0,23.6
288,2045,0,0,0,24.3
288,2050,0,0,0,24.9
288,2055,0,0,0,25.5
288,2060,0,0,0,26
288,2065,0,0,0,26.6
288,2070,0,0,0,27.2
288,2075,0,0,0,27.8
288,2080,0,0,0,28.4
288,2085,0,0,0,29
288,2090,0,0,0,29.6
288,2095,0,0,0,30.1
300,2010,0,0,0,41.3
300,2015,0,0,0,41.9
300,2020,0,0,0,42.6
300,2025,0,0,0,43.5
300,2030,0,0,0,44.2
300,2035,0,0,0,44.8
300,2040,0,0,0,44.7
300,2045,0,0,0,44.3
300,2050,0,0,0,43.7
300,2055,0,0,0,43
300,2060,0,0,0,42.6
300,2065,0,0,0,42.3
300,2070,0,0,0,41.7
300,2075,0,0,0,41
300,2080,0,0,0,40.4
300,2085,0,0,0,40
300,2090,0,0,0,39.9
300,2095,0,0,0,39.9
308,2010,0,0,0,25
308,2015,0,0,0,26.6
308,2020,0,0,0,28.1
308,2025,0,0,0,29.4
308,2030,0,0,0,30.7
308,2035,0,0,0,32
308,2040,0,0,0,33
308,2045,0,0,0,33.8
308,2050,0,0,0,34.8
308,2055,0,0,0,35.8
308,2060,0,0,0,36.9
308,2065,0,0,0,37.8
308,2070,0,0,0,38.5
308,2075,0,0,0,38.7
308,2080,0,0,0,38.5
308,2085,0,0,0,38.2
308,2090,0,0,0,37.9
308,2095,0,0,0,37.8
312,2010,0,0,0,36.9
312,2015,0,0,0,36.9
312,2020,0,0,0,36.1
312,2025,0,0,0,35.5
312,2030,0,0,0,35.2
312,2035,0,0,0,35.4
312,2040,0,0,0,35.8
312,2045,0,0,0,35.9
312,2050,0,0,0,35.8
312,2055,0,0,0,35.7
312,2060,0,0,0,35.3
312,2065,0,0,0,34.8
312,2070,0,0,0,34.5
312,2075,0,0,0,34.4
312,2080,0,0,0,34.4
312,2085,0,0,0,34.3
312,2090,0,0,0,34.1
312,2095,0,0,0,33.7
316,2010,0,0,0,29.2
316,2015,0,0,0,29.2
316,2020,0,0,0,29.5
316,2025,0,0,0,30.2
316,2030,0,0,0,30.9
316,2035,0,0,0,31.7
316,2040,0,0,0,32.4
316,2045,0,0,0,33
316,2050,0,0,0,33.4
316,2055,0,0,0,33.9
316,2060,0,0,0,34.3
316,2065,0,0,0,34.8
316,2070,0,0,0,35.4
316,2075,0,0,0,36
316,2080,0,0,0,36.6
316,2085,0,0,0,37.1
316,2090,0,0,0,37.4
316,2095,0,0,0,37.7
320,2010,0,0,0,18.8
320,2015,0,0,0,19
320,2020,0,0,0,19.5
320,2025,0,0,0,20.2
320,2030,0,0,0,21
320,2035,0,0,0,21.8
320,2040,0,0,0,22.6
320,2045,0,0,0,23.5
320,2050,0,0,0,24.4
320,2055,0,0,0,25.3
320,2060,0,0,0,26.3
320,2065,0,0,0,27.3
320,2070,0,0,0,28.2
320,2075,0,0,0,29.1
320,2080,0,0,0,29.8
320,2085,0,0,0,30.5
320,2090,0,0,0,31.1
320,2095,0,0,0,31.6
324,2010,0,0,0,18.2
324,2015,0,0,0,17.4
324,2020,0,0,0,17.5
324,2025,0,0,0,17.5
324,2030,0,0,0,18.4
324,2035,0,0,0,19.4
324,2040,0,0,0,20.1
324,2045,0,0,0,21.1
324,2050,0,0,0,22.3
324,2055,0,0,0,23.2
324,2060,0,0,0,24.1
324,2065,0,0,0,25.3
324,2070,0,0,0,26.3
324,2075,0,0,0,27.1
324,2080,0,0,0,27.7
324,2085,0,0,0,28.4
324,2090,0,0,0,28.8
324,2095,0,0,0,28.9
328,2010,0,0,0,23.8
328,2015,0,0,0,25
328,2020,0,0,0,26.5
328,2025,0,0,0,28.1
328,2030,0,0,0,30
328,2035,0,0,0,32.1
328,2040,0,0,0,34.2
328,2045,0,0,0,36
328,2050,0,0,0,37
328,2055,0,0,0,37.7
328,2060,0,0,0,38.4
328,2065,0,0,0,38.9
328,2070,0,0,0,39.4
328,2075,0,0,0,39.8
328,2080,0,0,0,39.9
328,2085,0,0,0,39.7
328,2090,0,0,0,39.1
328,2095,0,0,0,38.4
332,2010,0,0,0,21.5
332,2015,0,0,0,22
332,2020,0,0,0,22.5
332,2025,0,0,0,23.1
332,2030,0,0,0,23.8
332,2035,0,0,0,24.7
332,2040,0,0,0,25.8
332,2045,0,0,0,26.8
332,2050,0,0,0,27.8
332,2055,0,0,0,28.8
332,2060,0,0,0,29.9
332,2065,0,0,0,30.8
332,2070,0,0,0,31.6
332,2075,0,0,0,32.2
332,2080,0,0,0,32.8
332,2085,0,0,0,33.3
332,2090,0,0,0,33.5
332,2095,0,0,0,33.8
340,2010,0,0,0,20.9
340,2015,0,0,0,21.7
340,2020,0,0,0,22.6
340,2025,0,0,0,23.6
340,2030,0,0,0,24.6
340,2035,0,0,0,25.7
340,2040,0,0,0,26.8
340,2045,0,0,0,27.9
340,2050,0,0,0,29
340,2055,0,0,0,30.1
340,2060,0,0,0,31.2
340,2065,0,0,0,32.1
340,2070,0,0,0,32.9
340,2075,0,0,0,33.6
340,2080,0,0,0,34.2
340,2085,0,0,0,34.7
340,2090,0,0,0,35.2
340,2095,0,0,0,35.5
344,2010,0,0,0,41.9
344,2015,0,0,0,42.6
344,2020,0,0,0,43.2
344,2025,0,0,0,43.6
344,2030,0,0,0,44
344,2035,0,0,0,44.5
344,2040,0,0,0,44.7
344,2045,0,0,0,45.1
344,2050,0,0,0,45.2
344,2055,0,0,0,44.2
344,2060,0,0,0,42.2
344,2065,0,0,0,41.4
344,2070,0,0,0,41.4
344,2075,0,0,0,41.4
344,2080,0,0,0,41.4
344,2085,0,0,0,41.4
344,2090,0,0,0,41.1
344,2095,0,0,0,40.8
348,2010,0,0,0,39.8
348,2015,0,0,0,40
348,2020,0,0,0,40.7
348,2025,0,0,0,41.6
348,2030,0,0,0,41.9
348,2035,0,0,0,42.1
348,2040,0,0,0,42.3
348,2045,0,0,0,42.3
348,2050,0,0,0,41.7
348,2055,0,0,0,41.2
348,2060,0,0,0,40.8
348,2065,0,0,0,40.1
348,2070,0,0,0,39.4
348,2075,0,0,0,38.7
348,2080,0,0,0,38.2
348,2085,0,0,0,37.7
348,2090,0,0,0,37.3
348,2095,0,0,0,36.9
352,2010,0,0,0,34.8
352,2015,0,0,0,34.5
352,2020,0,0,0,34.5
352,2025,0,0,0,34.6
352,2030,0,0,0,34.8
352,2035,0,0,0,35.1
352,2040,0,0,0,35.1
352,2045,0,0,0,34.6
352,2050,0,0,0,34.3
352,2055,0,0,0,34.1
352,2060,0,0,0,33.8
352,2065,0,0,0,33.7
352,2070,0,0,0,33.6
352,2075,0,0,0,33.5
352,2080,0,0,0,33.3
352,2085,0,0,0,33.1
352,2090,0,0,0,32.9
352,2095,0,0,0,32.8
356,2010,0,0,0,25.1
356,2015,0,0,0,25.4
356,2020,0,0,0,25.9
356,2025,0,0,0,26.4
356,2030,0,0,0,27
356,2035,0,0,0,27.3
356,2040,0,0,0,27.8
356,2045,0,0,0,28.4
356,2050,0,0,0,29.4
356,2055,0,0,0,30.5
356,2060,0,0,0,31.6
356,2065,0,0,0,32.5
356,2070,0,0,0,33.2
356,2075,0,0,0,33.8
356,2080,0,0,0,34.3
356,2085,0,0,0,34.8
356,2090,0,0,0,35.4
356,2095,0,0,0,35.7
360,2010,0,0,0,27.7
360,2015,0,0,0,28.5
360,2020,0,0,0,29.3
360,2025,0,0,0,30.1
360,2030,0,0,0,30.9
360,2035,0,0,0,31.5
360,2040,0,0,0,32.2
360,2045,0,0,0,33.2
360,2050,0,0,0,34.1
360,2055,0,0,0,35
360,2060,0,0,0,35.8
360,2065,0,0,0,36.4
360,2070,0,0,0,36.8
360,2075,0,0,0,37.1
360,2080,0,0,0,37.3
360,2085,0,0,0,37.4
360,2090,0,0,0,37.4
360,2095,0,0,0,37.3
364,2010,0,0,0,27
364,2015,0,0,0,28.5
364,2020,0,0,0,30.1
364,2025,0,0,0,31.8
364,2030,0,0,0,33.4
364,2035,0,0,0,34.7
364,2040,0,0,0,35.4
364,2045,0,0,0,35.6
364,2050,0,0,0,35.9
364,2055,0,0,0,36.5
364,2060,0,0,0,37.5
364,2065,0,0,0,38.5
364,2070,0,0,0,39.2
364,2075,0,0,0,39.5
364,2080,0,0,0,39.3
364,2085,0,0,0,38.9
364,2090,0,0,0,38.4
364,2095,0,0,0,38.4
368,2010,0,0,0,18.2
368,2015,0,0,0,17.6
368,2020,0,0,0,17.8
368,2025,0,0,0,18.2
368,2030,0,0,0,18.9
368,2035,0,0,0,19.8
368,2040,0,0,0,20.6
368,2045,0,0,0,21.6
368,2050,0,0,0,22.7
368,2055,0,0,0,23.6
368,2060,0,0,0,24.6
368,2065,0,0,0,25.6
368,2070,0,0,0,26.6
368,2075,0,0,0,27.6
368,2080,0,0,0,28.6
368,2085,0,0,0,29.4
368,2090,0,0,0,30.2
368,2095,0,0,0,30.8
372,2010,0,0,0,34.7
372,2015,0,0,0,35
372,2020,0,0,0,35.6
372,2025,0,0,0,36
372,2030,0,0,0,36
372,2035,0,0,0,35.8
372,2040,0,0,0,35.5
372,2045,0,0,0,35.1
372,2050,0,0,0,35.1
372,2055,0,0,0,35.3
372,2060,0,0,0,35.3
372,2065,0,0,0,35.2
372,2070,0,0,0,35
372,2075,0,0,0,34.7
372,2080,0,0,0,34.4
372,2085,0,0,0,34.4
372,2090,0,0,0,34.4
372,2095,0,0,0,34.5
376,2010,0,0,0,30.1
376,2015,0,0,0,29.3
376,2020,0,0,0,28.5
376,2025,0,0,0,27.9
376,2030,0,0,0,27.5
376,2035,0,0,0,27
376,2040,0,0,0,26.6
376,2045,0,0,0,26.4
376,2050,0,0,0,26.2
376,2055,0,0,0,26.1
376,2060,0,0,0,26
376,2065,0,0,0,25.9
376,2070,0,0,0,25.7
376,2075,0,0,0,25.6
376,2080,0,0,0,25.5
376,2085,0,0,0,25.4
376,2090,0,0,0,25.4
376,2095,0,0,0,25.2
380,2010,0,0,0,43.2
380,2015,0,0,0,44
380,2020,0,0,0,45
380,2025,0,0,0,45.9
380,2030,0,0,0,46.3
380,2035,0,0,0,46.2
380,2040,0,0,0,45.9
380,2045,0,0,0,45.6
380,2050,0,0,0,45.1
380,2055,0,0,0,44.4
380,2060,0,0,0,43.8
380,2065,0,0,0,43.3
380,2070,0,0,0,42.3
380,2075,0,0,0,41.6
380,2080,0,0,0,41.2
380,2085,0,0,0,40.9
380,2090,0,0,0,40.9
380,2095,0,0,0,40.8
384,2010,0,0,0,19.1
384,2015,0,0,0,17.8
384,2020,0,0,0,18.3
384,2025,0,0,0,18.7
384,2030,0,0,0,19.7
384,2035,0,0,0,20.4
384,2040,0,0,0,21.7
384,2045,0,0,0,22.4
384,2050,0,0,0,23.4
384,2055,0,0,0,24.3
384,2060,0,0,0,25.3
384,2065,0,0,0,25.9
384,2070,0,0,0,26.4
384,2075,0,0,0,27
384,2080,0,0,0,27.3
384,2085,0,0,0,27.6
384,2090,0,0,0,27.9
384,2095,0,0,0,28
388,2010,0,0,0,27
388,2015,0,0,0,27.3
388,2020,0,0,0,27.9
388,2025,0,0,0,28.6
388,2030,0,0,0,29.8
388,2035,0,0,0,31.2
388,2040,0,0,0,32.6
388,2045,0,0,0,33.5
388,2050,0,0,0,34.4
388,2055,0,0,0,35.2
388,2060,0,0,0,35.9
388,2065,0,0,0,36.6
388,2070,0,0,0,37.3
388,2075,0,0,0,37.8
388,2080,0,0,0,38.1
388,2085,0,0,0,38.1
388,2090,0,0,0,38
388,2095,0,0,0,37.9
392,2010,0,0,0,44.7
392,2015,0,0,0,45.5
392,2020,0,0,0,46.5
392,2025,0,0,0,47.7
392,2030,0,0,0,48.6
392,2035,0,0,0,49.1
392,2040,0,0,0,49.3
392,2045,0,0,0,49.2
392,2050,0,0,0,48.9
392,2055,0,0,0,48.7
392,2060,0,0,0,48.6
392,2065,0,0,0,48.3
392,2070,0,0,0,48.1
392,2075,0,0,0,47.7
392,2080,0,0,0,47.2
392,2085,0,0,0,46.7
392,2090,0,0,0,46.3
392,2095,0,0,0,46
398,2010,0,0,0,28.9
398,2015,0,0,0,28.5
398,2020,0,0,0,29
398,2025,0,0,0,29.7
398,2030,0,0,0,30
398,2035,0,0,0,29.6
398,2040,0,0,0,29.2
398,2045,0,0,0,29.7
398,2050,0,0,0,30.5
398,2055,0,0,0,31.2
398,2060,0,0,0,31.8
398,2065,0,0,0,32.2
398,2070,0,0,0,32.4
398,2075,0,0,0,32.4
398,2080,0,0,0,32.6
398,2085,0,0,0,32.9
398,2090,0,0,0,33.3
398,2095,0,0,0,33.8
400,2010,0,0,0,20.7
400,2015,0,0,0,21.8
400,2020,0,0,0,22.8
400,2025,0,0,0,23.7
400,2030,0,0,0,24.6
400,2035,0,0,0,25.5
400,2040,0,0,0,26.4
400,2045,0,0,0,27.3
400,2050,0,0,0,28.1
400,2055,0,0,0,28.8
400,2060,0,0,0,29.5
400,2065,0,0,0,30.2
400,2070,0,0,0,30.9
400,2075,0,0,0,31.5
400,2080,0,0,0,32
400,2085,0,0,0,32.5
400,2090,0,0,0,32.9
400,2095,0,0,0,33.4
404,2010,0,0,0,18.5
404,2015,0,0,0,17.9
404,2020,0,0,0,18.1
404,2025,0,0,0,18.4
404,2030,0,0,0,19.1
404,2035,0,0,0,19.9
404,2040,0,0,0,20.7
404,2045,0,0,0,21.4
404,2050,0,0,0,22.1
404,2055,0,0,0,22.7
404,2060,0,0,0,23.1
404,2065,0,0,0,23.7
404,2070,0,0,0,24
404,2075,0,0,0,24.4
404,2080,0,0,0,24.8
404,2085,0,0,0,25.1
404,2090,0,0,0,25.5
404,2095,0,0,0,25.8
408,2010,0,0,0,33
408,2015,0,0,0,32.8
408,2020,0,0,0,33.4
408,2025,0,0,0,34
408,2030,0,0,0,34.8
408,2035,0,0,0,36.1
408,2040,0,0,0,37.3
408,2045,0,0,0,38.3
408,2050,0,0,0,38.9
408,2055,0,0,0,39.3
408,2060,0,0,0,39.7
408,2065,0,0,0,40.1
408,2070,0,0,0,40.7
408,2075,0,0,0,41.3
408,2080,0,0,0,41.5
408,2085,0,0,0,41.4
408,2090,0,0,0,41
408,2095,0,0,0,40.6
410,2010,0,0,0,37.9
410,2015,0,0,0,39.9
410,2020,0,0,0,41.6
410,2025,0,0,0,43
410,2030,0,0,0,44.4
410,2035,0,0,0,45.8
410,2040,0,0,0,46.7
410,2045,0,0,0,47.5
410,2050,0,0,0,48.4
410,2055,0,0,0,49.1
410,2060,0,0,0,49
410,2065,0,0,0,48.3
410,2070,0,0,0,47.8
410,2075,0,0,0,47.2
410,2080,0,0,0,46.8
410,2085,0,0,0,46.4
410,2090,0,0,0,46.1
410,2095,0,0,0,45.6
414,2010,0,0,0,28.2
414,2015,0,0,0,29.4
414,2020,0,0,0,30.2
414,2025,0,0,0,30.7
414,2030,0,0,0,31
414,2035,0,0,0,31.4
414,2040,0,0,0,31.8
414,2045,0,0,0,32.5
414,2050,0,0,0,33.3
414,2055,0,0,0,33.6
414,2060,0,0,0,33.7
414,2065,0,0,0,33.8
414,2070,0,0,0,34
414,2075,0,0,0,34.3
414,2080,0,0,0,34.8
414,2085,0,0,0,35.5
414,2090,0,0,0,36.2
414,2095,0,0,0,36.8
417,2010,0,0,0,23.7
417,2015,0,0,0,24.3
417,2020,0,0,0,25.1
417,2025,0,0,0,25.9
417,2030,0,0,0,26.5
417,2035,0,0,0,26.7
417,2040,0,0,0,27.3
417,2045,0,0,0,28.2
417,2050,0,0,0,29.3
417,2055,0,0,0,30.2
417,2060,0,0,0,31.1
417,2065,0,0,0,31.8
417,2070,0,0,0,32.2
417,2075,0,0,0,32.4
417,2080,0,0,0,32.6
417,2085,0,0,0,32.8
417,2090,0,0,0,33.1
417,2095,0,0,0,33.2
418,2010,0,0,0,21.4
418,2015,0,0,0,23.3
418,2020,0,0,0,24.8
418,2025,0,0,0,26.3
418,2030,0,0,0,27.7
418,2035,0,0,0,28.9
418,2040,0,0,0,29.9
418,2045,0,0,0,31
418,2050,0,0,0,31.8
418,2055,0,0,0,32.7
418,2060,0,0,0,33.4
418,2065,0,0,0,34
418,2070,0,0,0,34.5
418,2075,0,0,0,34.6
418,2080,0,0,0,34.5
418,2085,0,0,0,34.4
418,2090,0,0,0,34.3
418,2095,0,0,0,34.4
422,2010,0,0,0,29.1
422,2015,0,0,0,30.5
422,2020,0,0,0,31.5
422,2025,0,0,0,32.5
422,2030,0,0,0,33.7
422,2035,0,0,0,34.9
422,2040,0,0,0,36.1
422,2045,0,0,0,36.9
422,2050,0,0,0,37.4
422,2055,0,0,0,37.7
422,2060,0,0,0,37.9
422,2065,0,0,0,38.1
422,2070,0,0,0,38.4
422,2075,0,0,0,38.6
422,2080,0,0,0,38.7
422,2085,0,0,0,38.7
422,2090,0,0,0,38.5
422,2095,0,0,0,38.4
426,2010,0,0,0,20.2
426,2015,0,0,0,21.2
426,2020,0,0,0,21.8
426,2025,0,0,0,22.4
426,2030,0,0,0,22.5
426,2035,0,0,0,22.9
426,2040,0,0,0,23.1
426,2045,0,0,0,23.2
426,2050,0,0,0,23
426,2055,0,0,0,22.9
426,2060,0,0,0,22.4
426,2065,0,0,0,21.9
426,2070,0,0,0,21.5
426,2075,0,0,0,21.2
426,2080,0,0,0,20.8
426,2085,0,0,0,20.4
426,2090,0,0,0,20.4
426,2095,0,0,0,20.4
428,2010,0,0,0,40.2
428,2015,0,0,0,40.1
428,2020,0,0,0,40.2
428,2025,0,0,0,40.6
428,2030,0,0,0,41.5
428,2035,0,0,0,42.8
428,2040,0,0,0,44.1
428,2045,0,0,0,44.6
428,2050,0,0,0,43.7
428,2055,0,0,0,42.4
428,2060,0,0,0,42.2
428,2065,0,0,0,42.1
428,2070,0,0,0,41.7
428,2075,0,0,0,41.3
428,2080,0,0,0,40.5
428,2085,0,0,0,39.3
428,2090,0,0,0,38.2
428,2095,0,0,0,37.6
430,2010,0,0,0,18.1
430,2015,0,0,0,17.5
430,2020,0,0,0,18
430,2025,0,0,0,18.3
430,2030,0,0,0,19.3
430,2035,0,0,0,20
430,2040,0,0,0,21.2
430,2045,0,0,0,22.4
430,2050,0,0,0,23.4
430,2055,0,0,0,24.3
430,2060,0,0,0,25
430,2065,0,0,0,25.6
430,2070,0,0,0,26.1
430,2075,0,0,0,26.6
430,2080,0,0,0,27
430,2085,0,0,0,27.5
430,2090,0,0,0,27.9
430,2095,0,0,0,28.1
434,2010,0,0,0,25.9
434,2015,0,0,0,26.3
434,2020,0,0,0,26.5
434,2025,0,0,0,26.9
434,2030,0,0,0,27.4
434,2035,0,0,0,28.1
434,2040,0,0,0,29
434,2045,0,0,0,29.8
434,2050,0,0,0,30.7
434,2055,0,0,0,31.6
434,2060,0,0,0,32.5
434,2065,0,0,0,33
434,2070,0,0,0,33.1
434,2075,0,0,0,33
434,2080,0,0,0,33
434,2085,0,0,0,33.1
434,2090,0,0,0,33.5
434,2095,0,0,0,34
440,2010,0,0,0,39.3
440,2015,0,0,0,39
440,2020,0,0,0,38.6
440,2025,0,0,0,38.6
440,2030,0,0,0,39.3
440,2035,0,0,0,40.4
440,2040,0,0,0,41.2
440,2045,0,0,0,41.4
440,2050,0,0,0,40.4
440,2055,0,0,0,38.8
440,2060,0,0,0,38.2
440,2065,0,0,0,38.2
440,2070,0,0,0,38.3
440,2075,0,0,0,38.1
440,2080,0,0,0,37.4
440,2085,0,0,0,36.1
440,2090,0,0,0,34.8
440,2095,0,0,0,34.1
442,2010,0,0,0,39
442,2015,0,0,0,38.2
442,2020,0,0,0,37.6
442,2025,0,0,0,37.2
442,2030,0,0,0,36.5
442,2035,0,0,0,36.2
442,2040,0,0,0,36.2
442,2045,0,0,0,35.9
442,2050,0,0,0,35.6
442,2055,0,0,0,35.1
442,2060,0,0,0,34.4
442,2065,0,0,0,33.9
442,2070,0,0,0,33.7
442,2075,0,0,0,33.8
442,2080,0,0,0,34.1
442,2085,0,0,0,34.4
442,2090,0,0,0,34.6
442,2095,0,0,0,34.6
446,2010,0,0,0,37.7
446,2015,0,0,0,38.2
446,2020,0,0,0,38.5
446,2025,0,0,0,39
446,2030,0,0,0,39.8
446,2035,0,0,0,40.9
446,2040,0,0,0,41.9
446,2045,0,0,0,42.4
446,2050,0,0,0,42.1
446,2055,0,0,0,41
446,2060,0,0,0,40.4
446,2065,0,0,0,40.2
446,2070,0,0,0,40.3
446,2075,0,0,0,40.5
446,2080,0,0,0,40.7
446,2085,0,0,0,40.7
446,2090,0,0,0,40.7
446,2095,0,0,0,40.7
450,2010,0,0,0,18.1
450,2015,0,0,0,17.8
450,2020,0,0,0,18.7
450,2025,0,0,0,19.4
450,2030,0,0,0,20.4
450,2035,0,0,0,21.4
450,2040,0,0,0,22.3
450,2045,0,0,0,23.2
450,2050,0,0,0,24
450,2055,0,0,0,24.9
450,2060,0,0,0,25.7
