"isono","year","sexno","ageno","eduno","e0"
32,2070,1,0,0,85.2
32,2075,1,0,0,86.4
32,2080,1,0,0,87.5
32,2085,1,0,0,88.7
32,2090,1,0,0,89.8
32,2095,1,0,0,91
32,2010,2,0,0,80.1
32,2015,2,0,0,81.1
32,2020,2,0,0,82.1
32,2025,2,0,0,83
32,2030,2,0,0,83.9
32,2035,2,0,0,84.8
32,2040,2,0,0,85.6
32,2045,2,0,0,86.6
32,2050,2,0,0,87.6
32,2055,2,0,0,88.6
32,2060,2,0,0,89.7
32,2065,2,0,0,90.9
32,2070,2,0,0,92
32,2075,2,0,0,93
32,2080,2,0,0,94.1
32,2085,2,0,0,95.2
32,2090,2,0,0,96.3
32,2095,2,0,0,97.5
32,2010,0,0,0,76.4
32,2015,0,0,0,77.4
32,2020,0,0,0,78.4
32,2025,0,0,0,79.3
32,2030,0,0,0,80.2
32,2035,0,0,0,81.1
32,2040,0,0,0,82
32,2045,0,0,0,83
32,2050,0,0,0,84.1
32,2055,0,0,0,85.2
32,2060,0,0,0,86.3
32,2065,0,0,0,87.5
32,2070,0,0,0,88.6
32,2075,0,0,0,89.8
32,2080,0,0,0,90.9
32,2085,0,0,0,92
32,2090,0,0,0,93.1
32,2095,0,0,0,94.3
36,2010,1,0,0,80.5
36,2015,1,0,0,81.9
36,2020,1,0,0,83.1
36,2025,1,0,0,84.2
36,2030,1,0,0,85.1
36,2035,1,0,0,86.1
36,2040,1,0,0,87.1
36,2045,1,0,0,88.1
36,2050,1,0,0,89.1
36,2055,1,0,0,90.1
36,2060,1,0,0,91.1
36,2065,1,0,0,92
36,2070,1,0,0,93
36,2075,1,0,0,94
36,2080,1,0,0,95
36,2085,1,0,0,96
36,2090,1,0,0,97
36,2095,1,0,0,98
36,2010,2,0,0,85
36,2015,2,0,0,86.1
36,2020,2,0,0,87.2
36,2025,2,0,0,88.3
36,2030,2,0,0,89.3
36,2035,2,0,0,90.2
36,2040,2,0,0,91.2
36,2045,2,0,0,92.2
36,2050,2,0,0,93.2
36,2055,2,0,0,94.1
36,2060,2,0,0,95.1
36,2065,2,0,0,96.1
36,2070,2,0,0,97.1
36,2075,2,0,0,98.1
36,2080,2,0,0,99.1
36,2085,2,0,0,100.1
36,2090,2,0,0,101.1
36,2095,2,0,0,102.1
36,2010,0,0,0,82.8
36,2015,0,0,0,84
36,2020,0,0,0,85.2
36,2025,0,0,0,86.2
36,2030,0,0,0,87.2
36,2035,0,0,0,88.2
36,2040,0,0,0,89.1
36,2045,0,0,0,90.1
36,2050,0,0,0,91.1
36,2055,0,0,0,92.1
36,2060,0,0,0,93.1
36,2065,0,0,0,94.1
36,2070,0,0,0,95.1
36,2075,0,0,0,96
36,2080,0,0,0,97
36,2085,0,0,0,98
36,2090,0,0,0,99
36,2095,0,0,0,100
40,2010,1,0,0,78.8
40,2015,1,0,0,80.2
40,2020,1,0,0,81.5
40,2025,1,0,0,82.7
40,2030,1,0,0,83.9
40,2035,1,0,0,85.1
40,2040,1,0,0,86.3
40,2045,1,0,0,87.4
40,2050,1,0,0,88.4
40,2055,1,0,0,89.3
40,2060,1,0,0,90.2
40,2065,1,0,0,91.1
40,2070,1,0,0,92
40,2075,1,0,0,92.9
40,2080,1,0,0,93.8
40,2085,1,0,0,94.7
40,2090,1,0,0,95.6
40,2095,1,0,0,96.6
40,2010,2,0,0,84
40,2015,2,0,0,85.1
40,2020,2,0,0,86.2
40,2025,2,0,0,87.3
40,2030,2,0,0,88.5
40,2035,2,0,0,89.6
40,2040,2,0,0,90.8
40,2045,2,0,0,91.9
40,2050,2,0,0,92.9
40,2055,2,0,0,93.8
40,2060,2,0,0,94.7
40,2065,2,0,0,95.6
40,2070,2,0,0,96.5
40,2075,2,0,0,97.4
40,2080,2,0,0,98.3
40,2085,2,0,0,99.2
40,2090,2,0,0,100.1
40,2095,2,0,0,101.1
40,2010,0,0,0,81.5
40,2015,0,0,0,82.7
40,2020,0,0,0,83.9
40,2025,0,0,0,85.1
40,2030,0,0,0,86.3
40,2035,0,0,0,87.4
40,2040,0,0,0,88.6
40,2045,0,0,0,89.7
40,2050,0,0,0,90.7
40,2055,0,0,0,91.5
40,2060,0,0,0,92.5
40,2065,0,0,0,93.4
40,2070,0,0,0,94.3
40,2075,0,0,0,95.2
40,2080,0,0,0,96
40,2085,0,0,0,96.9
40,2090,0,0,0,97.8
40,2095,0,0,0,98.8
44,2010,1,0,0,72.7
44,2015,1,0,0,73.4
44,2020,1,0,0,74.2
44,2025,1,0,0,75.4
44,2030,1,0,0,76.8
44,2035,1,0,0,77.8
44,2040,1,0,0,78.6
44,2045,1,0,0,79.5
44,2050,1,0,0,80.4
44,2055,1,0,0,81.3
44,2060,1,0,0,82.3
44,2065,1,0,0,83.3
44,2070,1,0,0,84.4
44,2075,1,0,0,85.3
44,2080,1,0,0,86.4
44,2085,1,0,0,87.5
44,2090,1,0,0,88.6
44,2095,1,0,0,89.7
44,2010,2,0,0,78.9
44,2015,2,0,0,79.8
44,2020,2,0,0,80.7
44,2025,2,0,0,81.7
44,2030,2,0,0,82.6
44,2035,2,0,0,83.6
44,2040,2,0,0,84.5
44,2045,2,0,0,85.5
44,2050,2,0,0,86.4
44,2055,2,0,0,87.4
44,2060,2,0,0,88.4
44,2065,2,0,0,89.4
44,2070,2,0,0,90.4
44,2075,2,0,0,91.4
44,2080,2,0,0,92.4
44,2085,2,0,0,93.4
44,2090,2,0,0,94.4
44,2095,2,0,0,95.4
44,2010,0,0,0,75.9
44,2015,0,0,0,76.7
44,2020,0,0,0,77.6
44,2025,0,0,0,78.6
44,2030,0,0,0,79.9
44,2035,0,0,0,80.8
44,2040,0,0,0,81.6
44,2045,0,0,0,82.5
44,2050,0,0,0,83.5
44,2055,0,0,0,84.4
44,2060,0,0,0,85.4
44,2065,0,0,0,86.4
44,2070,0,0,0,87.5
44,2075,0,0,0,88.4
44,2080,0,0,0,89.4
44,2085,0,0,0,90.4
44,2090,0,0,0,91.5
44,2095,0,0,0,92.6
48,2010,1,0,0,75.4
48,2015,1,0,0,77
48,2020,1,0,0,78.2
48,2025,1,0,0,79.1
48,2030,1,0,0,80
48,2035,1,0,0,80.7
48,2040,1,0,0,81.6
48,2045,1,0,0,82.5
48,2050,1,0,0,83.4
48,2055,1,0,0,84.3
48,2060,1,0,0,85.2
48,2065,1,0,0,86.2
48,2070,1,0,0,87.1
48,2075,1,0,0,88.2
48,2080,1,0,0,89.2
48,2085,1,0,0,90.2
48,2090,1,0,0,91.1
48,2095,1,0,0,92.1
48,2010,2,0,0,76.7
48,2015,2,0,0,78.1
48,2020,2,0,0,79.4
48,2025,2,0,0,80.6
48,2030,2,0,0,81.7
48,2035,2,0,0,82.7
48,2040,2,0,0,83.7
48,2045,2,0,0,84.7
48,2050,2,0,0,85.7
48,2055,2,0,0,86.7
48,2060,2,0,0,87.6
48,2065,2,0,0,88.6
48,2070,2,0,0,89.6
48,2075,2,0,0,90.6
48,2080,2,0,0,91.6
48,2085,2,0,0,92.6
48,2090,2,0,0,93.6
48,2095,2,0,0,94.6
48,2010,0,0,0,75.9
48,2015,0,0,0,77.4
48,2020,0,0,0,78.6
48,2025,0,0,0,79.6
48,2030,0,0,0,80.5
48,2035,0,0,0,81.4
48,2040,0,0,0,82.2
48,2045,0,0,0,83.3
48,2050,0,0,0,84.2
48,2055,0,0,0,85.1
48,2060,0,0,0,86.1
48,2065,0,0,0,87
48,2070,0,0,0,88
48,2075,0,0,0,89
48,2080,0,0,0,90.1
48,2085,0,0,0,91.1
48,2090,0,0,0,92.1
48,2095,0,0,0,93.1
50,2010,1,0,0,68.7
50,2015,1,0,0,70
50,2020,1,0,0,71.2
50,2025,1,0,0,72.3
50,2030,1,0,0,73.4
50,2035,1,0,0,74.4
50,2040,1,0,0,75.3
50,2045,1,0,0,76.4
50,2050,1,0,0,77.3
50,2055,1,0,0,78.4
50,2060,1,0,0,79.4
50,2065,1,0,0,80.5
50,2070,1,0,0,81.5
50,2075,1,0,0,82.6
50,2080,1,0,0,83.6
50,2085,1,0,0,84.7
50,2090,1,0,0,85.8
50,2095,1,0,0,86.9
50,2010,2,0,0,70.4
50,2015,2,0,0,72.2
50,2020,2,0,0,73.7
50,2025,2,0,0,75.2
50,2030,2,0,0,76.5
50,2035,2,0,0,77.7
50,2040,2,0,0,78.8
50,2045,2,0,0,79.9
50,2050,2,0,0,81
50,2055,2,0,0,82
50,2060,2,0,0,83.1
50,2065,2,0,0,84.1
50,2070,2,0,0,85.1
50,2075,2,0,0,86.2
50,2080,2,0,0,87.3
50,2085,2,0,0,88.4
50,2090,2,0,0,89.5
50,2095,2,0,0,90.5
50,2010,0,0,0,69.6
50,2015,0,0,0,71.1
50,2020,0,0,0,72.4
50,2025,0,0,0,73.7
50,2030,0,0,0,74.9
50,2035,0,0,0,76
50,2040,0,0,0,77
50,2045,0,0,0,78.2
50,2050,0,0,0,79.2
50,2055,0,0,0,80.2
50,2060,0,0,0,81.3
50,2065,0,0,0,82.4
50,2070,0,0,0,83.4
50,2075,0,0,0,84.5
50,2080,0,0,0,85.6
50,2085,0,0,0,86.7
50,2090,0,0,0,87.7
50,2095,0,0,0,88.8
51,2010,1,0,0,71.1
51,2015,1,0,0,71.9
51,2020,1,0,0,73
51,2025,1,0,0,74
51,2030,1,0,0,75.1
51,2035,1,0,0,76.1
51,2040,1,0,0,77.1
51,2045,1,0,0,78.2
51,2050,1,0,0,79.3
51,2055,1,0,0,80.3
51,2060,1,0,0,81.3
51,2065,1,0,0,82.3
51,2070,1,0,0,83.4
51,2075,1,0,0,84.4
51,2080,1,0,0,85.5
51,2085,1,0,0,86.5
51,2090,1,0,0,87.6
51,2095,1,0,0,88.6
51,2010,2,0,0,77.5
51,2015,2,0,0,78.2
51,2020,2,0,0,79.1
51,2025,2,0,0,79.9
51,2030,2,0,0,80.9
51,2035,2,0,0,81.9
51,2040,2,0,0,82.7
51,2045,2,0,0,83.7
51,2050,2,0,0,84.7
51,2055,2,0,0,85.8
51,2060,2,0,0,86.8
51,2065,2,0,0,87.7
51,2070,2,0,0,88.7
51,2075,2,0,0,89.6
51,2080,2,0,0,90.7
51,2085,2,0,0,91.7
51,2090,2,0,0,92.7
51,2095,2,0,0,93.7
51,2010,0,0,0,74.6
51,2015,0,0,0,75.4
51,2020,0,0,0,76.4
51,2025,0,0,0,77.3
51,2030,0,0,0,78.4
51,2035,0,0,0,79.4
51,2040,0,0,0,80.3
51,2045,0,0,0,81.3
51,2050,0,0,0,82.4
51,2055,0,0,0,83.4
51,2060,0,0,0,84.4
51,2065,0,0,0,85.4
51,2070,0,0,0,86.3
51,2075,0,0,0,87.3
51,2080,0,0,0,88.3
51,2085,0,0,0,89.4
51,2090,0,0,0,90.4
51,2095,0,0,0,91.4
52,2010,1,0,0,74.8
52,2015,1,0,0,76.2
52,2020,1,0,0,77.5
52,2025,1,0,0,78.6
52,2030,1,0,0,79.7
52,2035,1,0,0,80.8
52,2040,1,0,0,81.8
52,2045,1,0,0,82.9
52,2050,1,0,0,83.9
52,2055,1,0,0,85
52,2060,1,0,0,86
52,2065,1,0,0,87.1
52,2070,1,0,0,88.2
52,2075,1,0,0,89.2
52,2080,1,0,0,90.2
52,2085,1,0,0,91.2
52,2090,1,0,0,92.2
52,2095,1,0,0,93.3
52,2010,2,0,0,81.2
52,2015,2,0,0,82.4
52,2020,2,0,0,83.6
52,2025,2,0,0,84.7
52,2030,2,0,0,85.7
52,2035,2,0,0,86.7
52,2040,2,0,0,87.7
52,2045,2,0,0,88.6
52,2050,2,0,0,89.6
52,2055,2,0,0,90.6
52,2060,2,0,0,91.6
52,2065,2,0,0,92.6
52,2070,2,0,0,93.6
52,2075,2,0,0,94.6
52,2080,2,0,0,95.6
52,2085,2,0,0,96.6
52,2090,2,0,0,97.6
52,2095,2,0,0,98.6
52,2010,0,0,0,78
52,2015,0,0,0,79.4
52,2020,0,0,0,80.6
52,2025,0,0,0,81.8
52,2030,0,0,0,82.7
52,2035,0,0,0,83.8
52,2040,0,0,0,84.8
52,2045,0,0,0,85.8
52,2050,0,0,0,86.8
52,2055,0,0,0,87.8
52,2060,0,0,0,88.8
52,2065,0,0,0,89.9
52,2070,0,0,0,90.9
52,2075,0,0,0,91.9
52,2080,0,0,0,92.9
52,2085,0,0,0,93.9
52,2090,0,0,0,95
52,2095,0,0,0,96
56,2010,1,0,0,78.2
56,2015,1,0,0,79.4
56,2020,1,0,0,80.6
56,2025,1,0,0,81.7
56,2030,1,0,0,82.7
56,2035,1,0,0,83.8
56,2040,1,0,0,84.7
56,2045,1,0,0,85.7
56,2050,1,0,0,86.7
56,2055,1,0,0,87.7
56,2060,1,0,0,88.7
56,2065,1,0,0,89.7
56,2070,1,0,0,90.7
56,2075,1,0,0,91.7
56,2080,1,0,0,92.7
56,2085,1,0,0,93.7
56,2090,1,0,0,94.7
56,2095,1,0,0,95.7
56,2010,2,0,0,83.9
56,2015,2,0,0,85
56,2020,2,0,0,86.1
56,2025,2,0,0,87.1
56,2030,2,0,0,88.1
56,2035,2,0,0,89.2
56,2040,2,0,0,90.1
56,2045,2,0,0,91.1
56,2050,2,0,0,92
56,2055,2,0,0,93
56,2060,2,0,0,94
56,2065,2,0,0,95
56,2070,2,0,0,96
56,2075,2,0,0,97
56,2080,2,0,0,98
56,2085,2,0,0,99
56,2090,2,0,0,100
56,2095,2,0,0,101
56,2010,0,0,0,81.1
56,2015,0,0,0,82.2
56,2020,0,0,0,83.3
56,2025,0,0,0,84.4
56,2030,0,0,0,85.4
56,2035,0,0,0,86.5
56,2040,0,0,0,87.4
56,2045,0,0,0,88.4
56,2050,0,0,0,89.4
56,2055,0,0,0,90.4
56,2060,0,0,0,91.4
56,2065,0,0,0,92.4
56,2070,0,0,0,93.4
56,2075,0,0,0,94.4
56,2080,0,0,0,95.4
56,2085,0,0,0,96.4
56,2090,0,0,0,97.4
56,2095,0,0,0,98.4
64,2010,1,0,0,65.8
64,2015,1,0,0,67.7
64,2020,1,0,0,69.5
64,2025,1,0,0,71
64,2030,1,0,0,72.6
64,2035,1,0,0,74
64,2040,1,0,0,75.4
64,2045,1,0,0,76.6
64,2050,1,0,0,77.9
64,2055,1,0,0,79.1
64,2060,1,0,0,80.1
64,2065,1,0,0,81.3
64,2070,1,0,0,82.3
64,2075,1,0,0,83.4
64,2080,1,0,0,84.4
64,2085,1,0,0,85.5
64,2090,1,0,0,86.5
64,2095,1,0,0,87.6
64,2010,2,0,0,69.8
64,2015,2,0,0,71.9
64,2020,2,0,0,73.8
64,2025,2,0,0,75.5
64,2030,2,0,0,77.1
64,2035,2,0,0,78.5
64,2040,2,0,0,79.9
64,2045,2,0,0,81.2
64,2050,2,0,0,82.5
64,2055,2,0,0,83.6
64,2060,2,0,0,84.7
64,2065,2,0,0,85.8
64,2070,2,0,0,86.8
64,2075,2,0,0,87.9
64,2080,2,0,0,88.9
64,2085,2,0,0,90
64,2090,2,0,0,90.9
64,2095,2,0,0,92
64,2010,0,0,0,67.7
64,2015,0,0,0,69.6
64,2020,0,0,0,71.5
64,2025,0,0,0,73
64,2030,0,0,0,74.6
64,2035,0,0,0,76
64,2040,0,0,0,77.4
64,2045,0,0,0,78.6
64,2050,0,0,0,79.9
64,2055,0,0,0,81.1
64,2060,0,0,0,82.1
64,2065,0,0,0,83.3
64,2070,0,0,0,84.4
64,2075,0,0,0,85.4
64,2080,0,0,0,86.4
64,2085,0,0,0,87.5
64,2090,0,0,0,88.5
64,2095,0,0,0,89.6
68,2010,1,0,0,64.1
68,2015,1,0,0,65.3
68,2020,1,0,0,66.4
68,2025,1,0,0,67.5
68,2030,1,0,0,68.5
68,2035,1,0,0,69.6
68,2040,1,0,0,70.6
68,2045,1,0,0,71.6
68,2050,1,0,0,72.6
68,2055,1,0,0,73.5
68,2060,1,0,0,74.6
68,2065,1,0,0,75.6
68,2070,1,0,0,76.6
68,2075,1,0,0,77.6
68,2080,1,0,0,78.6
68,2085,1,0,0,79.6
68,2090,1,0,0,80.6
68,2095,1,0,0,81.6
68,2010,2,0,0,68.7
68,2015,2,0,0,69.9
68,2020,2,0,0,71
68,2025,2,0,0,72
68,2030,2,0,0,73
68,2035,2,0,0,74.1
68,2040,2,0,0,75.1
68,2045,2,0,0,76.1
68,2050,2,0,0,77.1
68,2055,2,0,0,78.1
68,2060,2,0,0,79
68,2065,2,0,0,80
68,2070,2,0,0,81
68,2075,2,0,0,81.9
68,2080,2,0,0,82.9
68,2085,2,0,0,83.9
68,2090,2,0,0,84.9
68,2095,2,0,0,85.9
68,2010,0,0,0,66.4
68,2015,0,0,0,67.6
68,2020,0,0,0,68.7
68,2025,0,0,0,69.7
68,2030,0,0,0,70.7
68,2035,0,0,0,71.8
68,2040,0,0,0,72.8
68,2045,0,0,0,73.8
68,2050,0,0,0,74.8
68,2055,0,0,0,75.7
68,2060,0,0,0,76.8
68,2065,0,0,0,77.8
68,2070,0,0,0,78.7
68,2075,0,0,0,79.7
68,2080,0,0,0,80.7
68,2085,0,0,0,81.7
68,2090,0,0,0,82.7
68,2095,0,0,0,83.7
70,2010,1,0,0,73.8
70,2015,1,0,0,75
70,2020,1,0,0,76
70,2025,1,0,0,77.2
70,2030,1,0,0,78.2
70,2035,1,0,0,79.3
70,2040,1,0,0,80.3
70,2045,1,0,0,81.3
70,2050,1,0,0,82.4
70,2055,1,0,0,83.5
70,2060,1,0,0,84.4
70,2065,1,0,0,85.4
70,2070,1,0,0,86.4
70,2075,1,0,0,87.4
70,2080,1,0,0,88.4
70,2085,1,0,0,89.5
70,2090,1,0,0,90.5
70,2095,1,0,0,91.5
70,2010,2,0,0,79.1
70,2015,2,0,0,80.3
70,2020,2,0,0,81.2
70,2025,2,0,0,82.3
70,2030,2,0,0,83.2
70,2035,2,0,0,84.3
70,2040,2,0,0,85.2
70,2045,2,0,0,86.2
70,2050,2,0,0,87.2
70,2055,2,0,0,88.2
70,2060,2,0,0,89.2
70,2065,2,0,0,90.1
70,2070,2,0,0,91.1
70,2075,2,0,0,92
70,2080,2,0,0,93
70,2085,2,0,0,94
70,2090,2,0,0,95.1
70,2095,2,0,0,96.1
70,2010,0,0,0,76.5
70,2015,0,0,0,77.7
70,2020,0,0,0,78.7
70,2025,0,0,0,79.8
70,2030,0,0,0,80.8
70,2035,0,0,0,81.9
70,2040,0,0,0,82.9
70,2045,0,0,0,83.9
70,2050,0,0,0,84.9
70,2055,0,0,0,85.9
70,2060,0,0,0,86.9
70,2065,0,0,0,87.8
70,2070,0,0,0,88.8
70,2075,0,0,0,89.7
70,2080,0,0,0,90.7
70,2085,0,0,0,91.8
70,2090,0,0,0,92.8
70,2095,0,0,0,93.8
72,2010,1,0,0,53.5
72,2015,1,0,0,54.6
72,2020,1,0,0,55.6
72,2025,1,0,0,56.1
72,2030,1,0,0,56.6
72,2035,1,0,0,57.1
72,2040,1,0,0,57.8
72,2045,1,0,0,58.7
72,2050,1,0,0,59.9
72,2055,1,0,0,61.3
72,2060,1,0,0,62.8
72,2065,1,0,0,64.2
72,2070,1,0,0,65.5
72,2075,1,0,0,66.9
72,2080,1,0,0,68.3
72,2085,1,0,0,69.7
72,2090,1,0,0,70.9
72,2095,1,0,0,72.3
72,2010,2,0,0,51.1
72,2015,2,0,0,51.7
72,2020,2,0,0,53.2
72,2025,2,0,0,54.4
72,2030,2,0,0,55.7
72,2035,2,0,0,56.9
72,2040,2,0,0,58.2
