"isono","year","sexno","ageno","eduno","podr"
24,2090,0,0,0,0.123
24,2095,0,0,0,0.13
31,2010,0,0,0,0.068
31,2015,0,0,0,0.061
31,2020,0,0,0,0.066
31,2025,0,0,0,0.084
31,2030,0,0,0,0.108
31,2035,0,0,0,0.123
31,2040,0,0,0,0.125
31,2045,0,0,0,0.124
31,2050,0,0,0,0.125
31,2055,0,0,0,0.134
31,2060,0,0,0,0.154
31,2065,0,0,0,0.172
31,2070,0,0,0,0.169
31,2075,0,0,0,0.154
31,2080,0,0,0,0.145
31,2085,0,0,0,0.152
31,2090,0,0,0,0.172
31,2095,0,0,0,0.187
32,2010,0,0,0,0.081
32,2015,0,0,0,0.081
32,2020,0,0,0,0.082
32,2025,0,0,0,0.084
32,2030,0,0,0,0.087
32,2035,0,0,0,0.09
32,2040,0,0,0,0.093
32,2045,0,0,0,0.095
32,2050,0,0,0,0.1
32,2055,0,0,0,0.109
32,2060,0,0,0,0.115
32,2065,0,0,0,0.119
32,2070,0,0,0,0.124
32,2075,0,0,0,0.128
32,2080,0,0,0,0.131
32,2085,0,0,0,0.131
32,2090,0,0,0,0.133
32,2095,0,0,0,0.134
36,2010,0,0,0,0.076
36,2015,0,0,0,0.074
36,2020,0,0,0,0.076
36,2025,0,0,0,0.083
36,2030,0,0,0,0.088
36,2035,0,0,0,0.093
36,2040,0,0,0,0.098
36,2045,0,0,0,0.101
36,2050,0,0,0,0.1
36,2055,0,0,0,0.102
36,2060,0,0,0,0.099
36,2065,0,0,0,0.1
36,2070,0,0,0,0.104
36,2075,0,0,0,0.109
36,2080,0,0,0,0.114
36,2085,0,0,0,0.115
36,2090,0,0,0,0.113
36,2095,0,0,0,0.114
40,2010,0,0,0,0.11
40,2015,0,0,0,0.114
40,2020,0,0,0,0.117
40,2025,0,0,0,0.12
40,2030,0,0,0,0.122
40,2035,0,0,0,0.129
40,2040,0,0,0,0.14
40,2045,0,0,0,0.154
40,2050,0,0,0,0.163
40,2055,0,0,0,0.163
40,2060,0,0,0,0.158
40,2065,0,0,0,0.156
40,2070,0,0,0,0.155
40,2075,0,0,0,0.158
40,2080,0,0,0,0.16
40,2085,0,0,0,0.159
40,2090,0,0,0,0.157
40,2095,0,0,0,0.152
44,2010,0,0,0,0.054
44,2015,0,0,0,0.062
44,2020,0,0,0,0.069
44,2025,0,0,0,0.079
44,2030,0,0,0,0.085
44,2035,0,0,0,0.1
44,2040,0,0,0,0.111
44,2045,0,0,0,0.118
44,2050,0,0,0,0.121
44,2055,0,0,0,0.122
44,2060,0,0,0,0.128
44,2065,0,0,0,0.134
44,2070,0,0,0,0.143
44,2075,0,0,0,0.15
44,2080,0,0,0,0.15
44,2085,0,0,0,0.147
44,2090,0,0,0,0.147
44,2095,0,0,0,0.147
48,2010,0,0,0,0.021
48,2015,0,0,0,0.019
48,2020,0,0,0,0.023
48,2025,0,0,0,0.033
48,2030,0,0,0,0.047
48,2035,0,0,0,0.06
48,2040,0,0,0,0.075
48,2045,0,0,0,0.088
48,2050,0,0,0,0.104
48,2055,0,0,0,0.123
48,2060,0,0,0,0.141
48,2065,0,0,0,0.145
48,2070,0,0,0,0.135
48,2075,0,0,0,0.129
48,2080,0,0,0,0.127
48,2085,0,0,0,0.127
48,2090,0,0,0,0.135
48,2095,0,0,0,0.148
50,2010,0,0,0,0.049
50,2015,0,0,0,0.049
50,2020,0,0,0,0.051
50,2025,0,0,0,0.056
50,2030,0,0,0,0.065
50,2035,0,0,0,0.079
50,2040,0,0,0,0.09
50,2045,0,0,0,0.1
50,2050,0,0,0,0.113
50,2055,0,0,0,0.126
50,2060,0,0,0,0.136
50,2065,0,0,0,0.145
50,2070,0,0,0,0.154
50,2075,0,0,0,0.161
50,2080,0,0,0,0.166
50,2085,0,0,0,0.166
50,2090,0,0,0,0.166
50,2095,0,0,0,0.168
51,2010,0,0,0,0.103
51,2015,0,0,0,0.091
51,2020,0,0,0,0.091
51,2025,0,0,0,0.103
51,2030,0,0,0,0.123
51,2035,0,0,0,0.14
51,2040,0,0,0,0.142
51,2045,0,0,0,0.136
51,2050,0,0,0,0.132
51,2055,0,0,0,0.136
51,2060,0,0,0,0.151
51,2065,0,0,0,0.171
51,2070,0,0,0,0.184
51,2075,0,0,0,0.179
51,2080,0,0,0,0.169
51,2085,0,0,0,0.165
51,2090,0,0,0,0.165
51,2095,0,0,0,0.161
52,2010,0,0,0,0.091
52,2015,0,0,0,0.087
52,2020,0,0,0,0.094
52,2025,0,0,0,0.105
52,2030,0,0,0,0.123
52,2035,0,0,0,0.142
52,2040,0,0,0,0.159
52,2045,0,0,0,0.168
52,2050,0,0,0,0.174
52,2055,0,0,0,0.174
52,2060,0,0,0,0.175
52,2065,0,0,0,0.178
52,2070,0,0,0,0.184
52,2075,0,0,0,0.191
52,2080,0,0,0,0.195
52,2085,0,0,0,0.19
52,2090,0,0,0,0.185
52,2095,0,0,0,0.181
56,2010,0,0,0,0.122
56,2015,0,0,0,0.116
56,2020,0,0,0,0.114
56,2025,0,0,0,0.118
56,2030,0,0,0,0.123
56,2035,0,0,0,0.129
56,2040,0,0,0,0.135
56,2045,0,0,0,0.138
56,2050,0,0,0,0.138
56,2055,0,0,0,0.135
56,2060,0,0,0,0.13
56,2065,0,0,0,0.127
56,2070,0,0,0,0.125
56,2075,0,0,0,0.125
56,2080,0,0,0,0.125
56,2085,0,0,0,0.124
56,2090,0,0,0,0.125
56,2095,0,0,0,0.126
64,2010,0,0,0,0.05
64,2015,0,0,0,0.049
64,2020,0,0,0,0.05
64,2025,0,0,0,0.055
64,2030,0,0,0,0.057
64,2035,0,0,0,0.061
64,2040,0,0,0,0.067
64,2045,0,0,0,0.073
64,2050,0,0,0,0.083
64,2055,0,0,0,0.097
64,2060,0,0,0,0.113
64,2065,0,0,0,0.126
64,2070,0,0,0,0.137
64,2075,0,0,0,0.142
64,2080,0,0,0,0.145
64,2085,0,0,0,0.147
64,2090,0,0,0,0.151
64,2095,0,0,0,0.155
68,2010,0,0,0,0.051
68,2015,0,0,0,0.052
68,2020,0,0,0,0.055
68,2025,0,0,0,0.058
68,2030,0,0,0,0.062
68,2035,0,0,0,0.067
68,2040,0,0,0,0.074
68,2045,0,0,0,0.081
68,2050,0,0,0,0.087
68,2055,0,0,0,0.095
68,2060,0,0,0,0.104
68,2065,0,0,0,0.114
68,2070,0,0,0,0.123
68,2075,0,0,0,0.132
68,2080,0,0,0,0.138
68,2085,0,0,0,0.142
68,2090,0,0,0,0.145
68,2095,0,0,0,0.147
70,2010,0,0,0,0.124
70,2015,0,0,0,0.119
70,2020,0,0,0,0.124
70,2025,0,0,0,0.137
70,2030,0,0,0,0.151
70,2035,0,0,0,0.166
70,2040,0,0,0,0.178
70,2045,0,0,0,0.184
70,2050,0,0,0,0.188
70,2055,0,0,0,0.193
70,2060,0,0,0,0.201
70,2065,0,0,0,0.214
70,2070,0,0,0,0.217
70,2075,0,0,0,0.213
70,2080,0,0,0,0.209
70,2085,0,0,0,0.198
70,2090,0,0,0,0.187
70,2095,0,0,0,0.183
72,2010,0,0,0,0.049
72,2015,0,0,0,0.055
72,2020,0,0,0,0.064
72,2025,0,0,0,0.067
72,2030,0,0,0,0.07
72,2035,0,0,0,0.072
72,2040,0,0,0,0.07
72,2045,0,0,0,0.076
72,2050,0,0,0,0.082
72,2055,0,0,0,0.09
72,2060,0,0,0,0.1
72,2065,0,0,0,0.109
72,2070,0,0,0,0.116
72,2075,0,0,0,0.123
72,2080,0,0,0,0.13
72,2085,0,0,0,0.136
72,2090,0,0,0,0.143
72,2095,0,0,0,0.148
76,2010,0,0,0,0.048
76,2015,0,0,0,0.05
76,2020,0,0,0,0.053
76,2025,0,0,0,0.058
76,2030,0,0,0,0.066
76,2035,0,0,0,0.076
76,2040,0,0,0,0.087
76,2045,0,0,0,0.097
76,2050,0,0,0,0.106
76,2055,0,0,0,0.116
76,2060,0,0,0,0.129
76,2065,0,0,0,0.14
76,2070,0,0,0,0.148
76,2075,0,0,0,0.153
76,2080,0,0,0,0.16
76,2085,0,0,0,0.166
76,2090,0,0,0,0.167
76,2095,0,0,0,0.166
84,2010,0,0,0,0.029
84,2015,0,0,0,0.028
84,2020,0,0,0,0.029
84,2025,0,0,0,0.031
84,2030,0,0,0,0.037
84,2035,0,0,0,0.047
84,2040,0,0,0,0.056
84,2045,0,0,0,0.065
84,2050,0,0,0,0.072
84,2055,0,0,0,0.077
84,2060,0,0,0,0.086
84,2065,0,0,0,0.095
84,2070,0,0,0,0.106
84,2075,0,0,0,0.117
84,2080,0,0,0,0.125
84,2085,0,0,0,0.13
84,2090,0,0,0,0.134
84,2095,0,0,0,0.136
90,2010,0,0,0,0.041
90,2015,0,0,0,0.042
90,2020,0,0,0,0.045
90,2025,0,0,0,0.049
90,2030,0,0,0,0.053
90,2035,0,0,0,0.059
90,2040,0,0,0,0.07
90,2045,0,0,0,0.079
90,2050,0,0,0,0.087
90,2055,0,0,0,0.092
90,2060,0,0,0,0.101
90,2065,0,0,0,0.107
90,2070,0,0,0,0.115
90,2075,0,0,0,0.126
90,2080,0,0,0,0.136
90,2085,0,0,0,0.143
90,2090,0,0,0,0.147
90,2095,0,0,0,0.15
96,2010,0,0,0,0.02
96,2015,0,0,0,0.02
96,2020,0,0,0,0.021
96,2025,0,0,0,0.025
96,2030,0,0,0,0.033
96,2035,0,0,0,0.041
96,2040,0,0,0,0.051
96,2045,0,0,0,0.06
96,2050,0,0,0,0.068
96,2055,0,0,0,0.079
96,2060,0,0,0,0.089
96,2065,0,0,0,0.097
96,2070,0,0,0,0.103
96,2075,0,0,0,0.109
96,2080,0,0,0,0.113
96,2085,0,0,0,0.116
96,2090,0,0,0,0.119
96,2095,0,0,0,0.124
100,2010,0,0,0,0.172
100,2015,0,0,0,0.175
100,2020,0,0,0,0.177
100,2025,0,0,0,0.18
100,2030,0,0,0,0.182
100,2035,0,0,0,0.184
100,2040,0,0,0,0.185
100,2045,0,0,0,0.19
100,2050,0,0,0,0.199
100,2055,0,0,0,0.208
100,2060,0,0,0,0.214
100,2065,0,0,0,0.218
100,2070,0,0,0,0.209
100,2075,0,0,0,0.195
100,2080,0,0,0,0.18
100,2085,0,0,0,0.175
100,2090,0,0,0,0.178
100,2095,0,0,0,0.179
104,2010,0,0,0,0.064
104,2015,0,0,0,0.077
104,2020,0,0,0,0.088
104,2025,0,0,0,0.105
104,2030,0,0,0,0.115
104,2035,0,0,0,0.134
104,2040,0,0,0,0.146
104,2045,0,0,0,0.161
104,2050,0,0,0,0.173
104,2055,0,0,0,0.184
104,2060,0,0,0,0.19
104,2065,0,0,0,0.193
104,2070,0,0,0,0.192
104,2075,0,0,0,0.19
104,2080,0,0,0,0.188
104,2085,0,0,0,0.186
104,2090,0,0,0,0.185
104,2095,0,0,0,0.183
108,2010,0,0,0,0.04
108,2015,0,0,0,0.042
108,2020,0,0,0,0.046
108,2025,0,0,0,0.048
108,2030,0,0,0,0.05
108,2035,0,0,0,0.051
108,2040,0,0,0,0.058
108,2045,0,0,0,0.066
108,2050,0,0,0,0.078
108,2055,0,0,0,0.093
108,2060,0,0,0,0.105
108,2065,0,0,0,0.112
108,2070,0,0,0,0.117
108,2075,0,0,0,0.121
108,2080,0,0,0,0.128
108,2085,0,0,0,0.137
108,2090,0,0,0,0.144
108,2095,0,0,0,0.149
112,2010,0,0,0,0.136
112,2015,0,0,0,0.128
112,2020,0,0,0,0.127
112,2025,0,0,0,0.136
112,2030,0,0,0,0.15
112,2035,0,0,0,0.161
112,2040,0,0,0,0.161
112,2045,0,0,0,0.162
112,2050,0,0,0,0.163
112,2055,0,0,0,0.169
112,2060,0,0,0,0.182
112,2065,0,0,0,0.195
112,2070,0,0,0,0.193
112,2075,0,0,0,0.182
112,2080,0,0,0,0.169
112,2085,0,0,0,0.161
112,2090,0,0,0,0.162
112,2095,0,0,0,0.168
116,2010,0,0,0,0.05
116,2015,0,0,0,0.055
116,2020,0,0,0,0.062
116,2025,0,0,0,0.071
116,2030,0,0,0,0.079
116,2035,0,0,0,0.087
116,2040,0,0,0,0.091
116,2045,0,0,0,0.087
116,2050,0,0,0,0.106
116,2055,0,0,0,0.12
116,2060,0,0,0,0.135
116,2065,0,0,0,0.15
116,2070,0,0,0,0.155
116,2075,0,0,0,0.155
116,2080,0,0,0,0.154
116,2085,0,0,0,0.155
116,2090,0,0,0,0.159
116,2095,0,0,0,0.163
120,2010,0,0,0,0.048
120,2015,0,0,0,0.047
120,2020,0,0,0,0.047
120,2025,0,0,0,0.049
120,2030,0,0,0,0.05
120,2035,0,0,0,0.054
120,2040,0,0,0,0.058
120,2045,0,0,0,0.066
120,2050,0,0,0,0.076
120,2055,0,0,0,0.084
120,2060,0,0,0,0.092
120,2065,0,0,0,0.1
120,2070,0,0,0,0.111
120,2075,0,0,0,0.12
120,2080,0,0,0,0.128
120,2085,0,0,0,0.134
120,2090,0,0,0,0.141
120,2095,0,0,0,0.144
124,2010,0,0,0,0.086
124,2015,0,0,0,0.087
124,2020,0,0,0,0.091
124,2025,0,0,0,0.1
124,2030,0,0,0,0.11
124,2035,0,0,0,0.119
124,2040,0,0,0,0.128
124,2045,0,0,0,0.129
124,2050,0,0,0,0.124
124,2055,0,0,0,0.118
124,2060,0,0,0,0.114
124,2065,0,0,0,0.113
124,2070,0,0,0,0.114
124,2075,0,0,0,0.119
124,2080,0,0,0,0.124
124,2085,0,0,0,0.123
124,2090,0,0,0,0.12
124,2095,0,0,0,0.119
132,2010,0,0,0,0.057
132,2015,0,0,0,0.045
132,2020,0,0,0,0.041
132,2025,0,0,0,0.044
132,2030,0,0,0,0.052
132,2035,0,0,0,0.066
132,2040,0,0,0,0.077
132,2045,0,0,0,0.083
132,2050,0,0,0,0.09
132,2055,0,0,0,0.102
132,2060,0,0,0,0.117
132,2065,0,0,0,0.134
132,2070,0,0,0,0.15
132,2075,0,0,0,0.158
132,2080,0,0,0,0.162
132,2085,0,0,0,0.162
132,2090,0,0,0,0.163
132,2095,0,0,0,0.163
140,2010,0,0,0,0.056
140,2015,0,0,0,0.054
140,2020,0,0,0,0.053
140,2025,0,0,0,0.053
140,2030,0,0,0,0.053
140,2035,0,0,0,0.055
140,2040,0,0,0,0.058
140,2045,0,0,0,0.068
140,2050,0,0,0,0.079
140,2055,0,0,0,0.087
140,2060,0,0,0,0.098
140,2065,0,0,0,0.109
140,2070,0,0,0,0.119
140,2075,0,0,0,0.129
140,2080,0,0,0,0.136
140,2085,0,0,0,0.141
140,2090,0,0,0,0.145
140,2095,0,0,0,0.149
144,2010,0,0,0,0.064
144,2015,0,0,0,0.07
144,2020,0,0,0,0.079
144,2025,0,0,0,0.087
144,2030,0,0,0,0.098
144,2035,0,0,0,0.106
144,2040,0,0,0,0.113
144,2045,0,0,0,0.118
144,2050,0,0,0,0.123
144,2055,0,0,0,0.132
144,2060,0,0,0,0.141
144,2065,0,0,0,0.144
144,2070,0,0,0,0.145
144,2075,0,0,0,0.143
144,2080,0,0,0,0.143
144,2085,0,0,0,0.149
144,2090,0,0,0,0.159
144,2095,0,0,0,0.164
148,2010,0,0,0,0.045
148,2015,0,0,0,0.044
148,2020,0,0,0,0.044
148,2025,0,0,0,0.043
148,2030,0,0,0,0.044
148,2035,0,0,0,0.045
148,2040,0,0,0,0.047
148,2045,0,0,0,0.052
148,2050,0,0,0,0.057
148,2055,0,0,0,0.062
148,2060,0,0,0,0.068
148,2065,0,0,0,0.076
148,2070,0,0,0,0.085
148,2075,0,0,0,0.094
148,2080,0,0,0,0.103
148,2085,0,0,0,0.11
148,2090,0,0,0,0.118
148,2095,0,0,0,0.125
152,2010,0,0,0,0.054
152,2015,0,0,0,0.057
152,2020,0,0,0,0.061
152,2025,0,0,0,0.067
152,2030,0,0,0,0.075
152,2035,0,0,0,0.086
152,2040,0,0,0,0.099
152,2045,0,0,0,0.11
152,2050,0,0,0,0.117
152,2055,0,0,0,0.122
152,2060,0,0,0,0.122
152,2065,0,0,0,0.126
152,2070,0,0,0,0.133
152,2075,0,0,0,0.144
152,2080,0,0,0,0.152
152,2085,0,0,0,0.155
152,2090,0,0,0,0.153
152,2095,0,0,0,0.152
156,2010,0,0,0,0.078
156,2015,0,0,0,0.082
156,2020,0,0,0,0.096
156,2025,0,0,0,0.111
156,2030,0,0,0,0.123
156,2035,0,0,0,0.14
156,2040,0,0,0,0.165
156,2045,0,0,0,0.185
156,2050,0,0,0,0.19
156,2055,0,0,0,0.19
156,2060,0,0,0,0.201
156,2065,0,0,0,0.217
156,2070,0,0,0,0.226
156,2075,0,0,0,0.231
156,2080,0,0,0,0.23
156,2085,0,0,0,0.227
156,2090,0,0,0,0.225
156,2095,0,0,0,0.22
170,2010,0,0,0,0.041
170,2015,0,0,0,0.044
170,2020,0,0,0,0.049
170,2025,0,0,0,0.056
170,2030,0,0,0,0.064
170,2035,0,0,0,0.073
170,2040,0,0,0,0.082
170,2045,0,0,0,0.09
170,2050,0,0,0,0.095
170,2055,0,0,0,0.101
170,2060,0,0,0,0.107
170,2065,0,0,0,0.112
170,2070,0,0,0,0.119
170,2075,0,0,0,0.125
170,2080,0,0,0,0.131
170,2085,0,0,0,0.135
170,2090,0,0,0,0.139
170,2095,0,0,0,0.141
174,2010,0,0,0,0.037
174,2015,0,0,0,0.041
174,2020,0,0,0,0.044
174,2025,0,0,0,0.05
174,2030,0,0,0,0.054
174,2035,0,0,0,0.06
174,2040,0,0,0,0.066
174,2045,0,0,0,0.077
174,2050,0,0,0,0.087
174,2055,0,0,0,0.089
174,2060,0,0,0,0.094
174,2065,0,0,0,0.103
174,2070,0,0,0,0.115
174,2075,0,0,0,0.13
174,2080,0,0,0,0.142
174,2085,0,0,0,0.147
174,2090,0,0,0,0.149
174,2095,0,0,0,0.15
175,2010,0,0,0,0.011
175,2015,0,0,0,0.01
175,2020,0,0,0,0.01
175,2025,0,0,0,0.012
175,2030,0,0,0,0.015
175,2035,0,0,0,0.017
175,2040,0,0,0,0.021
175,2045,0,0,0,0.025
175,2050,0,0,0,0.031
175,2055,0,0,0,0.041
175,2060,0,0,0,0.048
175,2065,0,0,0,0.053
175,2070,0,0,0,0.055
175,2075,0,0,0,0.055
175,2080,0,0,0,0.058
175,2085,0,0,0,0.063
175,2090,0,0,0,0.069
175,2095,0,0,0,0.086
178,2010,0,0,0,0.045
178,2015,0,0,0,0.043
178,2020,0,0,0,0.044
178,2025,0,0,0,0.044
178,2030,0,0,0,0.048
178,2035,0,0,0,0.054
178,2040,0,0,0,0.059
178,2045,0,0,0,0.068
178,2050,0,0,0,0.075
178,2055,0,0,0,0.083
178,2060,0,0,0,0.089
178,2065,0,0,0,0.096
178,2070,0,0,0,0.103
178,2075,0,0,0,0.112
178,2080,0,0,0,0.121
178,2085,0,0,0,0.127
178,2090,0,0,0,0.132
178,2095,0,0,0,0.136
180,2010,0,0,0,0.042
180,2015,0,0,0,0.04
180,2020,0,0,0,0.039
180,2025,0,0,0,0.039
180,2030,0,0,0,0.04
180,2035,0,0,0,0.043
180,2040,0,0,0,0.045
180,2045,0,0,0,0.05
180,2050,0,0,0,0.056
180,2055,0,0,0,0.062
180,2060,0,0,0,0.069
180,2065,0,0,0,0.078
180,2070,0,0,0,0.088
180,2075,0,0,0,0.097
180,2080,0,0,0,0.107
180,2085,0,0,0,0.116
180,2090,0,0,0,0.127
180,2095,0,0,0,0.133
188,2010,0,0,0,0.039
188,2015,0,0,0,0.041
188,2020,0,0,0,0.044
188,2025,0,0,0,0.049
188,2030,0,0,0,0.059
188,2035,0,0,0,0.07
188,2040,0,0,0,0.083
188,2045,0,0,0,0.092
188,2050,0,0,0,0.094
188,2055,0,0,0,0.099
188,2060,0,0,0,0.105
188,2065,0,0,0,0.114
188,2070,0,0,0,0.126
188,2075,0,0,0,0.134
188,2080,0,0,0,0.139
188,2085,0,0,0,0.143
188,2090,0,0,0,0.144
188,2095,0,0,0,0.145
191,2010,0,0,0,0.149
191,2015,0,0,0,0.143
191,2020,0,0,0,0.145
191,2025,0,0,0,0.153
191,2030,0,0,0,0.159
191,2035,0,0,0,0.166
191,2040,0,0,0,0.17
191,2045,0,0,0,0.171
191,2050,0,0,0,0.171
191,2055,0,0,0,0.175
191,2060,0,0,0,0.18
191,2065,0,0,0,0.184
191,2070,0,0,0,0.185
191,2075,0,0,0,0.185
191,2080,0,0,0,0.183
191,2085,0,0,0,0.177
191,2090,0,0,0,0.173
191,2095,0,0,0,0.172
192,2010,0,0,0,0.081
192,2015,0,0,0,0.086
192,2020,0,0,0,0.092
192,2025,0,0,0,0.102
192,2030,0,0,0,0.112
192,2035,0,0,0,0.122
192,2040,0,0,0,0.15
192,2045,0,0,0,0.181
192,2050,0,0,0,0.209
192,2055,0,0,0,0.221
192,2060,0,0,0,0.216
192,2065,0,0,0,0.211
192,2070,0,0,0,0.216
192,2075,0,0,0,0.221
192,2080,0,0,0,0.223
192,2085,0,0,0,0.227
192,2090,0,0,0,0.228
192,2095,0,0,0,0.222
196,2010,0,0,0,0.086
196,2015,0,0,0,0.084
196,2020,0,0,0,0.086
196,2025,0,0,0,0.089
196,2030,0,0,0,0.095
196,2035,0,0,0,0.102
196,2040,0,0,0,0.105
196,2045,0,0,0,0.108
196,2050,0,0,0,0.112
196,2055,0,0,0,0.117
196,2060,0,0,0,0.127
196,2065,0,0,0,0.14
196,2070,0,0,0,0.152
196,2075,0,0,0,0.159
196,2080,0,0,0,0.161
196,2085,0,0,0,0.157
196,2090,0,0,0,0.154
196,2095,0,0,0,0.154
203,2010,0,0,0,0.112
203,2015,0,0,0,0.114
203,2020,0,0,0,0.125
203,2025,0,0,0,0.134
203,2030,0,0,0,0.141
203,2035,0,0,0,0.14
203,2040,0,0,0,0.134
203,2045,0,0,0,0.134
203,2050,0,0,0,0.135
203,2055,0,0,0,0.15
203,2060,0,0,0,0.163
203,2065,0,0,0,0.165
203,2070,0,0,0,0.167
203,2075,0,0,0,0.165
203,2080,0,0,0,0.154
203,2085,0,0,0,0.143
203,2090,0,0,0,0.139
203,2095,0,0,0,0.143
204,2010,0,0,0,0.039
204,2015,0,0,0,0.038
204,2020,0,0,0,0.039
204,2025,0,0,0,0.039
204,2030,0,0,0,0.043
204,2035,0,0,0,0.046
204,2040,0,0,0,0.051
204,2045,0,0,0,0.057
204,2050,0,0,0,0.063
204,2055,0,0,0,0.07
204,2060,0,0,0,0.078
204,2065,0,0,0,0.085
204,2070,0,0,0,0.093
204,2075,0,0,0,0.102
204,2080,0,0,0,0.112
204,2085,0,0,0,0.12
204,2090,0,0,0,0.126
204,2095,0,0,0,0.133
208,2010,0,0,0,0.112
208,2015,0,0,0,0.115
208,2020,0,0,0,0.126
208,2025,0,0,0,0.129
