"isono","year","sexno","ageno","eduno","bmys"
703,2025,2,0,0,10.9
703,2030,0,0,0,11.2
703,2030,1,0,0,11.1
703,2030,2,0,0,11.2
703,2035,0,0,0,11.5
703,2035,1,0,0,11.4
703,2035,2,0,0,11.5
703,2040,0,0,0,11.8
703,2040,1,0,0,11.7
703,2040,2,0,0,11.8
703,2045,0,0,0,12
703,2045,1,0,0,11.9
703,2045,2,0,0,12
703,2050,0,0,0,12.1
703,2050,1,0,0,12.1
703,2050,2,0,0,12.2
703,2055,0,0,0,12.3
703,2055,1,0,0,12.2
703,2055,2,0,0,12.3
703,2060,0,0,0,12.4
703,2060,1,0,0,12.4
703,2060,2,0,0,12.5
703,2065,0,0,0,12.6
703,2065,1,0,0,12.6
703,2065,2,0,0,12.7
703,2070,0,0,0,12.8
703,2070,1,0,0,12.8
703,2070,2,0,0,12.9
703,2075,0,0,0,13
703,2075,1,0,0,12.9
703,2075,2,0,0,13.1
703,2080,0,0,0,13.1
703,2080,1,0,0,13
703,2080,2,0,0,13.2
703,2085,0,0,0,13.2
703,2085,1,0,0,13.1
703,2085,2,0,0,13.3
703,2090,0,0,0,13.3
703,2090,1,0,0,13.2
703,2090,2,0,0,13.3
703,2095,0,0,0,13.4
703,2095,1,0,0,13.3
703,2095,2,0,0,13.4
703,2100,0,0,0,13.5
703,2100,1,0,0,13.4
703,2100,2,0,0,13.5
704,1970,0,0,0,2.2
704,1970,1,0,0,2.7
704,1970,2,0,0,1.7
704,1975,0,0,0,2.6
704,1975,1,0,0,3.1
704,1975,2,0,0,2.1
704,1980,0,0,0,3.1
704,1980,1,0,0,3.6
704,1980,2,0,0,2.7
704,1985,0,0,0,3.5
704,1985,1,0,0,3.9
704,1985,2,0,0,3.1
704,1990,0,0,0,3.8
704,1990,1,0,0,4.1
704,1990,2,0,0,3.5
704,1995,0,0,0,4.1
704,1995,1,0,0,4.4
704,1995,2,0,0,3.8
704,2000,0,0,0,4.6
704,2000,1,0,0,4.9
704,2000,2,0,0,4.4
704,2005,0,0,0,5.2
704,2005,1,0,0,5.5
704,2005,2,0,0,5
704,2010,0,0,0,5.8
704,2010,1,0,0,6
704,2010,2,0,0,5.6
704,2015,0,0,0,6.2
704,2015,1,0,0,6.4
704,2015,2,0,0,6.1
704,2020,0,0,0,6.7
704,2020,1,0,0,6.8
704,2020,2,0,0,6.5
704,2025,0,0,0,7.2
704,2025,1,0,0,7.2
704,2025,2,0,0,7.1
704,2030,0,0,0,7.7
704,2030,1,0,0,7.7
704,2030,2,0,0,7.6
704,2035,0,0,0,8.2
704,2035,1,0,0,8.2
704,2035,2,0,0,8.2
704,2040,0,0,0,8.6
704,2040,1,0,0,8.6
704,2040,2,0,0,8.6
704,2045,0,0,0,8.9
704,2045,1,0,0,8.9
704,2045,2,0,0,9
704,2050,0,0,0,9.3
704,2050,1,0,0,9.3
704,2050,2,0,0,9.3
704,2055,0,0,0,9.6
704,2055,1,0,0,9.6
704,2055,2,0,0,9.7
704,2060,0,0,0,10
704,2060,1,0,0,9.9
704,2060,2,0,0,10
704,2065,0,0,0,10.3
704,2065,1,0,0,10.3
704,2065,2,0,0,10.4
704,2070,0,0,0,10.6
704,2070,1,0,0,10.6
704,2070,2,0,0,10.7
704,2075,0,0,0,10.9
704,2075,1,0,0,10.9
704,2075,2,0,0,11
704,2080,0,0,0,11.2
704,2080,1,0,0,11.1
704,2080,2,0,0,11.3
704,2085,0,0,0,11.5
704,2085,1,0,0,11.4
704,2085,2,0,0,11.5
704,2090,0,0,0,11.7
704,2090,1,0,0,11.7
704,2090,2,0,0,11.8
704,2095,0,0,0,12
704,2095,1,0,0,11.9
704,2095,2,0,0,12
704,2100,0,0,0,12.2
704,2100,1,0,0,12.1
704,2100,2,0,0,12.2
705,1970,0,0,0,6.7
705,1970,1,0,0,7.2
705,1970,2,0,0,6.3
705,1975,0,0,0,7.1
705,1975,1,0,0,7.5
705,1975,2,0,0,6.7
705,1980,0,0,0,7.5
705,1980,1,0,0,7.8
705,1980,2,0,0,7.2
705,1985,0,0,0,7.9
705,1985,1,0,0,8.1
705,1985,2,0,0,7.7
705,1990,0,0,0,8.3
705,1990,1,0,0,8.5
705,1990,2,0,0,8.2
705,1995,0,0,0,8.9
705,1995,1,0,0,9
705,1995,2,0,0,8.7
705,2000,0,0,0,9.4
705,2000,1,0,0,9.4
705,2000,2,0,0,9.3
705,2005,0,0,0,9.8
705,2005,1,0,0,9.8
705,2005,2,0,0,9.8
705,2010,0,0,0,10.1
705,2010,1,0,0,10.1
705,2010,2,0,0,10.2
705,2015,0,0,0,10.4
705,2015,1,0,0,10.3
705,2015,2,0,0,10.5
705,2020,0,0,0,10.6
705,2020,1,0,0,10.5
705,2020,2,0,0,10.7
705,2025,0,0,0,10.9
705,2025,1,0,0,10.7
705,2025,2,0,0,11
705,2030,0,0,0,11.2
705,2030,1,0,0,11
705,2030,2,0,0,11.4
705,2035,0,0,0,11.5
705,2035,1,0,0,11.3
705,2035,2,0,0,11.7
705,2040,0,0,0,11.7
705,2040,1,0,0,11.5
705,2040,2,0,0,11.9
705,2045,0,0,0,11.9
705,2045,1,0,0,11.7
705,2045,2,0,0,12.1
705,2050,0,0,0,12.1
705,2050,1,0,0,11.9
705,2050,2,0,0,12.3
705,2055,0,0,0,12.3
705,2055,1,0,0,12
705,2055,2,0,0,12.5
705,2060,0,0,0,12.5
705,2060,1,0,0,12.3
705,2060,2,0,0,12.7
705,2065,0,0,0,12.7
705,2065,1,0,0,12.5
705,2065,2,0,0,12.9
705,2070,0,0,0,12.9
705,2070,1,0,0,12.7
705,2070,2,0,0,13
705,2075,0,0,0,13
705,2075,1,0,0,12.9
705,2075,2,0,0,13.2
705,2080,0,0,0,13.1
705,2080,1,0,0,13
705,2080,2,0,0,13.3
705,2085,0,0,0,13.3
705,2085,1,0,0,13.1
705,2085,2,0,0,13.4
705,2090,0,0,0,13.4
705,2090,1,0,0,13.2
705,2090,2,0,0,13.5
705,2095,0,0,0,13.5
705,2095,1,0,0,13.4
705,2095,2,0,0,13.6
705,2100,0,0,0,13.6
705,2100,1,0,0,13.5
705,2100,2,0,0,13.7
706,1970,0,0,0,0.5
706,1970,1,0,0,0.8
706,1970,2,0,0,0.1
706,1975,0,0,0,0.6
706,1975,1,0,0,1
706,1975,2,0,0,0.2
706,1980,0,0,0,0.8
706,1980,1,0,0,1.3
706,1980,2,0,0,0.3
706,1985,0,0,0,1
706,1985,1,0,0,1.6
706,1985,2,0,0,0.4
706,1990,0,0,0,1.3
706,1990,1,0,0,1.9
706,1990,2,0,0,0.6
706,1995,0,0,0,1.5
706,1995,1,0,0,2.2
706,1995,2,0,0,0.8
706,2000,0,0,0,1.7
706,2000,1,0,0,2.4
706,2000,2,0,0,1
706,2005,0,0,0,1.9
706,2005,1,0,0,2.7
706,2005,2,0,0,1.1
706,2010,0,0,0,2.2
706,2010,1,0,0,2.9
706,2010,2,0,0,1.4
706,2015,0,0,0,2.7
706,2015,1,0,0,3.5
706,2015,2,0,0,2
706,2020,0,0,0,3.3
706,2020,1,0,0,4.1
706,2020,2,0,0,2.6
706,2025,0,0,0,4
706,2025,1,0,0,4.8
706,2025,2,0,0,3.3
706,2030,0,0,0,4.7
706,2030,1,0,0,5.4
706,2030,2,0,0,4.1
706,2035,0,0,0,5.4
706,2035,1,0,0,6
706,2035,2,0,0,4.8
706,2040,0,0,0,6
706,2040,1,0,0,6.6
706,2040,2,0,0,5.4
706,2045,0,0,0,6.6
706,2045,1,0,0,7.1
706,2045,2,0,0,6.1
706,2050,0,0,0,7.3
706,2050,1,0,0,7.7
706,2050,2,0,0,6.8
706,2055,0,0,0,7.9
706,2055,1,0,0,8.3
706,2055,2,0,0,7.5
