"isono","year","sexno","ageno","eduno","bmys"
352,2045,2,6,0,15.9
352,2050,0,6,0,15.9
352,2050,1,6,0,15.5
352,2050,2,6,0,16.3
352,2055,0,6,0,16.2
352,2055,1,6,0,15.9
352,2055,2,6,0,16.6
352,2060,0,6,0,16.4
352,2060,1,6,0,16.2
352,2060,2,6,0,16.7
352,2065,0,6,0,16.6
352,2065,1,6,0,16.4
352,2065,2,6,0,16.8
352,2070,0,6,0,16.7
352,2070,1,6,0,16.6
352,2070,2,6,0,16.9
352,2075,0,6,0,16.8
352,2075,1,6,0,16.7
352,2075,2,6,0,16.9
352,2080,0,6,0,16.9
352,2080,1,6,0,16.8
352,2080,2,6,0,16.9
352,2085,0,6,0,17
352,2085,1,6,0,16.9
352,2085,2,6,0,17
352,2090,0,6,0,17
352,2090,1,6,0,17
352,2090,2,6,0,17
352,2095,0,6,0,17.1
352,2095,1,6,0,17.1
352,2095,2,6,0,17.1
352,2100,0,6,0,17.1
352,2100,1,6,0,17.1
352,2100,2,6,0,17.1
356,1970,0,6,0,1.8
356,1970,1,6,0,2.6
356,1970,2,6,0,0.8
356,1975,0,6,0,2
356,1975,1,6,0,2.9
356,1975,2,6,0,0.9
356,1980,0,6,0,2.2
356,1980,1,6,0,3.2
356,1980,2,6,0,1
356,1985,0,6,0,2.5
356,1985,1,6,0,3.7
356,1985,2,6,0,1.2
356,1990,0,6,0,2.9
356,1990,1,6,0,4.3
356,1990,2,6,0,1.5
356,1995,0,6,0,3.5
356,1995,1,6,0,4.9
356,1995,2,6,0,2
356,2000,0,6,0,3.9
356,2000,1,6,0,5.4
356,2000,2,6,0,2.4
356,2005,0,6,0,4.3
356,2005,1,6,0,5.8
356,2005,2,6,0,2.8
356,2010,0,6,0,4.7
356,2010,1,6,0,6.1
356,2010,2,6,0,3.2
356,2015,0,6,0,5.2
356,2015,1,6,0,6.5
356,2015,2,6,0,3.7
356,2020,0,6,0,5.7
356,2020,1,6,0,7
356,2020,2,6,0,4.4
356,2025,0,6,0,6.7
356,2025,1,6,0,7.9
356,2025,2,6,0,5.6
356,2030,0,6,0,7.8
356,2030,1,6,0,8.7
356,2030,2,6,0,6.8
356,2035,0,6,0,8.9
356,2035,1,6,0,9.6
356,2035,2,6,0,8.1
356,2040,0,6,0,9.8
356,2040,1,6,0,10.3
356,2040,2,6,0,9.3
356,2045,0,6,0,10.7
356,2045,1,6,0,11.1
356,2045,2,6,0,10.3
356,2050,0,6,0,11.3
356,2050,1,6,0,11.6
356,2050,2,6,0,11.1
356,2055,0,6,0,11.9
356,2055,1,6,0,12
356,2055,2,6,0,11.7
356,2060,0,6,0,12.3
356,2060,1,6,0,12.4
356,2060,2,6,0,12.2
356,2065,0,6,0,12.7
356,2065,1,6,0,12.7
356,2065,2,6,0,12.6
356,2070,0,6,0,13
356,2070,1,6,0,13
356,2070,2,6,0,13
356,2075,0,6,0,13.3
356,2075,1,6,0,13.3
356,2075,2,6,0,13.3
356,2080,0,6,0,13.5
356,2080,1,6,0,13.5
356,2080,2,6,0,13.5
356,2085,0,6,0,13.8
356,2085,1,6,0,13.7
356,2085,2,6,0,13.8
356,2090,0,6,0,13.9
356,2090,1,6,0,13.9
356,2090,2,6,0,14
356,2095,0,6,0,14.1
356,2095,1,6,0,14.1
356,2095,2,6,0,14.1
356,2100,0,6,0,14.2
356,2100,1,6,0,14.2
356,2100,2,6,0,14.2
360,1970,0,6,0,2.5
360,1970,1,6,0,3
360,1970,2,6,0,2.1
360,1975,0,6,0,2.8
360,1975,1,6,0,3.4
360,1975,2,6,0,2.3
360,1980,0,6,0,3.2
360,1980,1,6,0,3.9
360,1980,2,6,0,2.6
360,1985,0,6,0,3.7
360,1985,1,6,0,4.5
360,1985,2,6,0,3.1
360,1990,0,6,0,4.3
360,1990,1,6,0,5.1
360,1990,2,6,0,3.6
360,1995,0,6,0,5.1
360,1995,1,6,0,5.9
360,1995,2,6,0,4.3
360,2000,0,6,0,5.8
360,2000,1,6,0,6.6
360,2000,2,6,0,5
360,2005,0,6,0,6.6
360,2005,1,6,0,7.3
360,2005,2,6,0,5.9
360,2010,0,6,0,7.3
360,2010,1,6,0,8
360,2010,2,6,0,6.7
360,2015,0,6,0,8
360,2015,1,6,0,8.5
360,2015,2,6,0,7.5
360,2020,0,6,0,8.5
360,2020,1,6,0,8.9
360,2020,2,6,0,8.1
360,2025,0,6,0,9.1
360,2025,1,6,0,9.4
360,2025,2,6,0,8.8
360,2030,0,6,0,9.7
360,2030,1,6,0,9.9
360,2030,2,6,0,9.6
360,2035,0,6,0,10.3
360,2035,1,6,0,10.4
360,2035,2,6,0,10.3
360,2040,0,6,0,10.9
360,2040,1,6,0,10.9
360,2040,2,6,0,11
360,2045,0,6,0,11.6
360,2045,1,6,0,11.4
360,2045,2,6,0,11.7
360,2050,0,6,0,12.1
360,2050,1,6,0,12
360,2050,2,6,0,12.3
360,2055,0,6,0,12.6
360,2055,1,6,0,12.4
360,2055,2,6,0,12.7
360,2060,0,6,0,12.9
360,2060,1,6,0,12.8
360,2060,2,6,0,13.1
360,2065,0,6,0,13.3
360,2065,1,6,0,13.1
360,2065,2,6,0,13.4
360,2070,0,6,0,13.5
360,2070,1,6,0,13.4
360,2070,2,6,0,13.7
360,2075,0,6,0,13.8
360,2075,1,6,0,13.7
360,2075,2,6,0,13.9
360,2080,0,6,0,14
360,2080,1,6,0,13.9
360,2080,2,6,0,14.1
360,2085,0,6,0,14.2
360,2085,1,6,0,14.1
360,2085,2,6,0,14.3
360,2090,0,6,0,14.3
360,2090,1,6,0,14.3
360,2090,2,6,0,14.4
360,2095,0,6,0,14.4
360,2095,1,6,0,14.4
360,2095,2,6,0,14.5
360,2100,0,6,0,14.6
360,2100,1,6,0,14.5
360,2100,2,6,0,14.6
364,1970,0,6,0,0.6
364,1970,1,6,0,0.9
364,1970,2,6,0,0.3
364,1975,0,6,0,0.8
364,1975,1,6,0,1.2
364,1975,2,6,0,0.4
364,1980,0,6,0,1.1
364,1980,1,6,0,1.7
364,1980,2,6,0,0.5
364,1985,0,6,0,1.5
364,1985,1,6,0,2.3
364,1985,2,6,0,0.8
364,1990,0,6,0,2.3
364,1990,1,6,0,3.3
364,1990,2,6,0,1.2
364,1995,0,6,0,3.2
364,1995,1,6,0,4.5
364,1995,2,6,0,2
364,2000,0,6,0,4.2
364,2000,1,6,0,5.7
364,2000,2,6,0,2.9
364,2005,0,6,0,5.3
364,2005,1,6,0,6.6
364,2005,2,6,0,3.8
364,2010,0,6,0,6
364,2010,1,6,0,7.3
364,2010,2,6,0,4.7
364,2015,0,6,0,6.7
364,2015,1,6,0,7.9
364,2015,2,6,0,5.6
364,2020,0,6,0,7.7
364,2020,1,6,0,8.5
364,2020,2,6,0,6.8
364,2025,0,6,0,8.7
364,2025,1,6,0,9.3
364,2025,2,6,0,8.1
364,2030,0,6,0,9.7
364,2030,1,6,0,10
364,2030,2,6,0,9.3
364,2035,0,6,0,10.5
364,2035,1,6,0,10.7
364,2035,2,6,0,10.3
364,2040,0,6,0,11.2
364,2040,1,6,0,11.2
364,2040,2,6,0,11.1
364,2045,0,6,0,11.8
364,2045,1,6,0,11.8
364,2045,2,6,0,11.8
364,2050,0,6,0,12.5
364,2050,1,6,0,12.4
364,2050,2,6,0,12.5
364,2055,0,6,0,13.1
364,2055,1,6,0,13
364,2055,2,6,0,13.2
364,2060,0,6,0,13.6
364,2060,1,6,0,13.5
364,2060,2,6,0,13.7
364,2065,0,6,0,13.9
364,2065,1,6,0,13.8
364,2065,2,6,0,14
364,2070,0,6,0,14.1
364,2070,1,6,0,14
364,2070,2,6,0,14.2
364,2075,0,6,0,14.3
364,2075,1,6,0,14.2
364,2075,2,6,0,14.4
364,2080,0,6,0,14.5
364,2080,1,6,0,14.4
364,2080,2,6,0,14.5
364,2085,0,6,0,14.6
364,2085,1,6,0,14.6
364,2085,2,6,0,14.7
364,2090,0,6,0,14.8
364,2090,1,6,0,14.7
364,2090,2,6,0,14.8
364,2095,0,6,0,14.9
364,2095,1,6,0,14.8
364,2095,2,6,0,14.9
364,2100,0,6,0,14.9
364,2100,1,6,0,14.9
364,2100,2,6,0,15
368,1970,0,6,0,0.8
368,1970,1,6,0,1.2
368,1970,2,6,0,0.3
368,1975,0,6,0,1.1
368,1975,1,6,0,1.7
368,1975,2,6,0,0.5
368,1980,0,6,0,1.7
368,1980,1,6,0,2.6
368,1980,2,6,0,0.8
368,1985,0,6,0,2.4
368,1985,1,6,0,3.6
368,1985,2,6,0,1.3
368,1990,0,6,0,3.1
368,1990,1,6,0,4.5
368,1990,2,6,0,1.8
368,1995,0,6,0,3.9
368,1995,1,6,0,5.5
368,1995,2,6,0,2.5
368,2000,0,6,0,4.8
368,2000,1,6,0,6.5
368,2000,2,6,0,3.4
368,2005,0,6,0,5.6
368,2005,1,6,0,7.2
368,2005,2,6,0,4.3
368,2010,0,6,0,6.5
368,2010,1,6,0,8
368,2010,2,6,0,5.3
368,2015,0,6,0,7.3
368,2015,1,6,0,8.6
368,2015,2,6,0,6.2
368,2020,0,6,0,8.1
368,2020,1,6,0,9.1
368,2020,2,6,0,7.1
368,2025,0,6,0,9
368,2025,1,6,0,9.8
368,2025,2,6,0,8.2
368,2030,0,6,0,9.8
368,2030,1,6,0,10.4
368,2030,2,6,0,9.3
368,2035,0,6,0,10.9
368,2035,1,6,0,11.2
368,2035,2,6,0,10.5
368,2040,0,6,0,11.8
368,2040,1,6,0,12
368,2040,2,6,0,11.5
368,2045,0,6,0,12.6
368,2045,1,6,0,12.8
368,2045,2,6,0,12.5
368,2050,0,6,0,13.2
368,2050,1,6,0,13.3
368,2050,2,6,0,13.1
368,2055,0,6,0,13.7
368,2055,1,6,0,13.7
368,2055,2,6,0,13.6
368,2060,0,6,0,13.9
368,2060,1,6,0,13.9
368,2060,2,6,0,13.9
368,2065,0,6,0,14.1
368,2065,1,6,0,14.2
368,2065,2,6,0,14.1
368,2070,0,6,0,14.3
368,2070,1,6,0,14.3
368,2070,2,6,0,14.4
368,2075,0,6,0,14.5
368,2075,1,6,0,14.5
368,2075,2,6,0,14.5
368,2080,0,6,0,14.7
368,2080,1,6,0,14.7
368,2080,2,6,0,14.7
368,2085,0,6,0,14.8
368,2085,1,6,0,14.8
368,2085,2,6,0,14.8
368,2090,0,6,0,14.9
368,2090,1,6,0,14.9
368,2090,2,6,0,14.9
368,2095,0,6,0,15
368,2095,1,6,0,15
368,2095,2,6,0,15
368,2100,0,6,0,15.1
368,2100,1,6,0,15.1
368,2100,2,6,0,15.1
372,1970,0,6,0,7.9
372,1970,1,6,0,7.8
372,1970,2,6,0,8.1
372,1975,0,6,0,8.2
372,1975,1,6,0,8.1
372,1975,2,6,0,8.3
372,1980,0,6,0,8.5
372,1980,1,6,0,8.4
372,1980,2,6,0,8.6
372,1985,0,6,0,8.9
372,1985,1,6,0,8.8
372,1985,2,6,0,9
372,1990,0,6,0,9.4
372,1990,1,6,0,9.3
372,1990,2,6,0,9.4
372,1995,0,6,0,9.9
372,1995,1,6,0,9.9
372,1995,2,6,0,9.9
372,2000,0,6,0,10.4
372,2000,1,6,0,10.4
372,2000,2,6,0,10.3
372,2005,0,6,0,10.8
372,2005,1,6,0,10.8
372,2005,2,6,0,10.8
372,2010,0,6,0,11.3
372,2010,1,6,0,11.3
372,2010,2,6,0,11.4
372,2015,0,6,0,11.9
372,2015,1,6,0,11.8
372,2015,2,6,0,11.9
372,2020,0,6,0,12.6
372,2020,1,6,0,12.4
372,2020,2,6,0,12.7
372,2025,0,6,0,13.4
372,2025,1,6,0,13.2
372,2025,2,6,0,13.6
372,2030,0,6,0,14.1
372,2030,1,6,0,13.9
372,2030,2,6,0,14.4
372,2035,0,6,0,14.8
372,2035,1,6,0,14.6
372,2035,2,6,0,15
372,2040,0,6,0,15.5
372,2040,1,6,0,15.3
372,2040,2,6,0,15.7
372,2045,0,6,0,15.9
372,2045,1,6,0,15.7
372,2045,2,6,0,16
372,2050,0,6,0,16.1
372,2050,1,6,0,16
372,2050,2,6,0,16.2
372,2055,0,6,0,16.2
372,2055,1,6,0,16.1
372,2055,2,6,0,16.3
372,2060,0,6,0,16.3
372,2060,1,6,0,16.2
372,2060,2,6,0,16.3
372,2065,0,6,0,16.3
372,2065,1,6,0,16.3
372,2065,2,6,0,16.4
372,2070,0,6,0,16.4
372,2070,1,6,0,16.3
372,2070,2,6,0,16.4
372,2075,0,6,0,16.4
372,2075,1,6,0,16.4
372,2075,2,6,0,16.4
372,2080,0,6,0,16.4
372,2080,1,6,0,16.4
372,2080,2,6,0,16.4
372,2085,0,6,0,16.5
372,2085,1,6,0,16.5
372,2085,2,6,0,16.5
372,2090,0,6,0,16.5
372,2090,1,6,0,16.5
372,2090,2,6,0,16.5
372,2095,0,6,0,16.5
372,2095,1,6,0,16.5
372,2095,2,6,0,16.5
372,2100,0,6,0,16.5
372,2100,1,6,0,16.5
372,2100,2,6,0,16.5
376,1970,0,6,0,6.8
376,1970,1,6,0,7
376,1970,2,6,0,6.6
376,1975,0,6,0,7.6
376,1975,1,6,0,7.8
376,1975,2,6,0,7.3
376,1980,0,6,0,8.4
376,1980,1,6,0,8.7
376,1980,2,6,0,8.1
376,1985,0,6,0,9.3
376,1985,1,6,0,9.6
376,1985,2,6,0,9
376,1990,0,6,0,10.2
376,1990,1,6,0,10.4
376,1990,2,6,0,10
376,1995,0,6,0,10.9
376,1995,1,6,0,11
376,1995,2,6,0,10.8
376,2000,0,6,0,11.3
376,2000,1,6,0,11.3
376,2000,2,6,0,11.3
376,2005,0,6,0,11.6
376,2005,1,6,0,11.4
376,2005,2,6,0,11.7
376,2010,0,6,0,11.7
376,2010,1,6,0,11.5
376,2010,2,6,0,11.9
376,2015,0,6,0,11.8
376,2015,1,6,0,11.5
376,2015,2,6,0,12.1
376,2020,0,6,0,11.9
376,2020,1,6,0,11.5
376,2020,2,6,0,12.3
376,2025,0,6,0,12.2
376,2025,1,6,0,11.8
376,2025,2,6,0,12.6
376,2030,0,6,0,12.6
376,2030,1,6,0,12.1
376,2030,2,6,0,13
376,2035,0,6,0,12.8
376,2035,1,6,0,12.4
376,2035,2,6,0,13.3
376,2040,0,6,0,13.1
376,2040,1,6,0,12.7
376,2040,2,6,0,13.6
376,2045,0,6,0,13.4
376,2045,1,6,0,13.1
376,2045,2,6,0,13.8
376,2050,0,6,0,13.6
376,2050,1,6,0,13.3
376,2050,2,6,0,13.9
376,2055,0,6,0,13.7
376,2055,1,6,0,13.5
376,2055,2,6,0,14
376,2060,0,6,0,13.9
376,2060,1,6,0,13.7
376,2060,2,6,0,14.1
376,2065,0,6,0,14
376,2065,1,6,0,13.9
376,2065,2,6,0,14.2
376,2070,0,6,0,14.1
376,2070,1,6,0,14
376,2070,2,6,0,14.2
376,2075,0,6,0,14.2
376,2075,1,6,0,14.1
376,2075,2,6,0,14.3
376,2080,0,6,0,14.3
376,2080,1,6,0,14.3
376,2080,2,6,0,14.4
376,2085,0,6,0,14.4
376,2085,1,6,0,14.3
376,2085,2,6,0,14.4
376,2090,0,6,0,14.4
376,2090,1,6,0,14.4
376,2090,2,6,0,14.5
376,2095,0,6,0,14.5
376,2095,1,6,0,14.5
376,2095,2,6,0,14.5
376,2100,0,6,0,14.6
376,2100,1,6,0,14.6
376,2100,2,6,0,14.6
380,1970,0,6,0,5.4
380,1970,1,6,0,5.7
380,1970,2,6,0,5.1
380,1975,0,6,0,5.8
380,1975,1,6,0,6.2
380,1975,2,6,0,5.5
380,1980,0,6,0,6.3
380,1980,1,6,0,6.7
380,1980,2,6,0,5.9
380,1985,0,6,0,6.8
380,1985,1,6,0,7.2
380,1985,2,6,0,6.4
380,1990,0,6,0,7.4
380,1990,1,6,0,7.9
380,1990,2,6,0,7
380,1995,0,6,0,8.2
380,1995,1,6,0,8.6
380,1995,2,6,0,7.8
380,2000,0,6,0,9
380,2000,1,6,0,9.3
380,2000,2,6,0,8.7
380,2005,0,6,0,9.7
380,2005,1,6,0,9.9
380,2005,2,6,0,9.5
380,2010,0,6,0,10.2
380,2010,1,6,0,10.3
380,2010,2,6,0,10.2
380,2015,0,6,0,10.7
380,2015,1,6,0,10.6
380,2015,2,6,0,10.8
380,2020,0,6,0,11.1
380,2020,1,6,0,10.9
380,2020,2,6,0,11.3
380,2025,0,6,0,11.5
380,2025,1,6,0,11.2
380,2025,2,6,0,11.8
380,2030,0,6,0,12
380,2030,1,6,0,11.7
380,2030,2,6,0,12.3
380,2035,0,6,0,12.6
380,2035,1,6,0,12.3
380,2035,2,6,0,12.9
380,2040,0,6,0,13.2
380,2040,1,6,0,12.9
380,2040,2,6,0,13.6
380,2045,0,6,0,13.8
380,2045,1,6,0,13.5
380,2045,2,6,0,14.2
380,2050,0,6,0,14.2
380,2050,1,6,0,13.9
380,2050,2,6,0,14.5
380,2055,0,6,0,14.6
380,2055,1,6,0,14.3
380,2055,2,6,0,14.9
380,2060,0,6,0,14.8
380,2060,1,6,0,14.6
380,2060,2,6,0,15.1
380,2065,0,6,0,15
380,2065,1,6,0,14.8
380,2065,2,6,0,15.2
380,2070,0,6,0,15.1
380,2070,1,6,0,15
380,2070,2,6,0,15.3
380,2075,0,6,0,15.3
380,2075,1,6,0,15.2
380,2075,2,6,0,15.4
380,2080,0,6,0,15.4
380,2080,1,6,0,15.3
380,2080,2,6,0,15.5
380,2085,0,6,0,15.5
380,2085,1,6,0,15.4
380,2085,2,6,0,15.6
380,2090,0,6,0,15.6
380,2090,1,6,0,15.5
380,2090,2,6,0,15.6
380,2095,0,6,0,15.7
380,2095,1,6,0,15.6
380,2095,2,6,0,15.7
380,2100,0,6,0,15.7
380,2100,1,6,0,15.7
380,2100,2,6,0,15.7
384,1970,0,6,0,0.2
384,1970,1,6,0,0.3
384,1970,2,6,0,0
384,1975,0,6,0,0.2
384,1975,1,6,0,0.4
384,1975,2,6,0,0
384,1980,0,6,0,0.4
384,1980,1,6,0,0.6
384,1980,2,6,0,0.1
384,1985,0,6,0,0.5
384,1985,1,6,0,0.9
384,1985,2,6,0,0.1
384,1990,0,6,0,0.8
384,1990,1,6,0,1.2
384,1990,2,6,0,0.2
384,1995,0,6,0,1.1
384,1995,1,6,0,1.6
384,1995,2,6,0,0.5
384,2000,0,6,0,1.6
384,2000,1,6,0,2.2
384,2000,2,6,0,0.8
384,2005,0,6,0,2.1
384,2005,1,6,0,2.8
384,2005,2,6,0,1.2
384,2010,0,6,0,2.6
384,2010,1,6,0,3.4
384,2010,2,6,0,1.6
384,2015,0,6,0,3.2
384,2015,1,6,0,4.1
384,2015,2,6,0,2.1
384,2020,0,6,0,3.8
384,2020,1,6,0,4.8
384,2020,2,6,0,2.8
384,2025,0,6,0,4.7
384,2025,1,6,0,5.6
384,2025,2,6,0,3.8
384,2030,0,6,0,5.7
384,2030,1,6,0,6.5
384,2030,2,6,0,5
384,2035,0,6,0,6.9
384,2035,1,6,0,7.5
384,2035,2,6,0,6.3
384,2040,0,6,0,8.1
384,2040,1,6,0,8.6
384,2040,2,6,0,7.6
384,2045,0,6,0,9.3
384,2045,1,6,0,9.6
384,2045,2,6,0,8.9
384,2050,0,6,0,10.3
384,2050,1,6,0,10.5
384,2050,2,6,0,10.1
384,2055,0,6,0,11.1
384,2055,1,6,0,11.2
384,2055,2,6,0,11.1
384,2060,0,6,0,11.8
384,2060,1,6,0,11.8
384,2060,2,6,0,11.8
384,2065,0,6,0,12.4
384,2065,1,6,0,12.4
384,2065,2,6,0,12.4
384,2070,0,6,0,12.9
384,2070,1,6,0,12.8
384,2070,2,6,0,13
384,2075,0,6,0,13.3
384,2075,1,6,0,13.3
384,2075,2,6,0,13.4
384,2080,0,6,0,13.7
384,2080,1,6,0,13.6
384,2080,2,6,0,13.8
384,2085,0,6,0,14
384,2085,1,6,0,13.9
384,2085,2,6,0,14.1
384,2090,0,6,0,14.3
384,2090,1,6,0,14.2
384,2090,2,6,0,14.3
384,2095,0,6,0,14.5
384,2095,1,6,0,14.4
384,2095,2,6,0,14.5
384,2100,0,6,0,14.7
384,2100,1,6,0,14.7
384,2100,2,6,0,14.7
388,1970,0,6,0,4.8
388,1970,1,6,0,4.7
388,1970,2,6,0,4.9
388,1975,0,6,0,5.1
388,1975,1,6,0,5
388,1975,2,6,0,5.2
388,1980,0,6,0,5.5
388,1980,1,6,0,5.4
388,1980,2,6,0,5.5
388,1985,0,6,0,5.9
388,1985,1,6,0,5.8
388,1985,2,6,0,5.9
388,1990,0,6,0,6.3
388,1990,1,6,0,6.2
388,1990,2,6,0,6.4
388,1995,0,6,0,7
388,1995,1,6,0,6.8
388,1995,2,6,0,7.2
388,2000,0,6,0,7.7
388,2000,1,6,0,7.5
388,2000,2,6,0,8
388,2005,0,6,0,8.6
388,2005,1,6,0,8.2
388,2005,2,6,0,8.9
388,2010,0,6,0,9.2
388,2010,1,6,0,8.8
388,2010,2,6,0,9.7
388,2015,0,6,0,9.7
388,2015,1,6,0,9.3
388,2015,2,6,0,10.2
388,2020,0,6,0,10.1
388,2020,1,6,0,9.6
388,2020,2,6,0,10.5
388,2025,0,6,0,10.4
388,2025,1,6,0,9.9
388,2025,2,6,0,10.8
388,2030,0,6,0,10.7
388,2030,1,6,0,10.2
388,2030,2,6,0,11.1
388,2035,0,6,0,11
388,2035,1,6,0,10.6
388,2035,2,6,0,11.5
388,2040,0,6,0,11.4
388,2040,1,6,0,11
388,2040,2,6,0,11.8
388,2045,0,6,0,11.8
388,2045,1,6,0,11.3
388,2045,2,6,0,12.2
388,2050,0,6,0,12.1
388,2050,1,6,0,11.7
388,2050,2,6,0,12.5
388,2055,0,6,0,12.4
388,2055,1,6,0,12
388,2055,2,6,0,12.7
388,2060,0,6,0,12.6
388,2060,1,6,0,12.2
388,2060,2,6,0,12.9
388,2065,0,6,0,12.7
388,2065,1,6,0,12.5
388,2065,2,6,0,13
388,2070,0,6,0,12.9
388,2070,1,6,0,12.7
388,2070,2,6,0,13.1
388,2075,0,6,0,13
388,2075,1,6,0,12.9
388,2075,2,6,0,13.2
388,2080,0,6,0,13.2
388,2080,1,6,0,13.1
388,2080,2,6,0,13.3
388,2085,0,6,0,13.3
388,2085,1,6,0,13.2
388,2085,2,6,0,13.4
388,2090,0,6,0,13.4
388,2090,1,6,0,13.3
388,2090,2,6,0,13.4
388,2095,0,6,0,13.5
388,2095,1,6,0,13.4
388,2095,2,6,0,13.5
388,2100,0,6,0,13.6
388,2100,1,6,0,13.5
388,2100,2,6,0,13.6
392,1970,0,6,0,8.3
392,1970,1,6,0,8.9
392,1970,2,6,0,7.8
392,1975,0,6,0,9
392,1975,1,6,0,9.5
392,1975,2,6,0,8.5
392,1980,0,6,0,9.6
392,1980,1,6,0,10
392,1980,2,6,0,9.1
392,1985,0,6,0,10.1
392,1985,1,6,0,10.5
392,1985,2,6,0,9.7
392,1990,0,6,0,10.7
392,1990,1,6,0,11.1
392,1990,2,6,0,10.4
392,1995,0,6,0,11.3
392,1995,1,6,0,11.6
392,1995,2,6,0,11
392,2000,0,6,0,11.9
392,2000,1,6,0,12.2
392,2000,2,6,0,11.7
392,2005,0,6,0,12.5
392,2005,1,6,0,12.7
392,2005,2,6,0,12.3
392,2010,0,6,0,13
392,2010,1,6,0,13.1
392,2010,2,6,0,12.9
392,2015,0,6,0,13.5
392,2015,1,6,0,13.4
392,2015,2,6,0,13.5
392,2020,0,6,0,13.7
392,2020,1,6,0,13.7
392,2020,2,6,0,13.8
392,2025,0,6,0,13.9
392,2025,1,6,0,13.8
392,2025,2,6,0,14
392,2030,0,6,0,14.1
392,2030,1,6,0,14
392,2030,2,6,0,14.3
392,2035,0,6,0,14.4
392,2035,1,6,0,14.2
392,2035,2,6,0,14.5
392,2040,0,6,0,14.6
392,2040,1,6,0,14.5
392,2040,2,6,0,14.8
392,2045,0,6,0,14.9
392,2045,1,6,0,14.7
392,2045,2,6,0,15
392,2050,0,6,0,15
392,2050,1,6,0,14.9
392,2050,2,6,0,15.2
392,2055,0,6,0,15.2
392,2055,1,6,0,15.1
392,2055,2,6,0,15.3
392,2060,0,6,0,15.3
392,2060,1,6,0,15.2
392,2060,2,6,0,15.3
392,2065,0,6,0,15.3
392,2065,1,6,0,15.3
392,2065,2,6,0,15.4
392,2070,0,6,0,15.4
392,2070,1,6,0,15.3
392,2070,2,6,0,15.4
392,2075,0,6,0,15.4
392,2075,1,6,0,15.4
392,2075,2,6,0,15.4
392,2080,0,6,0,15.5
392,2080,1,6,0,15.4
392,2080,2,6,0,15.5
392,2085,0,6,0,15.5
392,2085,1,6,0,15.5
392,2085,2,6,0,15.5
392,2090,0,6,0,15.5
392,2090,1,6,0,15.5
392,2090,2,6,0,15.5
392,2095,0,6,0,15.5
392,2095,1,6,0,15.5
392,2095,2,6,0,15.5
392,2100,0,6,0,15.5
392,2100,1,6,0,15.5
392,2100,2,6,0,15.5
398,1970,0,6,0,5.9
398,1970,1,6,0,6.8
398,1970,2,6,0,5.2
398,1975,0,6,0,6.3
398,1975,1,6,0,7.1
398,1975,2,6,0,5.8
398,1980,0,6,0,7.1
398,1980,1,6,0,7.6
398,1980,2,6,0,6.6
398,1985,0,6,0,7.6
398,1985,1,6,0,8
398,1985,2,6,0,7.2
398,1990,0,6,0,8.3
398,1990,1,6,0,8.7
398,1990,2,6,0,8
398,1995,0,6,0,9.2
398,1995,1,6,0,9.4
398,1995,2,6,0,9
398,2000,0,6,0,9.8
398,2000,1,6,0,10
398,2000,2,6,0,9.7
398,2005,0,6,0,10.3
398,2005,1,6,0,10.4
398,2005,2,6,0,10.3
398,2010,0,6,0,10.5
398,2010,1,6,0,10.5
398,2010,2,6,0,10.6
398,2015,0,6,0,10.6
398,2015,1,6,0,10.5
398,2015,2,6,0,10.7
398,2020,0,6,0,10.8
398,2020,1,6,0,10.6
398,2020,2,6,0,10.9
398,2025,0,6,0,11.2
398,2025,1,6,0,11
398,2025,2,6,0,11.3
398,2030,0,6,0,11.6
398,2030,1,6,0,11.5
398,2030,2,6,0,11.8
398,2035,0,6,0,12
398,2035,1,6,0,11.9
398,2035,2,6,0,12.2
398,2040,0,6,0,12.4
398,2040,1,6,0,12.2
398,2040,2,6,0,12.6
398,2045,0,6,0,12.8
398,2045,1,6,0,12.6
398,2045,2,6,0,13
398,2050,0,6,0,13
398,2050,1,6,0,12.8
398,2050,2,6,0,13.2
398,2055,0,6,0,13.2
398,2055,1,6,0,13.1
398,2055,2,6,0,13.4
398,2060,0,6,0,13.4
398,2060,1,6,0,13.2
398,2060,2,6,0,13.6
398,2065,0,6,0,13.5
398,2065,1,6,0,13.4
398,2065,2,6,0,13.7
398,2070,0,6,0,13.6
398,2070,1,6,0,13.5
398,2070,2,6,0,13.7
398,2075,0,6,0,13.7
398,2075,1,6,0,13.6
398,2075,2,6,0,13.8
398,2080,0,6,0,13.8
398,2080,1,6,0,13.7
398,2080,2,6,0,13.8
398,2085,0,6,0,13.9
398,2085,1,6,0,13.8
398,2085,2,6,0,13.9
398,2090,0,6,0,13.9
398,2090,1,6,0,13.9
398,2090,2,6,0,13.9
398,2095,0,6,0,14
398,2095,1,6,0,13.9
398,2095,2,6,0,14
398,2100,0,6,0,14
398,2100,1,6,0,14
398,2100,2,6,0,14
400,1970,0,6,0,1.1
400,1970,1,6,0,1.6
400,1970,2,6,0,0.6
400,1975,0,6,0,1.5
400,1975,1,6,0,2.2
400,1975,2,6,0,0.7
400,1980,0,6,0,2.1
400,1980,1,6,0,3.2
400,1980,2,6,0,1
400,1985,0,6,0,3
400,1985,1,6,0,4.5
400,1985,2,6,0,1.6
400,1990,0,6,0,4.1
400,1990,1,6,0,5.9
400,1990,2,6,0,2.4
400,1995,0,6,0,5.4
400,1995,1,6,0,7.2
400,1995,2,6,0,3.5
